"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"HZD","none","25.96","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","700","25.66","26.19","2.07","17.39","57067.84","-15.33"
"HZK","25.15","26.90","27.00","N/A","2,321","1,700","0.19%","-3.47%","N/A","NaN","N/A","N/A","N/A","N/A","0.00","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","26.71","27.30","2.21","17.39","16026.00","-15.18"
"HZO","5.50","7.57","10.63","3.50","116,318","76,857","0.52%","-3.14%","176.17M","23.27M","21.85M","N/A","N/A","N/A","8.90","-0.34","-0.34","21.78","1.16","0.86","N/A","0.37","485.51M","1.68M","-7.66M","-1.58%","-1.02%","Sep 30","Jun 30, 2011","-0.89%","-3.77%","1.68","52.64","27.04M","2.24M","12.10%","2.21M","16.20","2,759","7.31","6.37","-12.86","17.39","591751.81","-30.25"
"IACI","26.09","41.25","43.80","0.56","1,209,730","604,733","58.71%","55.05%","3.50B","84.96M","78.31M","N/A","N/A","Aug 21, 2008","28.31","1.72","1.72","19.13","10.73","1.46","23.98","1.94","1.81B","221.40M","58.35M","9.11%","7.97%","Dec 31","Jun 30, 2011","2.50%","2.08%","2.83","3.79","911.86M","5.21M","N/A","5.22M","4.60","29,286","39.77","41.88","5.31","17.39","32962966.80","-12.09"
"IAE","none","14.31","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","5,706","14.50","14.67","1.17","17.39","775402.00","-16.22"
"IAF","none","10.21","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","21,839","10.07","9.73","-3.38","17.39","982449.34","-20.77"
"IAG","16.06","20.73","23.88","0.51","2,894,050","2,009,690","11.83%","8.17%","7.78B","375.13M","316.08M","0.10","0.50%","N/A","8.91","2.20","2.20","4.03","2.87","2.26","9.41","5.02","1.51B","691.11M","418.87M","54.83%","35.19%","Dec 31","Jun 30, 2011","9.28%","15.06%","5.12","N/A","1.08B","2.12M","N/A","2.85M","0.70","210,966","21.81","20.18","-7.47","17.39","49061246.04","-24.87"
"IAH","none","58.37","none","none","none","none","none","none","-0.19%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Merrill Lynch","29.48M","none","none","none","none","none","none","none","none","none","300","58.35","58.80","0.77","17.39","163380.00","-16.62"
"IAI","none","21.67","none","none","none","none","none","none","-30.95%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","49.69M","none","none","none","none","none","none","none","none","none","3,037","21.29","21.20","-0.42","17.39","619815.77","-17.82"
"IAK","none","28.16","none","none","none","none","none","none","-4.11%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","51.33M","none","none","none","none","none","none","none","none","none","0","27.75","28.36","2.20","17.39","510960.75","-15.20"
"IART","33.45","37.41","52.90","1.16","216,598","132,086","-11.17%","-14.83%","1.03B","27.52M","19.82M","N/A","N/A","May 26, 1998","18.91","1.57","1.57","25.61","4.99","1.96","23.84","1.35","755.15M","159.56M","47.48M","6.29%","15.38%","Dec 31","Jun 30, 2011","6.93%","9.70%","4.20","94.86","137.28M","1.72M","N/A","1.66M","9.10","3,866","30.00","32.13","7.10","17.39","18698580.00","-10.29"
"IAT","none","20.08","none","none","none","none","none","none","-25.94%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","84.05M","none","none","none","none","none","none","none","none","none","216","19.51","20.33","4.20","17.39","4537362.66","-13.19"
"IAU","none","16.74","none","none","none","none","none","none","28.20%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","9.75B","none","none","none","none","none","none","none","none","none","769,144","16.785","17.06","1.64","17.39","135281158.11","-15.76"
"IBA","19.21","21.88","28.88","1.06","14,183","16,786","6.21%","2.55%","1.09B","49.98M","8.63M","0.49","2.20%","N/A","24.41","2.07","2.07","37.83","6.49","0.90","10.55","0.58","1.89B","178.10M","103.46M","5.48%","6.64%","Dec 31","Jun 30, 2011","5.02%","8.76%","4.26","4.50","324.44M","99.06K","N/A","54.13K","5.40","0","20.95","20.07","-4.20","17.39","165651.65","-21.59"
"IBB","none","97.15","none","none","none","none","none","none","-0.07%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","1.26B","none","none","none","none","none","none","none","none","none","33,295","96.19","102.20","6.25","17.39","74460294.24","-11.15"
"IBCA","2.04","2.72","3.75","1.61","20,474","13,886","21.36%","17.70%","57.46M","21.13M","16.23M","N/A","N/A","N/A","8.06","0.35","0.35","1.83","1.74","0.33","7.71","1.51","37.41M","N/A","7.26M","23.98%","67.38%","Dec 31","Sep 30, 2011","0.44%","5.01%","N/A","N/A","36.80M","15.46K","0.10%","19.15K","1.00","101","2.71","2.70","-0.37","17.39","26341.20","-17.76"
"IBCP","1.00","1.80","4.75","2.39","25,608","23,086","N/A","none","15.13M","8.40M","N/A","N/A","N/A","Aug 31, 2006","4.39","-2.82","-2.82","15.57","38.26","0.41","N/A","0.12","121.92M","N/A","-22.08M","-14.86%","5.17%","Dec 31","Jun 30, 2011","-0.72%","-14.85%","N/A","N/A","321.52M","647.61K","N/A","669.70K","48.00","0","1.64","1.40","-14.63","17.39","35620.80","-32.03"
"IBCPO","none","12.25","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","10.38","13.0101","25.34","17.39","4152.00","7.94"
"IBI","12.20","14.78","23.32","1.88","216,335","182,929","-26.94%","-30.60%","493.05M","33.36M","30.84M","N/A","N/A","N/A","15.48","0.88","0.88","35.67","2.48","0.95","16.78","0.41","1.19B","104.27M","30.00M","2.53%","6.91%","Dec 31","Jul 1, 2011","5.11%","6.04%","3.05","58.31","82.79M","1.21M","4.90%","1.16M","5.60","13,544","14.46","15.78","9.13","17.39","3510945.84","-8.26"
"IBIO","1.00","1.92","6.06","2.85","37,544","68,600","-6.67%","-10.33%","62.18M","32.38M","24.49M","N/A","N/A","N/A","0.01","-0.39","-0.39","0.02","0.09","326.67","N/A","122.04","520.08K","-8.69M","-12.14M","N/A","-1,743.52%","Jun 30","Jun 30, 2011","-92.41%","-1,908.03%","0.60","N/A","2.84M","613.24K","4.40%","668.82K","30.30","4,200","1.98","1.42","-28.28","17.39","32491.80","-45.68"
"IBKC","42.51","50.81","61.30","0.67","264,936","261,529","-4.72%","-8.38%","1.54B","30.22M","29.43M","1.36","2.60%","Aug 16, 2005","49.88","1.69","1.69","14.72","10.01","1.02","30.03","3.83","399.30M","N/A","45.89M","11.72%","19.71%","Dec 31","Jun 30, 2011","0.43%","3.34%","N/A","N/A","302.55M","2.98M","11.40%","3.12M","12.20","9,014","49.10","49.82","1.47","17.39","9874108.20","-15.93"
"IBKR","13.00","14.75","19.49","0.69","717,347","702,729","-21.25%","-24.91%","661.27M","44.83M","43.64M","0.40","2.70%","N/A","12.62","0.46","0.46","28.70","548.53","1.16","31.79","0.53","1.24B","N/A","20.18M","1.63%","51.01%","Dec 31","Sep 30, 2011","1.75%","11.28%","1.17","39.93","24.59B","971.34K","3.00%","1.07M","1.40","34,509","14.89","14.87","-0.13","17.39","14378632.73","-17.53"
"IBM","138.53","182.02","190.53","0.69","7,297,600","8,294,240","28.22%","24.56%","214.78B","1.18B","1.18B","3.00","1.60%","May 27, 1999","18.89","12.69","12.69","87.69","9.58","9.55","14.34","2.00","106.45B","26.56B","15.62B","14.68%","20.39%","Dec 31","Sep 30, 2011","12.48%","69.84%","1.26","134.78","11.30B","23.06M","1.90%","22.97M","3.60","598,116","181.35","188.00","3.67","17.39","1044812117.70","-13.73"
"IBN","30.46","35.28","58.22","2.09","2,205,570","2,490,430","-32.13%","-35.79%","20.32B","575.89M","516.93M","0.62","1.70%","N/A","19.32","2.14","2.14","14.03","13.76","1.80","16.47","2.50","7.98B","N/A","1.23B","15.35%","21.13%","Mar 31","Mar 31, 2011","1.23%","11.57%","N/A","N/A","7.92B","5.09M","N/A","5.96M","2.40","231,851","35.92","29.11","-18.96","17.39","114898166.08","-36.35"
"IBND","none","34.15","none","none","none","none","none","none","2.51%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","State Street Global Advisors","51.75M","none","none","none","none","none","none","none","none","none","3,382","33.62","31.83","-5.32","17.39","585794.88","-22.72"
"IBOC","12.41","17.93","21.20","1.70","295,700","486,129","2.62%","-1.04%","1.21B","67.52M","53.34M","0.38","2.00%","May 17, 2007","20.03","1.73","1.73","7.58","3.29","0.88","10.36","2.32","512.97M","N/A","116.91M","25.37%","43.48%","Dec 31","Jun 30, 2011","1.13%","8.62%","N/A","N/A","221.92M","4.71M","8.90%","4.70M","20.10","25,570","17.16","17.88","4.20","17.39","7400284.32","-13.20"
"ICA","3.79","4.39","11.42","1.66","357,214","323,286","-59.61%","-63.27%","708.62M","161.42M","144.34M","N/A","N/A","Aug 31, 2007","7.34","0.48","0.48","17.06","2.39","0.59","9.22","0.25","2.76B","318.75M","77.41M","2.80%","6.75%","Dec 31","Jun 30, 2011","2.06%","6.64%","1.18","203.62","385.64M","603.50K","N/A","745.06K","1.60","15,300","5.10","5.23","2.55","17.39","3084209.70","-14.84"
"ICAD","0.40","0.68","1.55","1.20","102,102","70,143","-54.97%","-58.63%","37.18M","54.68M","43.74M","N/A","N/A","N/A","1.18","-0.28","-0.28","0.52","0.14","0.58","N/A","1.43","25.95M","-8.85M","-13.60M","-52.40%","-43.38%","Dec 31","Jun 30, 2011","-9.00%","-20.95%","1.16","N/A","7.68M","61.66K","0.10%","65.60K","1.00","5,800","0.74","0.61","-17.57","17.39","48770.44","-34.96"
"ICB","15.80","17.25","18.20","0.02","15,464","13,843","-3.80%","-7.46%","155.73M","9.03M","N/A","0.87","5.00%","N/A","17.96","1.42","1.42","1.02","1.13","0.96","12.16","16.81","9.24M","N/A","12.81M","138.69%","88.57%","Sep 30","Mar 31, 2011","3.04%","8.00%","1.21","0.24","10.24M","11.23K","N/A","12.84K","0.80","3,825","17.31","17.59","1.62","17.39","91881.48","-15.78"
"ICCC","2.47","5.05","8.50","0.84","2,367","843","51.03%","47.37%","15.06M","2.98M","2.18M","N/A","N/A","N/A","3.03","-0.20","-0.20","1.62","1.70","1.69","N/A","3.18","4.80M","-598.48K","-606.31K","-12.63%","-21.21%","Dec 31","Jun 30, 2011","-6.00%","-6.51%","8.35","16.85","5.08M","1.29K","N/A","1.52K","0.80","100","5.02","5.30","5.58","17.39","14101.18","-11.82"
"ICE","102.57","126.28","135.38","0.83","771,429","725,214","9.68%","6.02%","9.28B","73.46M","71.36M","N/A","N/A","N/A","41.53","6.00","6.00","16.77","10.30","2.99","21.04","7.40","1.23B","834.30M","445.72M","36.19%","59.09%","Dec 31","Jun 30, 2011","1.56%","15.84%","1.02","14.85","756.67M","1.94M","2.70%","2.14M","2.70","93,416","123.26","121.72","-1.25","17.39","170869791.30","-18.64"
"ICF","none","67.55","none","none","none","none","none","none","-4.53%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","2.08B","none","none","none","none","none","none","none","none","none","65,882","67.91","67.65","-0.38","17.39","67539550.95","-17.78"
"ICFI","17.68","22.75","28.13","0.51","110,076","88,586","-14.69%","-18.35%","449.54M","19.76M","19.11M","N/A","N/A","N/A","18.86","1.57","1.57","40.89","0.14","1.20","14.49","0.56","798.79M","74.98M","31.24M","3.91%","6.64%","Dec 31","Jun 30, 2011","5.78%","8.84%","1.68","17.01","2.68M","856.86K","5.10%","845.09K","7.20","5,598","22.04","25.94","17.70","17.39","2763617.64","0.30"
"ICGE","8.55","10.34","14.50","1.94","190,632","107,786","-16.10%","-19.76%","382.23M","36.97M","34.73M","N/A","N/A","May 10, 2004","6.40","0.39","0.39","3.61","3.58","1.61","26.86","2.88","132.58M","-623.00K","14.11M","11.10%","-3.76%","Dec 31","Jun 30, 2011","-1.10%","6.24%","5.35","6.98","132.30M","1.52M","N/A","1.42M","9.40","6,886","10.15","8.61","-15.17","17.39","1885656.85","-32.57"
"ICGN","1.03","5.99","8.40","0.10","110,839","9,014","328.57%","324.91%","53.02M","8.85M","155.45K","N/A","N/A","Sep 22, 2010","1.48","-0.83","-0.83","1.31","1.57","4.06","N/A","5.97","8.90M","-5.57M","-5.65M","-63.49%","-70.63%","Dec 31","Jun 30, 2011","-24.99%","-45.45%","5.62","1.97","13.86M","13.95K","0.30%","30.98K","0.20","7,013","0.00","0.00","0.00","17.39","0.00","-17.39"
"ICH","3.49","4.68","6.50","1.56","4,524","3,386","13.04%","9.38%","30.95M","6.61M","5.16M","N/A","N/A","N/A","1.25","-0.33","-0.33","13.11","0.75","3.73","N/A","0.36","85.73M","N/A","-2.16M","-2.51%","-1.58%","Mar 31","Jun 30, 2011","-12.16%","-23.28%","1.51","12.01","4.97M","6.19K","0.30%","5.92K","1.60","0","4.957","3.995","-19.41","17.39","36592.57","-36.80"
"ICI","none","46.15","none","none","none","none","none","none","-3.53%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iPath","18.83M","none","none","none","none","none","none","none","none","none","22,118","46.15","46.14","-0.02","17.39","1248680.55","-17.42"
"ICLK","4.51","7.15","8.93","0.98","197,829","257,057","33.33%","29.67%","176.70M","24.71M","17.11M","N/A","N/A","Oct 27, 2009","1.66","0.18","0.18","4.93","0.54","4.19","40.40","1.46","118.16M","10.85M","4.70M","3.98%","8.33%","Dec 31","Jun 30, 2011","10.73%","13.01%","2.20","15.89","13.22M","1.55M","N/A","1.54M","10.30","15,599","8.94","9.03","1.01","17.39","234318508.56","-16.39"
"ICLN","none","9.77","none","none","none","none","none","none","-40.82%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","38.44M","none","none","none","none","none","none","none","none","none","2,140","9.39","9.33","-0.64","17.39","235454.25","-18.03"
"ICLR","15.03","15.77","26.22","0.53","365,605","322,943","-19.38%","-23.04%","953.08M","60.44M","58.05M","N/A","N/A","Aug 13, 2008","12.00","1.02","1.02","15.28","3.57","1.31","15.51","1.03","919.52M","101.88M","61.92M","6.73%","7.78%","Dec 31","Jun 30, 2011","4.72%","9.36%","2.08","N/A","215.56M","1.37M","N/A","1.26M","3.80","8,181","16.81","17.01","1.19","17.39","6375646.37","-16.20"
"ICN","none","24.98","none","none","none","none","none","none","-6.51%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","WisdomTree Trust","22.65M","none","none","none","none","none","none","none","none","none","2,800","25.066","23.97","-4.37","17.39","199224.57","-21.77"
"ICON","14.36","18.01","26.05","1.67","846,177","1,090,620","6.81%","3.15%","1.32B","73.19M","64.80M","N/A","N/A","Feb 16, 1993","15.61","1.63","1.63","5.04","3.17","1.15","11.04","3.59","366.49M","224.56M","122.51M","33.43%","58.52%","Dec 31","Jun 30, 2011","6.67%","11.70%","0.89","50.98","231.63M","9.66M","13.50%","9.95M","14.10","39,961","17.64","17.26","-2.15","17.39","18767601.72","-19.55"
"ICS","11.99","13.16","13.81","-0.07","6,276","2,343","-3.45%","-7.11%","44.73M","3.40M","N/A","0.66","5.00%","N/A","13.61","N/A","N/A","N/A","N/A","0.97","N/A","17.46","2.56M","N/A","-678.05K","-26.46%","87.82%","Feb 28","Oct 31, 2010","N/A","N/A","2.72","8.75","N/A","1.58K","N/A","3.23K","0.30","295","13.25","13.37","0.91","17.39","54894.75","-16.49"
"ICUI","35.22","39.28","45.99","0.37","81,939","110,957","4.47%","0.81%","543.24M","13.83M","12.21M","N/A","N/A","Mar 18, 2002","22.19","2.61","2.61","21.87","8.61","1.76","15.06","1.79","301.35M","76.81M","36.81M","12.22%","19.44%","Dec 31","Sep 30, 2011","11.37%","12.93%","9.85","N/A","119.09M","2.20M","N/A","2.21M","38.00","4,638","38.67","44.01","13.81","17.39","4086916.29","-3.58"
"IDA","33.88","40.09","40.71","0.42","393,642","267,086","8.44%","4.78%","1.99B","49.71M","49.21M","1.20","3.00%","N/A","31.45","2.81","2.81","21.00","1.17","1.27","14.27","1.93","1.03B","334.62M","138.17M","13.44%","21.18%","Dec 31","Jun 30, 2011","3.05%","9.19%","0.96","99.28","58.32M","1.99M","4.10%","2.05M","4.50","8,996","38.94","40.99","5.26","17.39","13772688.60","-12.13"
"IDCC","30.12","47.29","82.50","0.63","2,323,530","1,035,660","53.11%","49.45%","2.15B","45.44M","44.90M","0.40","0.80%","N/A","9.29","2.43","2.43","7.48","15.43","5.09","19.49","6.40","335.54M","196.50M","110.32M","32.88%","52.22%","Dec 31","Jun 30, 2011","11.04%","32.11%","4.81","44.85","701.11M","7.99M","17.80%","7.66M","3.70","79,966","43.49","43.96","1.08","17.39","55133534.21","-16.31"
"IDE","none","17.38","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","30,784","17.21","16.72","-2.85","17.39","816528.45","-20.24"
"IDG","16.69","20.41","24.95","N/A","199,824","162,271","-15.87%","-19.53%","77.22B","3.78B","3.78B","N/A","N/A","N/A","15.00","1.38","1.38","19.84","98.42","1.35","14.76","1.02","75.01B","N/A","5.25B","9.29%","14.95%","Dec 31","Jun 30, 2011","0.41%","12.06%","1.55","665.92","372.36B","N/A","N/A","N/A","N/A","13,741","19.76","18.68","-5.47","17.39","2964217.36","-22.86"
"IDI","1.11","1.18","3.65","0.86","11,082","6,057","-48.92%","-52.58%","24.61M","20.86M","12.03M","N/A","N/A","N/A","0.07","-2.24","-2.24","2.36","1.00","15.95","N/A","0.44","48.97M","-2.01M","-46.64M","-95.25%","-8.48%","Dec 31","Mar 31, 2010","-2.78%","-190.90%","0.48","1.47","20.85M","62.04K","0.60%","66.19K","4.20","0","1.11","0.72","-35.14","17.39","13273.38","-52.53"
"IDIX","2.67","5.49","7.05","0.51","641,327","903,271","22.22%","18.56%","527.88M","96.15M","60.35M","N/A","N/A","N/A","0.09","-0.66","-0.66","0.14","0.82","59.78","N/A","46.93","11.27M","-43.28M","-51.23M","N/A","-419.76%","Dec 31","Jun 30, 2011","-32.95%","-6,918.43%","5.32","N/A","78.35M","3.50M","8.40%","3.39M","4.10","26,114","6.14","7.60","23.78","17.39","3030587.34","6.39"
"IDN","0.82","0.90","1.87","0.97","17,020","23,314","-26.23%","-29.89%","24.71M","27.46M","15.40M","N/A","N/A","N/A","0.71","-0.07","-0.07","0.47","0.05","1.27","N/A","1.96","12.63M","-505.55K","-1.73M","-13.73%","-12.99%","Dec 31","Jun 30, 2011","-4.33%","-8.72%","1.28","1.03","1.47M","238.31K","1.60%","238.53K","14.70","0","0.9616","0.90","-6.41","17.39","1538.56","-23.80"
"IDRA","0.95","1.55","3.73","1.63","11,500","10,414","-45.80%","-49.46%","42.81M","27.63M","21.72M","N/A","N/A","Jun 30, 2006","0.78","-0.88","-0.88","0.23","0.85","1.99","N/A","6.92","6.19M","-23.48M","-23.85M","N/A","-387.67%","Dec 31","Jun 30, 2011","-48.49%","-96.20%","6.65","N/A","23.51M","45.81K","0.20%","50.59K","5.20","10,583","1.58","1.31","-17.09","17.39","190378.94","-34.48"
"IDSA","5.26","5.80","16.09","1.77","22,373","15,271","-61.90%","-65.56%","40.22M","6.94M","4.21M","N/A","N/A","Jun 2, 2010","6.33","0.94","0.94","50.68","0.30","0.92","6.17","0.12","347.17M","16.36M","6.42M","1.85%","3.44%","Dec 31","Jun 30, 2011","8.09%","18.27%","5.04","97.10","2.08M","217.20K","4.70%","226.60K","14.20","331","5.70","5.70","0.00","17.39","85437.30","-17.39"
"IDSY","1.93","5.05","5.94","1.27","39,330","14,414","143.69%","140.03%","55.82M","11.05M","5.49M","N/A","N/A","N/A","3.68","-0.75","-0.75","2.70","1.35","1.36","N/A","1.86","29.89M","-6.30M","-8.33M","-27.87%","-28.00%","Dec 31","Jun 30, 2011","-9.10%","-18.58%","3.14","N/A","14.90M","21.86K","0.30%","24.41K","0.60","2,801","5.55","5.23","-5.77","17.39","223531.80","-23.16"
"IDT","13.43","19.14","30.46","1.48","173,955","186,871","20.72%","17.06%","434.15M","22.68M","15.31M","0.92","4.70%","Feb 25, 2009","9.22","1.20","1.20","75.64","11.37","2.06","16.00","0.28","1.56B","33.01M","23.31M","1.72%","1.08%","Jul 31","Jul 31, 2011","1.93%","10.20%","1.34","15.64","257.99M","673.33K","5.50%","664.06K","4.90","10,028","12.00","13.00","8.33","17.39","4988148.00","-9.06"
"IDTI","4.70","5.72","8.74","1.46","2,044,030","1,596,190","-1.38%","-5.04%","836.12M","146.18M","145.87M","N/A","N/A","Sep 18, 1995","4.03","0.46","0.46","4.10","1.97","1.42","12.33","1.35","618.92M","70.06M","69.90M","11.29%","7.58%","Apr 3","Jul 3, 2011","4.01%","11.80%","4.33","N/A","287.22M","7.73M","N/A","6.92M","4.00","149,415","5.89","5.80","-1.53","17.39","17410380.58","-18.92"
"IDU","none","84.35","none","none","none","none","none","none","8.95%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","575.71M","none","none","none","none","none","none","none","none","none","5,079","83.43","86.13","3.24","17.39","7428607.20","-14.16"
"IDV","none","31.52","none","none","none","none","none","none","-12.19%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","552.96M","none","none","none","none","none","none","none","none","none","9,680","30.58","30.72","0.46","17.39","31826257.32","-16.94"
"IDX","none","29.58","none","none","none","none","none","none","-13.07%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Van Eck","808.33M","none","none","none","none","none","none","none","none","none","59,075","28.53","29.38","2.98","17.39","14905926.45","-14.41"
"IDXX","59.65","72.88","87.29","1.26","430,218","500,850","23.25%","19.59%","4.09B","56.15M","55.55M","N/A","N/A","Nov 27, 2007","10.43","2.72","2.72","20.89","3.23","6.97","26.79","3.41","1.20B","278.96M","160.15M","13.40%","19.39%","Dec 31","Sep 30, 2011","15.82%","28.28%","1.52","26.90","181.50M","4.63M","9.80%","4.50M","12.40","53,467","69.57","75.19","8.08","17.39","18836355.78","-9.32"
"IEC","4.07","5.71","9.88","1.56","20,367","14,800","5.79%","2.13%","55.97M","9.80M","8.00M","N/A","N/A","N/A","3.15","0.58","0.58","13.34","N/A","1.80","9.86","0.44","125.64M","12.72M","5.76M","4.58%","7.98%","Sep 30","Jul 1, 2011","8.89%","21.11%","2.28","147.00","N/A","14.34K","0.20%","16.73K","1.30","2,335","5.80","5.54","-4.48","17.39","32480.00","-21.88"
"IEF","none","103.19","none","none","none","none","none","none","14.21%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","4.17B","none","none","none","none","none","none","none","none","none","121,794","104.54","103.92","-0.59","17.39","248899390.54","-17.99"
"IEI","none","120.83","none","none","none","none","none","none","7.32%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","2.29B","none","none","none","none","none","none","none","none","none","22,553","121.60","121.43","-0.14","17.39","220932608.00","-17.53"
"IEO","none","61.49","none","none","none","none","none","none","-19.52%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","296.58M","none","none","none","none","none","none","none","none","none","12,712","61.94","65.57","5.86","17.39","18334735.52","-11.53"
"IEP","33.18","43.87","46.97","0.63","10,946","7,057","21.31%","17.65%","3.75B","85.57M","N/A","0.40","0.90%","N/A","47.57","10.28","10.28","136.92","30.47","0.91","4.27","0.32","11.57B","3.12B","906.00M","7.82%","23.02%","Dec 31","Jun 30, 2011","7.92%","29.98%","1.23","89.72","2.61B","6.90K","N/A","9.69K","0.70","300","41.86","37.11","-11.35","17.39","219723.14","-28.74"
"IESC","N/A","2.13","N/A","1.78","N/A","N/A","N/A","none","31.82M","14.94M","5.74M","N/A","N/A","N/A","5.34","-2.39","-2.39","32.26","1.54","0.43","N/A","0.07","466.52M","-30.53M","-34.61M","-7.42%","-6.93%","Sep 30","Jun 30, 2011","-10.70%","-36.04%","1.89","13.39","23.04M","202.56K","N/A","204.10K","16.90","100","2.35","2.53","7.66","17.39","1645.00","-9.73"
"IEV","none","35.67","none","none","none","none","none","none","-17.04%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","946.35M","none","none","none","none","none","none","none","none","none","62,710","34.34","34.75","1.19","17.39","52300953.22","-16.20"
"IEX","29.29","35.14","47.50","1.34","586,714","585,871","-3.42%","-7.08%","2.90B","82.40M","81.17M","0.68","1.90%","May 22, 2007","18.27","2.25","2.25","21.57","2.68","1.92","15.62","1.64","1.76B","366.35M","186.58M","10.66%","17.15%","Dec 31","Sep 30, 2011","7.21%","13.23%","2.05","54.38","220.46M","1.81M","2.20%","1.84M","3.30","29,981","34.45","36.46","5.83","17.39","28815116.85","-11.56"
"IEZ","none","51.81","none","none","none","none","none","none","-22.90%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","385.08M","none","none","none","none","none","none","none","none","none","25,694","51.74","55.22","6.73","17.39","24158285.58","-10.67"
"IF","none","12.57","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","8,700","12.15","12.49","2.80","17.39","355776.30","-14.60"
"IFAS","none","25.87","none","none","none","none","none","none","-21.53%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","21.76M","none","none","none","none","none","none","none","none","none","1,000","26.08","25.82","-1.00","17.39","75162.56","-18.39"
"IFF","49.01","60.10","66.29","0.93","1,041,120","776,271","18.15%","14.49%","4.86B","80.87M","79.78M","1.24","2.00%","Jan 20, 1994","14.66","3.59","3.59","34.11","1.55","4.05","16.74","1.76","2.73B","538.97M","290.95M","10.72%","16.93%","Dec 31","Jun 30, 2011","10.08%","28.76%","2.29","82.75","125.64M","3.73M","N/A","3.50M","4.10","101,538","59.04","54.26","-8.10","17.39","57327958.08","-25.49"
"IFGL","none","26.80","none","none","none","none","none","none","-17.01%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","325.26M","none","none","none","none","none","none","none","none","none","11,942","26.81","26.45","-1.34","17.39","1006098.87","-18.74"
"IFMI","1.78","1.93","5.44","0.91","14,267","4,743","-61.10%","-64.76%","27.27M","14.13M","10.71M","0.20","10.20%","Dec 17, 2009","4.63","-0.05","-0.05","9.74","15.36","0.41","N/A","0.26","103.74M","-749.00K","-376.00K","-0.36%","-2.71%","Dec 31","Jun 30, 2011","-0.47%","-1.24%","1.34","211.35","217.02M","146.17K","1.70%","150.20K","14.80","754","2.07","1.40","-32.37","17.39","9004.50","-49.76"
