"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"TCN","6.25","9.09","14.30","1.36","2,220","1,857.14","27.66%","14.23%","60.91M","6.70M","2.86M","0.38","4.20%","N/A","11.328","-4.00","-4.00","28.645","2.501","0.79","N/A","0.31","191.97M","51.77M","-26.82M","-13.97%","-0.66%","31-Dec","30-Jun-06","-0.23%","-29.77%","0.648","1.412","16.76M","2.96K","N/A","13.15K","2.7","0","","","0.00","2.40","0.00","-2.40"
"TCO","31.29","46.75","47.13","1.13","318,303","341,514","41.80%","28.37%","2.47B","52.79M","51.73M","1.22","2.60%","N/A","2.684","0.95","0.95","10.842","1.498","17.33","49.26","4.39","559.96M","322.92M","49.18M","14.45%","36.15%","31-Dec","30-Jun-06","4.59%","35.96%","0.357","16.776","79.09M","1.81M","3.50%","1.46M","4.3","386,800","46.75","49.46","5.80","2.40","23627450.00","3.40"
"TCX","N/A","0.87","N/A","0.75","N/A","N/A","N/A","none","65.86M","75.70M","64.47M","N/A","N/A","N/A","0.214","0.026","0.026","0.779","0.086","4.30","33.46","1.25","55.68M","3.41M","1.89M","3.40%","2.06%","31-Dec","30-Jun-06","1.23%","14.86%","0.813","0.502","6.54M","10.56K","N/A","25.09K","0.2","80,500","0.90","0.82","-8.89","2.40","21870.00","-11.29"
"TCY","none","7.65","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","8,700","7.67","8.08","5.35","2.40","85904.00","2.95"
"TD","46.98","57.37","60.57","1.29","109,185","74,242.9","21.26%","7.83%","41.35B","720.80M","720.58M","1.72","3.00%","04-Aug-99","23.559","5.44","5.44","17.796","141.067","2.45","10.55","3.27","12.71B","N/A","3.92B","31.30%","50.90%","31-Oct","31-Jul-06","1.18%","23.26%","N/A","N/A","101.68B","742.16K","N/A","369.67K","7.5","60,400","57.77","58.61","1.45","2.40","4968220.00","-0.95"
"TDA","none","25.04","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","16,100","25.11","25.26","0.60","2.40","449469.00","-1.80"
"TDF","17.98","22.58","27.25","2.21","69,183.1","72,585.7","19.98%","6.55%","852.85M","37.77M","37.32M","1.16","5.10%","N/A","22.743","4.25","4.25","0.666","0.064","1.00","5.31","34.10","25.17M","N/A","160.63M","638.30%","50.07%","31-Dec","30-Jun-06","0.98%","20.06%","1.834","N/A","2.41M","45.05K","N/A","29.52K","0.6","58,100","22.75","25.13","10.46","2.40","1041950.00","8.06"
"TDG","21.42","24.53","27.46","0","54,576.9","57,542.9","N/A","none","1.09B","44.61M","11.75M","N/A","N/A","N/A","7.775","0.42","0.42","9.574","0.495","3.06","58.13","2.50","424.24M","177.46M","19.92M","4.70%","37.74%","30-Sep","01-Jul-06","N/A","N/A","5.726","2.669","22.09M","415.54K","0.90%","427.94K","5.8","33,900","23.85","24.42","2.39","2.40","1070865.00","-0.01"
"TDI","none","24.75","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","3,900","24.65","25.10","1.83","2.40","61625.00","-0.57"
"TDK","62.50","79.80","89.00","1.79","3,209.23","4,528.57","18.22%","4.79%","10.56B","132.28M","131.77M","N/A","N/A","24-Jul-89","45.27","2.99","2.99","53.46","15.607","1.79","26.69","1.52","7.07B","1.13B","399.69M","5.59%","8.72%","31-Mar","30-Jun-06","5.21%","6.94%","3.48","0.007","2.06B","134.11K","N/A","121.89K","44.9","1,000","77.74","76.59","-1.48","2.40","365378.00","-3.88"
"TDS","35.14","48.70","49.35","0.33","217,446","295,114","28.77%","15.34%","5.63B","115.66M","101.75M","0.37","0.80%","N/A","30.184999","2.695","2.695","36.159","13.116","1.62","18.07","1.35","4.18B","1.11B","313.58M","7.53%","9.48%","31-Dec","30-Jun-06","2.50%","9.27%","1.698","0.555","1.52B","1.02M","0.90%","902.64K","4.8","346,400","49.74","51.66","3.86","2.40","25118700.00","1.46"
"TDSC","13.65","16.95","23.87","1.75","92,155.4","50,285.7","-6.15%","-19.58%","310.63M","18.33M","16.89M","N/A","N/A","24-May-95","4.374","-0.22","-0.22","8.943","0.69","3.86","N/A","2.24","137.98M","8.58M","-3.42M","-0.86%","1.88%","31-Dec","30-Jun-06","1.32%","-1.51%","1.814","0.324","12.65M","3.67M","22.50%","3.87M","43.8","41,683","15.83","14.37","-9.22","2.40","1610496.71","-11.62"
"TDW","40.06","48.62","62.88","1.38","1,588,920","1,920,070","5.79%","-7.64%","2.79B","57.47M","56.98M","0.60","1.20%","N/A","29.52","5.21","5.21","17.984","4.472","1.64","9.34","2.71","1.02B","455.89M","300.34M","29.31%","32.27%","31-Mar","30-Sep-06","9.26%","18.58%","4.64","0.177","257.00M","5.27M","9.60%","5.69M","2.9","1,797,600","49.27","55.33","12.30","2.40","100998573.00","9.90"
"TDY","27.85","41.68","44.59","1.25","260,568","233,443","18.21%","4.78%","1.43B","34.39M","31.04M","N/A","N/A","N/A","12.043","2.21","2.21","40.009","0.797","3.47","18.86","1.06","1.35B","145.50M","78.00M","5.77%","8.79%","1-Jan","01-Oct-06","8.22%","21.17%","1.89","0.625","27.40M","1.35M","4.10%","1.49M","4.1","329,600","40.03","40.20","0.42","2.40","13826362.00","-1.97"
"TE","14.40","16.46","17.99","0.49","843,792","751,500","-4.86%","-18.29%","3.44B","208.90M","207.00M","0.76","4.60%","31-Aug-93","7.882","1.28","1.28","15.941","2.237","2.09","12.90","1.04","3.31B","724.10M","263.40M","8.00%","11.53%","31-Dec","30-Jun-06","3.92%","16.64%","1.888","2.407","467.40M","7.34M","3.60%","3.54M","10.4","783,300","16.30","16.99","4.23","2.40","14705860.00","1.83"
"TEAM","7.07","9.02","11.59","0.47","34,093.8","18,771.4","-3.22%","-16.65%","92.80M","10.29M","8.34M","N/A","N/A","N/A","7.973","0.24","0.24","16.46","2.748","1.11","37.27","0.56","163.64M","8.80M","2.45M","1.47%","2.07%","31-Dec","30-Jun-06","1.87%","3.02%","2.806","0.086","28.27M","155.40K","1.60%","153.29K","8.1","104,116","9.24","10.92","18.18","2.40","27655.32","15.78"
"TEC","3.92","4.40","8.95","5.56","58,766.2","47,800","-24.66%","-38.09%","64.67M","14.70M","11.51M","N/A","N/A","28-Apr-03","1.778","-0.399","-0.399","0.145","0.35","2.54","N/A","40.23","1.65M","-3.71M","-4.28M","-274.36%","-273.55%","31-Dec","30-Jun-06","-11.01%","-21.47%","0.74","N/A","5.14M","233.41K","1.70%","224.83K","4.4","51,400","4.32","5.25","21.53","2.40","26784.00","19.13"
"TECD","32.10","39.67","42.65","1.72","664,305","371,214","14.52%","1.09%","2.18B","54.97M","53.06M","N/A","N/A","18-Apr-94","29.652","-1.60","-1.60","364.37","4.909","1.31","N/A","0.10","20.49B","233.65M","-96.17M","-0.44%","0.86%","31-Jan","31-Jul-06","2.77%","-5.68%","1.601","0.053","269.83M","3.79M","7.10%","4.21M","7.6","334,648","38.81","41.82","7.76","2.40","15343805.17","5.36"
"TECH","45.27","55.81","60.74","0.97","194,678","119,414","2.86%","-10.57%","2.20B","39.38M","36.75M","N/A","N/A","04-Dec-00","9.186","1.92","1.92","5.287","3.061","6.07","29.05","10.60","207.26M","121.94M","75.98M","36.66%","54.89%","30-June","30-Sep-06","20.31%","23.22%","10.412","0.033","120.53M","1.27M","3.40%","1.33M","6.3","63,686","55.33","53.77","-2.82","2.40","9538670.68","-5.22"
"TECUA","13.83","16.99","25.66","2.18","216,763","89,842.9","-15.60%","-29.03%","313.96M","18.48M","15.72M","N/A","N/A","N/A","46.585999","-3.50","-3.50","101.537","5.655","0.36","N/A","0.16","1.88B","33.10M","-125.00M","-3.44%","-3.12%","31-Dec","30-Jun-06","-1.92%","-14.13%","1.657","0.415","104.50M","2.00M","14.90%","2.14M","12.9","51,497","16.68","16.21","-2.82","2.40","1409109.72","-5.22"
"TECUB","none","16.44","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","2,265","16.29","15.90","-2.39","2.40","8389.35","-4.79"
"TEF","43.15","57.23","57.89","1.12","174,558","462,814","19.35%","5.92%","89.24B","1.56B","1.22B","1.76","3.10%","16-Jun-05","9.95","3.90","3.90","37.63","4.378","5.77","14.67","1.49","59.97B","23.76B","6.37B","10.37%","22.87%","31-Dec","30-Jun-06","7.69%","43.82%","0.762","5.068","6.83B","372.19K","N/A","377.54K","2.1","150,300","57.78","60.97","5.52","2.40","7118496.00","3.12"
"TEI","11.78","13.89","14.17","0.46","106,900","86,614.3","4.28%","-9.15%","657.52M","47.34M","0","0.88","6.40%","N/A","14.583","1.28","1.28","1.03","N/A","0.95","10.87","13.40","48.76M","N/A","60.49M","124.06%","83.02%","31-Aug","28-Feb-06","3.68%","8.86%","11.925","N/A","N/A","42.80K","N/A","122.45K","0.4","87,800","13.84","13.84","0.00","2.40","974336.00","-2.40"
"TEK","22.64","30.27","36.89","2.25","469,725","375,000","31.72%","18.29%","2.50B","82.49M","82.37M","0.24","0.80%","01-Nov-00","14.175","1.17","1.17","12.975","3.993","2.13","25.83","2.32","1.07B","200.15M","96.84M","9.17%","13.47%","27-May","26-Aug-06","6.21%","9.15%","2.613","N/A","329.36M","1.01M","1.20%","962.67K","1.7","731,800","29.94","30.56","2.07","2.40","6227520.00","-0.33"
"TELK","14.37","18.97","22.70","1.75","561,066","641,729","26.97%","13.54%","991.35M","52.26M","52.08M","N/A","N/A","N/A","3.105","-1.45","-1.45","N/A","2.94","6.24","N/A","N/A","N/A","-74.84M","-75.74M","N/A","N/A","31-Dec","30-Jun-06","-22.42%","-38.82%","8.368","0.003","153.64M","16.46M","31.60%","15.84M","31.9","516,482","18.38","17.01","-7.45","2.40","8499592.06","-9.85"
"TELN","27.03","46.95","47.84","0.9","34,978.5","102,571","57.60%","44.17%","26.48B","563.95M","259.53M","N/A","N/A","N/A","12.03","2.78","2.78","22.84","2.164","3.93","16.89","2.14","12.47B","4.63B","1.52B","12.17%","19.63%","31-Dec","30-Jun-06","9.22%","23.64%","0.564","1.053","1.22B","91.21K","N/A","73.33K","4.6","209,456","46.30","51.83","11.94","2.40","3971012.10","9.54"
"TELOZ","5.21","6.1247","12.00","0.4","13,038.5","6,942.86","-37.74%","-51.17%","29.10M","4.75M","3.36M","1.52","24.60%","N/A","0.013","1.528","1.528","1.564","0.213","476.15","4.01","3.96","7.43M","N/A","7.26M","97.66%","91.36%","31-Dec","30-Jun-06","198.52%","10517.20%","N/A","N/A","1.01M","4.49K","N/A","5.72K","0.3","3,713","6.07","7.20","18.62","2.40","37027.00","16.22"
"TEN","15.95","22.72","27.55","2.06","456,888","948,457","37.53%","24.10%","1.04B","45.69M","44.89M","N/A","N/A","N/A","4.847","0.97","0.97","102.683","2.539","4.66","23.50","0.23","4.54B","421.00M","45.00M","0.99%","5.26%","31-Dec","30-Sep-06","4.88%","24.32%","1.232","6.377","116.00M","3.14M","7.00%","2.28M","5.8","206,900","22.61","23.58","4.29","2.40","8731982.00","1.89"
"TEO","9.76","14.95","15.08","2.2","171,997","270,586","13.60%","0.17%","2.94B","196.88M","54.73M","N/A","N/A","28-Aug-97","3.239","1.27","1.27","10.581","0.914","4.64","11.77","1.41","2.10B","705.60M","252.02M","12.00%","10.43%","31-Dec","30-Jun-06","4.15%","53.16%","0.582","2.213","179.88M","1.08M","N/A","1.18M","7.1","225,000","15.01","17.26","14.99","2.40","2937457.00","12.59"
"TER","11.50","13.97","18.08","4.16","3,023,390","3,747,610","3.18%","-10.25%","2.75B","197.01M","196.42M","N/A","N/A","01-Sep-99","6.886","2.04","2.04","7.417","4.163","2.02","6.84","1.88","1.46B","294.07M","281.39M","28.24%","14.38%","31-Dec","01-Oct-06","7.64%","23.50%","2.246","0.191","820.08M","9.10M","4.60%","7.08M","3.3","2,613,700","13.64","14.90","9.24","2.40","44668272.00","6.84"
"TES","1.65","3.15","4.80","0","10,098.5","9,157.14","N/A","none","20.48M","6.50M","5.52M","N/A","N/A","N/A","2.355","-1.535","-1.535","0.829","1.903","1.36","N/A","6.71","3.10M","-2.86M","-5.74M","-185.09%","-110.04%","Technology","Communication Equipment","-21.37%","-75.19%","12.07","N/A","12.37M","18.88K","0.40%","1.45K","2.2","3,000","","","0.00","2.40","0.00","-2.40"
"TESOF","14.62","17.43","22.87","1.1","47,473.8","27,385.7","6.67%","-6.76%","626.03M","35.92M","22.87M","N/A","N/A","N/A","6.335","0.35","0.35","8.294","0.498","2.88","50.38","2.23","294.30M","55.08M","12.55M","4.26%","11.34%","31-Dec","30-Jun-06","7.35%","6.02%","2.354","0.17","17.89M","174.95K","0.50%","205.14K","3.5","50,620","17.29","17.05","-1.39","2.40","361724.09","-3.79"
"TESS","13.90","33.67","35.25","1.79","14,498.5","25,414.3","128.27%","114.84%","141.18M","4.19M","2.68M","N/A","N/A","N/A","16.066999","1.34","1.34","105.35","0.85","2.11","25.09","0.32","440.95M","15.25M","5.73M","1.30%","2.22%","26-Mar","25-Jun-06","4.80%","8.84%","1.76","0.073","3.56M","17.86K","0.60%","1.86K","0.9","30,285","31.67","21.60","-31.80","2.40","488414.74","-34.20"
"TEVA","29.22","32.59","45.91","0.86","4,872,930","5,153,770","-14.51%","-27.94%","24.92B","764.70M","700.54M","0.31","0.90%","01-Jul-04","13.04","0.08","0.08","9.636","1.714","2.55","387.98","3.87","6.56B","2.12B","51.70M","0.79%","26.64%","31-Dec","30-Jun-06","7.69%","0.68%","1.669","0.57","1.31B","16.66M","N/A","16.41M","3.5","5,094,151","32.40","32.06","-1.05","2.40","210983486.40","-3.45"
"TEX","26.40","51.38","56.54","2.1","1,461,330","1,665,290","86.94%","73.51%","5.16B","100.40M","96.60M","N/A","N/A","17-Jul-06","15.854","3.25","3.25","73.881","4.266","3.23","15.82","0.69","7.41B","692.20M","333.80M","4.50%","8.35%","31-Dec","30-Sep-06","8.81%","24.35%","1.781","0.497","428.30M","4.57M","4.60%","4.28M","3.7","746,600","51.91","56.02","7.92","2.40","64742152.00","5.52"
"TF","8.25","10.70","12.05","1.43","9,376.92","7,471.43","23.13%","9.70%","33.66M","3.15M","2.84M","0.10","0.90%","N/A","9.282","0.945","0.945","0.361","N/A","1.14","11.32","29.38","1.14M","N/A","2.97M","261.96%","38.85%","31-Dec","30-Jun-06","0.97%","10.68%","0.397","N/A","N/A","11.70K","N/A","17.08K","0.8","19,500","10.73","11.84","10.34","2.40","64380.00","7.95"
"TFC","4.58","5.75","6.78","1.49","29,361.5","22,242.9","24.19%","10.76%","97.07M","16.88M","16.86M","N/A","N/A","N/A","5.964","0.55","0.55","0.188","0.002","0.98","10.53","31.01","3.18M","N/A","9.21M","289.65%","14.83%","31-Dec","30-Jun-06","0.27%","8.77%","0.562","N/A","31.47K","12.50K","N/A","6.45K","0.3","4,600","5.78","6.41","10.90","2.40","217906.00","8.50"
"TFCO","5.50","6.06","7.85","0.51","2,313.85","4,185.71","-12.93%","-26.36%","27.48M","4.54M","4.18M","N/A","N/A","N/A","8.047","0.14","0.14","20.204","0.034","0.79","43.60","0.31","91.78M","3.15M","634.49K","0.69%","1.18%","30-Sep","30-Jun-06","1.44%","1.76%","2.376","0.196","156.44K","0","N/A","0","0","2,104","","","0.00","2.40","0.00","-2.40"
"TFIN","13.34","15.40","16.00","0.09","789.231","914.286","2.74%","-10.69%","55.30M","3.59M","2.12M","0.32","2.10%","N/A","12.71","0.98","0.98","7.368","6.634","1.21","15.67","1.88","29.38M","N/A","3.99M","13.59%","31.20%","31-Dec","30-Jun-06","0.57%","8.05%","N/A","N/A","23.82M","3.05K","0.10%","3.33K","13.9","0","","","0.00","2.40","0.00","-2.40"
"TFN","0.24","0.85","1.45","-1.94","7,938.46","40,928.6","73.47%","60.04%","5.77M","6.79M","4.06M","N/A","N/A","N/A","0.262","-0.431","-0.431","1.466","0.275","3.63","N/A","0.64","10.01M","N/A","-2.94M","-29.41%","-20.89%","30-Apr","31-Jul-06","-41.23%","-105.05%","3.413","2.117","1.87M","357","N/A","460","0.1","11,700","","","0.00","2.40","0.00","-2.40"
"TFONY","none","26.23","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","1,682","26.27","26.16","-0.42","2.40","35254.34","-2.82"
"TFR","6.74","11.20","13.73","-0.06","47,453.8","25,628.6","65.19%","51.76%","226.62M","20.23M","9.77M","0.25","2.20%","N/A","3.985","0.52","0.52","11.587","0.992","2.87","21.62","1.05","219.35M","40.05M","11.18M","4.75%","13.69%","31-Dec","30-Jun-06","10.88%","16.70%","2.004","0.356","20.07M","46.14K","N/A","54.36K","1.5","39,200","10.27","10.95","6.62","2.40","748683.00","4.22"
"TFSM","5.78","10.22","11.79","4.41","782,112","626,800","59.94%","46.51%","499.42M","48.87M","44.20M","N/A","N/A","27-Feb-04","1.89","-0.14","-0.14","3.59","0.956","5.20","N/A","2.86","167.96M","13.90M","-6.40M","-3.81%","-3.49%","31-Dec","30-Jun-06","3.26%","-7.62%","1.562","0.161","46.69M","6.14M","14.10%","6.16M","7.6","630,384","9.96","8.72","-12.45","2.40","9518572.80","-14.85"
"TFX","49.67","62.03","72.22","1.47","271,603","277,071","-6.28%","-19.71%","2.48B","39.99M","36.66M","1.14","1.80%","17-Jun-97","28.268","3.45","3.45","64.823","5.061","2.19","18.01","0.95","2.60B","368.71M","142.36M","5.35%","10.52%","25-Dec","24-Sep-06","7.02%","12.38%","2.298","0.467","202.43M","828.92K","2.30%","710.26K","3.6","256,100","61.51","64.63","5.07","2.40","13015516.00","2.67"
"TG","11.55","17.69","18.26","1.53","102,415","61,600","40.51%","27.08%","686.21M","38.79M","26.20M","0.16","0.90%","02-Jul-98","12.987","0.67","0.67","26.774","0.655","1.37","26.29","0.67","1.03B","101.48M","26.01M","2.52%","5.77%","31-Dec","30-Jun-06","4.64%","5.30%","1.922","0.187","25.42M","1.34M","4.50%","1.37M","11.9","83,000","16.52","19.89","20.40","2.40","1714776.00","18.00"
"TGA","4.13","4.70","6.35","3.51","139,011","106,800","-3.49%","-16.92%","275.81M","58.68M","55.06M","N/A","N/A","N/A","1.535","0.441","0.441","1.155","0.284","3.11","10.66","4.15","67.50M","53.95M","26.70M","39.55%","52.05%","31-Dec","30-Jun-06","26.16%","35.70%","1.772","N/A","16.68M","23.43K","N/A","102.40K","0.1","101,100","4.68","5.19","10.90","2.40","422604.00","8.50"
"TGAL","2.62","3.70","8.64","3.1","17,820","38,714.3","-51.82%","-65.25%","26.04M","7.04M","6.41M","N/A","N/A","25-Jul-06","3.433","-1.25","-1.25","3.858","1.796","1.10","N/A","1.05","25.28M","-6.65M","-8.18M","-32.34%","-31.75%","31-Mar","30-Jun-06","-20.09%","-46.26%","4.317","0.004","12.64M","23.45K","0.30%","30.86K","2.2","14,889","3.69","5.40","46.34","2.40","86552.64","43.94"
"TGB","0.90","2.39","4.25","6.07","1,018,340","603,200","148.96%","135.53%","290.21M","121.43M","119.03M","N/A","N/A","N/A","0.293","0.23","0.23","1.369","0.279","8.33","10.39","1.99","148.71M","27.26M","27.07M","18.85%","13.62%","30-Sep","30-Jun-06","9.28%","170.90%","1.746","0.322","33.84M","986.06K","N/A","819.12K","1.4","465,800","2.44","2.50","2.46","2.40","2844796.00","0.06"
"TGC","0.38","0.86","2.08","0.49","384,097","214,743","44.07%","30.64%","50.70M","58.96M","36.67M","N/A","N/A","30-Aug-01","0.394","0.046","0.046","0.15","0.005","2.18","18.70","5.91","8.58M","3.72M","2.68M","31.19%","25.47%","31-Dec","30-Jun-06","5.41%","12.60%","1.764","0.067","267.70K","224.97K","0.40%","227.23K","0.7","92,500","0.86","0.89","3.49","2.40","105694.00","1.09"
"TGE","5.79","7.85","15.45","2.04","72,941.5","109,557","17.92%","4.49%","123.35M","15.71M","10.46M","N/A","N/A","07-Apr-06","2.1","0.551","0.551","3.753","0.525","3.85","14.25","2.21","57.56M","20.78M","8.68M","15.10%","22.53%","31-Dec","30-Sep-06","23.26%","42.25%","1.241","0.114","8.25M","445.84K","4.40%","494.34K","6.3","65,900","7.57","7.78","2.77","2.40","404238.00","0.37"
"TGEN","1.71","1.91","7.00","3.11","18,161.5","25,042.9","-68.69%","-82.12%","18.90M","9.90M","7.37M","N/A","N/A","11-May-06","0.444","-4.55","-4.55","0.809","1.27","4.55","N/A","2.75","7.26M","-13.27M","-40.84M","N/A","-203.60%","31-Dec","30-Jun-06","-21.46%","-184.86%","3.351","1.876","12.57M","15.76K","0.20%","31.70K","1.1","25,437","1.98","5.41","173.23","2.40","46769.58","170.83"
"TGI","33.87","48.48","54.90","2.08","189,560","179,243","39.15%","25.72%","787.36M","16.24M","15.64M","0.04","0.10%","N/A","36.502998","2.62","2.62","52.915","6.561","1.31","18.54","0.91","848.03M","105.03M","42.35M","4.99%","8.34%","31-Mar","30-Sep-06","4.16%","7.47%","2.301","0.568","106.57M","1.15M","7.40%","918.52K","3.6","134,700","47.70","53.06","11.24","2.40","6949890.00","8.84"
"TGIC","40.75","53.18","57.87","1.04","115,914","147,457","26.44%","13.01%","791.69M","14.89M","11.56M","N/A","N/A","29-Oct-97","35.676998","4.44","4.44","14.501","0.636","1.46","11.97","3.63","213.92M","97.07M","65.99M","30.85%","43.68%","31-Dec","30-Jun-06","7.67%","13.11%","6.767","0.065","9.47M","1.79M","12.80%","1.88M","20.9","157,235","50.29","53.80","6.98","2.40","5584704.50","4.58"
"TGIS","5.80","12.78","16.00","3.88","24,723.1","16,671.4","111.24%","97.81%","140.09M","10.96M","3.08M","0.30","2.30%","N/A","1.425","0.81","0.81","5.245","0.925","8.96","15.84","2.48","56.42M","13.80M","9.66M","15.68%","23.85%","31-Dec","30-Sep-06","50.75%","85.04%","3.308","N/A","10.14M","20.43K","0.60%","18.76K","1.2","8,479","12.49","13.12","5.04","2.40","157336.53","2.64"
"TGM","none","7.99","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","1,100","8.18","7.50","-8.31","2.40","0.00","-10.71"
"TGP","27.30","30.40","32.20","0.83","30,438.5","34,514.3","1.64%","-11.79%","1.06B","34.97M","11.25M","1.85","6.00%","N/A","21.672001","0.22","0.22","5.233","0.54","1.41","139.45","6.63","161.64M","115.19M","6.74M","4.25%","41.90%","31-Dec","30-Jun-06","2.07%","0.95%","0.91","1.865","18.88M","92.40K","N/A","81.44K","2.8","30,100","30.21","31.57","4.50","2.40","987867.00","2.10"
"TGS","4.30","5.90","6.83","1.5","17,173.8","12,842.9","-5.75%","-19.18%","937.50M","158.90M","71.00M","N/A","N/A","N/A","5.3","0.59","0.59","2.52","N/A","1.12","10.00","2.36","400.89M","236.04M","94.78M","23.64%","43.90%","31-Dec","30-Jun-06","6.59%","11.80%","2.656","N/A","N/A","654.79K","N/A","638.17K","23.5","29,200","5.97","5.85","-2.01","2.40","56715.00","-4.41"
"TGT","44.70","58.86","59.85","0.97","5,345,000","5,089,670","5.69%","-7.74%","50.54B","858.69M","857.40M","0.48","0.80%","20-Jul-00","16.756001","2.88","2.88","63.468","0.555","3.49","20.41","0.91","55.36B","6.00B","2.54B","4.58%","8.29%","28-Jan","29-Jul-06","8.48%","18.18%","1.407","0.738","477.00M","17.82M","2.10%","18.55M","2.7","4,318,300","57.70","58.09","0.68","2.40","390109700.00","-1.72"
"TGX","2.60","3.19","3.90","0.66","40,258.5","33,300","5.98%","-7.45%","102.37M","32.09M","26.84M","N/A","N/A","16-Apr-98","3.648","-0.82","-0.82","1.51","1.502","0.88","N/A","2.12","48.34M","7.44M","-26.26M","-54.33%","3.82%","31-Dec","02-Jul-06","0.83%","-20.20%","17.579","N/A","48.21M","64.65K","0.20%","68.52K","1.1","17,400","3.20","3.35","4.69","2.40","632960.00","2.29"
"TGZ","none","9.59","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","6,300","9.60","9.69","0.94","2.40","88320.00","-1.46"
"THC","5.77","7.42","9.27","1.34","3,679,450","3,705,500","-11.88%","-25.31%","3.50B","471.31M","470.75M","N/A","N/A","01-Jul-02","1.502","-2.16","-2.16","20.597","1.228","5.53","N/A","0.40","9.68B","637.00M","-1.07B","-10.49%","2.64%","31-Dec","30-Jun-06","1.61%","-88.66%","1.878","6.798","579.00M","31.57M","6.70%","29.97M","11.3","9,783,600","6.97","7.09","1.72","2.40","47549340.00","-0.68"
"THE","30.05","33.86","53.86","1.04","2,064,880","1,766,710","-24.34%","-37.77%","2.10B","61.94M","61.76M","N/A","N/A","N/A","9.191","1.69","1.69","11.434","3.5","3.78","20.09","3.07","701.50M","240.30M","104.20M","14.87%","21.23%","31-Dec","30-Jun-06","10.87%","19.50%","2.084","0.033","216.80M","5.05M","8.20%","5.47M","2.5","933,800","32.65","40.01","22.54","2.40","58770000.00","20.14"
"THFF","26.49","34.50","35.60","1.05","19,618.5","9,828.57","25.45%","12.02%","457.75M","13.27M","10.55M","0.84","2.50%","16-Oct-03","20.129","1.77","1.77","7.268","8.256","1.69","19.45","4.64","97.04M","N/A","23.68M","24.41%","50.27%","31-Dec","30-Jun-06","1.09%","8.84%","N/A","N/A","109.54M","580.29K","4.50%","604.19K","34.4","9,176","32.68","33.90","3.73","2.40","380591.28","1.33"
"THG","37.50","44.05","54.43","2.07","253,512","313,571","15.62%","2.19%","2.24B","50.95M","50.78M","0.30","0.70%","N/A","34.773998","-6.67","-6.67","49.331","7.721","1.26","N/A","0.86","2.60B","133.90M","92.70M","-13.53%","4.16%","31-Dec","30-Jun-06","0.43%","4.35%","0.453","0.287","393.40M","681.40K","1.30%","904.95K","3.7","221,800","44.58","47.38","6.28","2.40","28919046.00","3.88"
"THI","23.79","28.38","29.34","0","1,338,800","2,145,710","N/A","none","5.49B","193.30M","N/A","0.28","1.00%","N/A","4.559","0.97","0.97","6.843","0.62","6.23","29.23","3.91","1.40B","372.21M","198.92M","14.18%","20.55%","1-Jan","02-Jul-06","N/A","N/A","1.876","0.408","119.87M","6.76M","3.50%","16.33M","3.2","626,200","28.48","30.88","8.43","2.40","24082688.00","6.03"
"THK","1.40","3.00","3.16","4.41","104,038","127,657","87.50%","74.07%","159.13M","53.04M","45.50M","N/A","N/A","N/A","1.44","-0.071","-0.071","1.34","0.054","2.06","N/A","3.01","52.31M","2.96M","-2.76M","-2.30%","-2.57%","31-Dec","30-Jun-06","-0.77%","-1.93%","1.101","0.137","2.85M","146.47K","0.30%","205.90K","2","206,300","2.98","3.38","13.42","2.40","263134.00","11.02"
