"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"BUSE","19.67","23.01","23.80","0.58","35,077.3","29,166.7","14.76%","0.25%","493.43M","21.44M","14.83M","0.64","2.70%","04-Aug-04","8.379","1.31","1.31","4.711","3.109","2.81","17.55","5.01","100.68M","N/A","28.11M","27.92%","56.38%","31-Dec","30-Sep-06","1.20%","16.30%","N/A","N/A","66.67M","654.41K","4.70%","595.08K","13.2","14,813","22.29","23.60","5.88","2.40","749746.44","3.48"
"BVF","14.51","15.84","28.28","0.08","1,084,410","544,600","-27.70%","-42.21%","2.54B","160.23M","157.89M","0.50","3.20%","16-Oct-00","8.436","2.29","2.29","6.382","3.616","1.88","6.91","2.49","1.02B","552.14M","378.74M","35.96%","43.17%","31-Dec","30-Jun-06","13.39%","28.34%","3.089","0.296","579.41M","1.89M","N/A","1.63M","2.2","705,500","15.37","17.77","15.61","2.40","7583558.00","13.22"
"BVN","22.81","25.83","32.49","1.31","606,706","455,156","4.83%","-9.68%","3.29B","127.22M","49.69M","0.42","1.60%","13-Nov-03","8.612","3.28","3.28","3.94","1.622","3.03","7.88","6.61","501.19M","628.67M","420.12M","83.18%","37.11%","31-Dec","30-Jun-06","25.95%","44.03%","2.062","0.018","206.38M","598.74K","N/A","556.82K","0.8","360,400","26.38","28.54","8.19","2.40","17059946.00","5.79"
"BVX","2.30","8.33","9.18","-1.48","143,517","198,422","252.97%","238.46%","119.47M","14.34M","13.58M","N/A","N/A","N/A","0.799","0.106","0.106","1.644","0.132","10.54","78.58","5.21","23.16M","2.38M","1.84M","7.94%","8.68%","31-Dec","30-Jun-06","9.28%","17.75%","4.645","0.016","1.89M","207.42K","1.50%","202.80K","3.4","95,500","6.92","7.40","6.94","2.40","1957668.00","4.54"
"BW","14.52","33.08","34.64","3.82","394,694","363,978","120.83%","106.32%","656.67M","19.85M","17.73M","N/A","N/A","N/A","12.126","1.03","1.03","32.65","0.634","2.74","31.96","1.05","631.04M","44.75M","20.20M","3.20%","3.44%","31-Dec","30-Jun-06","3.23%","8.99%","2.619","0.334","12.59M","1.82M","9.30%","1.93M","4.4","316,300","33.59","35.42","5.45","2.40","12888483.00","3.05"
"BWA","50.46","58.25","67.47","1.26","454,826","406,500","2.16%","-12.35%","3.34B","57.38M","56.98M","0.64","1.00%","18-May-04","32.139999","4.46","4.46","77.452","2.241","1.91","13.06","0.80","4.42B","669.00M","257.60M","5.82%","8.71%","31-Dec","30-Jun-06","6.23%","15.12%","1.193","0.372","128.60M","3.52M","6.20%","3.47M","6","1,051,200","57.17","57.80","1.10","2.40","36211478.00","-1.30"
"BWC","14.35","16.45","17.15","0","116,280","148,322","N/A","none","854.07M","51.92M","N/A","1.37","8.30%","N/A","16.865999","N/A","N/A","N/A","0.627","0.98","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30-Apr-06","N/A","N/A","N/A","N/A","32.56M","48.07K","N/A","38.46K","0.4","88,000","16.53","16.98","2.72","2.40","2296017.00","0.32"
"BWEB","0.29","0.33","0.95","5.32","52,275.5","75,766.7","-23.26%","-37.77%","13.61M","41.25M","31.17M","N/A","N/A","N/A","0.131","-0.06","-0.06","0.154","0.15","2.52","N/A","2.15","6.33M","-2.26M","-2.49M","-39.31%","-41.60%","31-Dec","30-Jun-06","-15.94%","-38.56%","2.891","N/A","6.17M","6.48K","N/A","65","0.1","53,470","0.32","0.26","-18.75","2.40","22550.40","-21.15"
"BWINB","22.70","25.64","26.89","1.01","10,235.8","8,677.78","2.56%","-11.95%","387.34M","15.11M","8.25M","1.00","3.90%","04-Mar-03","22.527","2.12","2.12","15.261","8.675","1.14","12.08","1.72","226.42M","47.72M","31.66M","13.98%","20.26%","31-Dec","30-Jun-06","3.36%","9.36%","4.311","N/A","131.06M","283.69K","3.10%","293.17K","24.7","9,031","25.56","26.71","4.50","2.40","1257756.48","2.10"
"BWLD","27.00","50.32","52.00","0.66","146,057","381,467","79.33%","64.82%","431.64M","8.58M","7.07M","N/A","N/A","N/A","12.001","1.38","1.38","29.702","6.448","4.16","36.49","1.81","253.82M","33.07M","12.09M","4.76%","7.15%","25-Dec","24-Sep-06","8.65%","11.93%","2.766","N/A","56.59M","1.44M","19.30%","1.35M","14","702,347","51.85","53.39","2.97","2.40","18724849.75","0.57"
"BWN","none","9.84","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","3,800","9.92","9.95","0.30","2.40","0.00","-2.10"
"BWNG","5.65","14.83","16.44","5.69","2,659,690","9,120,500","137.66%","123.15%","1.30B","87.76M","77.52M","N/A","N/A","08-Oct-04","5.33","-1.07","-1.07","11.371","4.006","2.84","N/A","1.50","886.95M","1.02M","-83.27M","-9.39%","-8.83%","31-Dec","30-Jun-06","-6.24%","-18.94%","3.219","0.433","351.60M","5.54M","7.50%","6.07M","4.5","2,099,241","15.04","15.15","0.73","2.40","22677176.64","-1.67"
"BWP","17.58","27.40","29.00","0","69,475.8","40,344.4","N/A","none","2.78B","101.35M","14.93M","1.60","5.90%","N/A","10.256","1.13","1.13","5.87","0.571","2.65","24.33","4.63","594.93M","296.94M","114.08M","25.38%","37.40%","31-Dec","30-Jun-06","5.84%","15.34%","0.996","1.06","57.84M","455.14K","0.70%","473.40K","8.1","32,400","28.88","29.85","3.36","2.40","1521976.00","0.96"
"BWR","none","9.90","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","2,300","9.90","9.83","-0.71","2.40","5940.00","-3.11"
"BWS","20.10","38.78","40.50","2.64","211,348","187,156","85.37%","70.86%","1.11B","28.61M","25.13M","0.32","0.80%","04-Apr-06","16.653999","2.03","2.03","85.758","1.083","2.39","19.11","0.48","2.37B","165.37M","58.36M","2.46%","5.02%","28-Jan","29-Jul-06","7.07%","13.45%","1.69","0.427","31.00M","1.34M","4.80%","1.26M","4.8","123,200","37.98","47.44","24.91","2.40","7751718.00","22.51"
"BWTR","6.88","8.27","17.50","0","114,015","102,622","N/A","none","161.90M","19.58M","14.01M","N/A","N/A","N/A","4.5","-0.10","-0.10","1.59","3.387","1.86","N/A","9.07","18.02M","3.43M","-1.12M","-6.23%","8.03%","31-Dec","30-Jun-06","N/A","N/A","12.714","0.023","66.31M","1.88M","12.70%","1.13M","16.8","72,143","8.19","7.00","-14.53","2.40","373054.50","-16.93"
"BXA","none","9.66","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","14,400","9.62","9.74","1.25","2.40","234728.00","-1.15"
"BXC","8.80","10.94","16.95","1.43","199,485","194,322","-9.59%","-24.10%","336.93M","30.80M","28.94M","0.50","4.60%","N/A","6.49","1.56","1.56","182.346","0.881","1.69","7.01","0.06","5.54B","149.81M","47.84M","0.86%","2.34%","31-Dec","01-Jul-06","6.30%","26.59%","2.072","3.681","27.15M","1.42M","4.90%","1.67M","8.2","194,200","10.12","10.81","6.82","2.40","3872924.00","4.42"
"BXG","10.84","12.51","17.39","2.69","105,751","87,388.9","-17.48%","-31.99%","382.16M","30.55M","20.92M","N/A","N/A","N/A","10.466","1.01","1.01","21.474","1.434","1.22","12.44","0.60","654.41M","82.26M","37.04M","4.79%","9.99%","31-Dec","30-Jun-06","5.46%","12.20%","9.065","1.026","43.82M","2.05M","6.80%","2.11M","23.8","54,000","12.52","13.61","8.71","2.40","757460.00","6.31"
"BXL","23.20","27.50","37.00","-0.24","1,375.47","3,311.11","15.55%","1.04%","24.28M","883.00K","550.30K","N/A","N/A","N/A","38.764","21.336","21.336","0.866","1.614","0.71","1.29","31.87","762.57K","N/A","19.29M","2529.67%","-242.18%","31-Dec","30-Jun-06","-0.16%","77.25%","0.099","N/A","1.43M","17","N/A","0","0","10,900","27.75","30.75","10.81","2.40","2775.00","8.41"
"BXP","66.17","104.36","106.62","0.82","716,315","648,878","53.74%","39.23%","11.93B","114.30M","104.39M","2.72","2.60%","N/A","31.250999","7.73","7.73","12.937","3.241","3.36","13.50","8.24","1.46B","902.99M","852.71M","62.04%","43.57%","31-Dec","30-Jun-06","4.22%","26.17%","4.818","1.354","370.40M","3.44M","3.10%","3.36M","3.9","619,200","105.84","117.05","10.59","2.40","63821520.00","8.19"
"BXS","21.45","25.40","28.60","0.77","157,165","340,867","15.82%","1.31%","2.01B","79.12M","75.08M","0.80","3.10%","18-May-98","13.039","1.75","1.75","7.334","5.12","1.96","14.53","3.50","579.17M","N/A","138.68M","23.94%","51.25%","31-Dec","30-Sep-06","1.21%","14.06%","N/A","N/A","405.09M","1.11M","1.50%","1.25M","8.4","147,400","24.78","25.99","4.88","2.40","5397084.00","2.48"
"BXXX","9.77","12.49","14.97","1.79","8,741.94","7,788.89","-5.09%","-19.60%","156.39M","12.52M","5.12M","0.72","5.90%","14-Jun-04","3.348","0.85","0.85","12.994","4.816","3.67","14.76","0.97","158.01M","20.76M","10.51M","6.77%","11.61%","31-Dec","30-Jun-06","6.32%","39.49%","1.375","3.476","60.30M","29.69K","0.30%","31.75K","3","1,458","11.75","11.26","-4.17","2.40","182007.50","-6.57"
"BYBI","4.26","6.10","6.25","1.43","8,148.15","5,977.78","20.55%","6.04%","31.14M","5.11M","3.35M","N/A","N/A","N/A","3.284","0.10","0.10","8.715","1.226","1.86","59.22","0.73","42.92M","4.14M","508.00K","1.18%","5.53%","31-Dec","01-Jul-06","4.08%","3.18%","1.745","0.629","6.26M","4.60K","0.10%","7.18K","0.8","0","","","0.00","2.40","0.00","-2.40"
"BYD","33.10","39.43","54.72","1.37","1,308,610","1,194,700","-0.68%","-15.19%","3.40B","86.35M","42.10M","0.54","1.40%","N/A","13.118","1.42","1.42","26.435","1.961","3.03","27.71","1.45","2.36B","673.60M","129.29M","5.48%","16.06%","31-Dec","30-Jun-06","6.97%","11.64%","0.751","2.216","169.34M","4.81M","8.70%","4.52M","3.2","1,712,000","39.37","42.35","7.57","2.40","48074707.00","5.17"
"BYFC","10.02","11.00","11.50","0.07","2,019.7","2,511.11","0.09%","-14.42%","17.77M","1.62M","1.41M","0.20","1.80%","02-Dec-02","11.857","1.01","1.01","6.982","3.811","0.93","10.89","1.65","10.78M","N/A","1.65M","16.09%","31.89%","31-Dec","30-Jun-06","0.60%","9.98%","N/A","N/A","6.16M","1.82K","0.10%","2.32K","0.5","0","","","0.00","2.40","0.00","-2.40"
"BYI","none","19.88","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","447,500","19.54","19.65","0.56","2.40","4658336.00","-1.84"
"BYM","13.00","15.00","15.09","0.27","41,666.7","39,544.4","9.65%","-4.86%","393.05M","26.20M","26.20M","0.73","4.90%","N/A","15.508","1.12","1.12","1.15","0.021","0.96","13.42","12.98","30.13M","N/A","29.30M","116.15%","89.12%","31-Aug","28-Feb-06","2.65%","5.54%","3.252","N/A","545.32K","47.94K","N/A","24.55K","1.2","24,400","15.06","14.94","-0.80","2.40","402102.00","-3.20"
"BZ","8.66","13.20","13.70","0.21","8,389.39","14,500","42.55%","28.04%","96.19M","7.29M","6.04M","0.28","2.10%","09-Aug-88","11.737","0.62","0.62","24.112","0.258","1.12","21.43","0.56","173.17M","12.88M","4.56M","2.64%","3.18%","31-Dec","30-Sep-06","2.75%","5.38%","2.862","0.142","1.88M","2.18K","N/A","1.20K","0.3","7,100","12.90","12.24","-5.12","2.40","73530.00","-7.52"
"BZA","14.98","17.34","18.45","0.1","6,772.73","7,055.56","12.23%","-2.28%","58.19M","3.36M","3.35M","0.96","5.50%","N/A","16.198","1.46","1.46","1.284","0.154","1.08","11.85","13.63","4.31M","N/A","4.91M","130.04%","88.02%","31-Aug","28-Feb-06","2.78%","6.71%","4.039","N/A","517.39K","25.41K","N/A","11.10K","4.2","5,200","17.75","18.11","2.03","2.40","170400.00","-0.37"
"BZC","6.00","12.01","12.55","-0.36","19,213.8","3,028.57","89.31%","74.80%","111.12M","9.25M","5.96M","N/A","N/A","N/A","1.483","0.256","0.256","8.743","N/A","8.09","46.91","1.53","72.36M","14.40M","2.13M","2.95%","17.60%","31-Mar","01-Oct-06","10.26%","56.71%","1.796","3.29","N/A","1.60K","N/A","40.22K","0.3","1,200","12.35","12.23","-0.97","2.40","0.00","-3.37"
"BZH","35.96","43.79","82.14","2.6","1,276,160","1,190,790","-22.63%","-37.14%","1.72B","39.20M","38.22M","0.40","0.90%","23-Mar-05","41.41","10.33","10.33","133.543","0.622","1.08","4.24","0.33","5.39B","750.94M","461.31M","8.56%","13.69%","30-Sep","30-Jun-06","11.80%","31.12%","12.815","1.099","24.37M","6.67M","17.40%","6.36M","4.7","1,237,400","42.87","45.66","6.51","2.40","32208231.00","4.11"
"BZM","15.42","17.81","18.64","0.2","2,251.52","2,322.22","4.35%","-10.16%","35.96M","2.02M","1.92M","0.86","4.80%","N/A","16.056","1.063","1.063","1.247","0.255","1.11","16.75","14.35","2.52M","N/A","2.15M","102.95%","85.87%","31-Aug","28-Feb-06","2.68%","5.17%","5.226","N/A","514.16K","14.02K","N/A","9.76K","3.8","2,500","17.55","17.47","-0.46","2.40","3510.00","-2.86"
"C","44.81","50.36","51.33","0.49","13,967,700","18,118,900","9.72%","-4.79%","247.45B","4.91B","4.87B","1.96","3.90%","28-Aug-00","23.784","4.65","4.65","16.215","136.406","2.14","10.84","3.13","79.72B","N/A","21.03B","29.28%","48.03%","31-Dec","30-Sep-06","1.31%","18.36%","N/A","N/A","670.26B","31.07M","0.60%","27.99M","2.2","16,868,200","50.09","49.59","-1.00","2.40","1027716566.00","-3.40"
"CA","18.97","24.51","29.71","1.35","2,340,790","2,210,440","-11.96%","-26.47%","13.91B","567.68M","439.90M","0.16","0.60%","28-Nov-97","8.063","0.17","0.17","6.638","2.681","3.06","145.03","3.66","3.83B","844.00M","94.00M","2.54%","5.57%","31-Mar","30-Jun-06","1.64%","1.98%","0.771","0.396","1.52B","19.26M","4.40%","16.57M","8.3","1,694,800","24.70","21.70","-12.15","2.40","46999160.00","-14.55"
"CAA","7.01","10.55","18.99","0.23","3,945.45","144.444","27.88%","13.37%","4.02M","381.00K","251.88K","N/A","N/A","14-May-01","18.646999","-1.688","-1.688","4.582","2.824","0.57","N/A","2.25","1.79M","N/A","-658.86K","-36.83%","-23.76%","31-Dec","30-Jun-06","-2.29%","-5.09%","0.571","1.028","1.08M","912","0.30%","1.10K","1.7","100","","","0.00","2.40","0.00","-2.40"
"CAAS","4.30","8.14","15.10","7.97","132,479","155,856","87.13%","72.62%","189.45M","23.27M","1.72M","N/A","N/A","N/A","1.905","0.17","0.17","3.449","0.85","4.17","49.04","2.35","78.54M","16.50M","3.79M","4.83%","13.43%","31-Dec","30-Jun-06","5.33%","9.74%","1.352","0.7","19.79M","458.29K","18.90%","408.45K","2.8","444,109","7.73","10.60","37.13","2.40","647256.09","34.73"
"CAB","15.34","25.02","26.00","1.39","264,482","281,567","52.65%","38.14%","1.83B","73.31M","47.24M","N/A","N/A","N/A","10.132","1.15","1.15","29.221","1.646","2.50","21.78","0.98","1.90B","165.91M","76.22M","4.02%","6.53%","31-Dec","01-Jul-06","5.57%","12.27%","1.77","0.54","120.66M","5.27M","10.50%","5.58M","20.5","164,100","22.88","24.22","5.86","2.40","18365776.00","3.46"
"CAC","32.25","44.55","45.10","1.44","12,277.3","7,966.67","31.03%","16.52%","294.70M","6.62M","5.61M","0.88","2.00%","07-Dec-98","14.559","2.869","2.869","8.819","5.115","3.07","15.53","4.54","65.25M","N/A","21.28M","32.61%","64.14%","31-Dec","30-Jun-06","1.27%","19.10%","N/A","N/A","33.84M","229.26K","4.20%","249.32K","18.4","3,700","42.90","44.91","4.69","2.40","424710.00","2.29"
"CACB","21.73","35.95","39.61","0.97","134,947","132,378","60.56%","46.05%","813.51M","22.63M","21.78M","0.36","1.00%","12-Apr-04","10.758","1.62","1.62","5.099","2.884","3.39","22.22","8.33","99.10M","N/A","32.28M","32.57%","75.20%","31-Dec","30-Sep-06","N/A","N/A","N/A","N/A","65.27M","2.22M","12.90%","1.75M","13.9","84,281","35.51","30.17","-15.04","2.40","4009469.61","-17.44"
"CACC","14.50","33.37","34.59","0.63","49,560.6","29,466.7","122.47%","107.96%","1.11B","33.37M","7.58M","N/A","N/A","21-Dec-94","9.046","1.96","1.96","5.278","0.013","3.79","17.03","6.06","188.96M","N/A","70.97M","39.50%","58.31%","31-Dec","30-Jun-06","11.05%","22.31%","3.798","0.812","436.00K","718.59K","7.50%","695.96K","15.9","32,704","32.36","32.77","1.27","2.40","1443094.20","-1.13"
"CACH","15.00","21.48","22.50","1.96","148,753","200,478","36.73%","22.22%","339.19M","15.79M","11.63M","N/A","N/A","21-Jun-04","6.536","0.74","0.74","17.257","3.547","3.33","29.11","1.26","272.08M","33.74M","12.03M","4.42%","8.29%","31-Dec","01-Jul-06","10.49%","12.47%","3.615","N/A","56.00M","633.15K","5.00%","614.07K","2.9","168,803","21.37","24.56","14.93","2.40","6370760.29","12.53"
"CACS","4.15","7.14","9.34","5.56","318,245","190,967","68.00%","53.49%","243.07M","34.04M","20.86M","N/A","N/A","N/A","4.649","-0.03","-0.03","2.594","3.351","1.55","N/A","2.76","88.82M","-258.00K","-1.01M","-1.14%","-5.77%","31-Dec","30-Jun-06","-1.39%","-0.63%","8.138","N/A","114.08M","1.52M","5.00%","1.47M","4.5","138,704","6.18","6.25","1.13","2.40","1488613.68","-1.27"
"CADA","16.22","22.99","24.99","0","3,850","3,766.67","34.37%","19.86%","90.83M","3.95M","2.91M","0.60","2.60%","N/A","6.077","0.62","0.62","6.926","5.768","3.77","37.14","3.37","26.85M","4.00M","2.56M","9.55%","11.78%","30-Sep","30-Jun-06","7.70%","11.14%","7.106","N/A","22.79M","2.05K","0.10%","2.64K","0.8","1,300","22.34","23.01","3.00","2.40","39966.26","0.60"
"CAE","35.20","50.99","53.96","1.8","74,277.3","59,366.7","9.07%","-5.44%","642.58M","12.60M","9.21M","0.60","1.10%","16-Mar-95","22.642","3.23","3.23","36.658","5.226","2.31","15.78","1.44","458.17M","81.32M","42.05M","9.18%","14.11%","31-Jan","31-Jul-06","11.44%","16.13%","3.456","0.103","65.85M","473.61K","4.10%","510.13K","5.2","39,600","48.79","52.33","7.26","2.40","3059133.00","4.86"
"CAFI","13.01","14.00","14.75","0.34","7,681.82","4,344.44","-4.37%","-18.88%","104.83M","7.49M","6.88M","0.60","4.20%","08-Jul-99","12.032","1.06","1.06","4.686","4.398","1.18","13.27","2.98","35.52M","N/A","8.00M","22.53%","43.57%","31-Dec","30-Jun-06","0.75%","8.85%","N/A","N/A","32.94M","7.55K","0.10%","3.76K","0.8","3,474","13.80","12.85","-6.88","2.40","15249.00","-9.28"
"CAG","18.85","25.95","26.10","0.81","2,446,630","4,022,940","11.04%","-3.47%","13.22B","509.54M","498.18M","0.72","2.80%","02-Oct-97","9.243","0.68","0.68","22.464","1.365","2.78","38.05","1.13","11.59B","1.42B","385.40M","3.05%","9.77%","28-May","27-Aug-06","5.46%","7.95%","1.68","0.761","695.30M","10.10M","2.00%","13.63M","3.6","3,653,000","25.96","25.70","-1.00","2.40","139132620.00","-3.40"
"CAH","60.15","64.47","75.74","1.51","1,362,480","1,294,730","2.91%","-11.60%","26.14B","405.52M","400.08M","0.36","0.60%","23-Apr-01","20.669001","2.33","2.33","193.171","4.486","3.16","27.62","0.33","81.36B","2.71B","1.24B","1.23%","2.56%","30-June","30-Jun-06","6.41%","14.57%","1.299","0.333","1.82B","2.52M","0.60%","3.50M","1.4","1,690,600","64.09","64.62","0.83","2.40","199371172.00","-1.57"
"CAI","47.26","58.15","68.24","1.03","333,330","243,267","7.71%","-6.80%","1.78B","30.64M","30.41M","N/A","N/A","07-Dec-01","24.343","2.72","2.72","58.043","0.805","2.39","21.36","1.02","1.76B","199.21M","84.84M","4.83%","8.56%","30-June","30-Jun-06","8.05%","12.42%","2.128","0.494","24.65M","2.32M","7.60%","2.43M","7.5","439,200","57.35","59.84","4.34","2.40","16000650.00","1.94"
"CAJ","34.38","54.56","56.50","0.78","255,394","204,711","57.75%","43.24%","72.75B","1.33B","1.23B","0.77","1.40%","28-Aug-06","17.389999","2.68","2.68","25.07","6.75","3.24","20.36","2.26","33.37B","7.51B","3.57B","10.71%","16.49%","31-Dec","30-Jun-06","10.51%","16.50%","2.481","0.011","9.00B","629.30K","N/A","748.85K","2.6","261,800","53.54","52.63","-1.70","2.40","11082780.00","-4.10"
"CAKE","21.65","28.10","39.28","1.43","1,337,530","1,641,920","-16.77%","-31.28%","2.22B","79.09M","74.96M","N/A","N/A","09-Dec-04","8.569","1.09","1.09","15.471","1.734","3.31","25.69","1.85","1.22B","178.30M","87.86M","7.23%","10.43%","3-Jan","04-Apr-06","9.48%","14.15%","1.824","N/A","137.10M","9.75M","13.00%","7.56M","6.7","994,828","27.68","27.70","0.07","2.40","22310439.84","-2.33"
"CAL","11.89","36.31","37.06","2.39","4,476,540","6,375,870","200.33%","185.82%","3.27B","90.10M","89.91M","N/A","N/A","17-Jul-96","7.831","3.32","3.32","148.29","27.735","4.67","10.94","0.26","12.82B","884.00M","353.00M","2.55%","2.97%","31-Dec","30-Sep-06","2.80%","84.15%","1.004","7.81","2.50B","18.95M","21.10%","19.94M","4.5","3,085,400","36.06","40.64","12.70","2.40","135383664.00","10.30"
"CALC","17.51","19.70","40.10","-0.57","33,421.2","43,666.7","-43.78%","-58.29%","200.39M","10.17M","7.63M","N/A","N/A","N/A","24.605","2.60","2.60","16.333","1.75","0.79","7.57","1.18","166.60M","N/A","26.80M","16.09%","28.09%","31-Dec","30-Jun-06","9.16%","11.32%","4.347","0.195","17.80M","611.79K","6.50%","663.09K","12.7","48,844","18.52","20.69","11.72","2.40","1016970.24","9.32"
"CALD","3.75","5.31","5.80","2.58","58,400","245,989","24.65%","10.14%","146.98M","27.68M","27.41M","N/A","N/A","N/A","2.026","-0.38","-0.38","2.574","1.922","2.65","N/A","2.16","69.29M","-7.83M","-10.44M","-14.88%","-18.39%","31-Dec","30-Sep-06","-7.89%","-18.06%","3.756","N/A","53.21M","12.65K","N/A","19.74K","0.5","1,340,134","5.82","6.65","14.26","2.40","1345060.20","11.86"
"CALL","2.51","2.70","5.25","3.81","42,280.3","24,366.7","-28.95%","-43.46%","56.17M","20.80M","8.82M","N/A","N/A","N/A","3.109","-0.10","-0.10","1.775","2.93","0.87","N/A","1.55","36.59M","1.59M","-1.98M","-5.42%","2.22%","30-June","30-Jun-06","0.74%","-3.07%","23.216","N/A","60.95M","271.05K","2.10%","278.71K","8.6","19,543","2.64","2.75","4.17","2.40","58821.84","1.77"
"CALM","5.75","6.68","7.90","4.48","46,478.8","38,300","10.60%","-3.91%","156.99M","23.50M","10.60M","0.05","0.70%","26-Apr-04","4.855","0.07","0.07","21.835","1.137","1.38","94.08","0.31","513.11M","29.25M","1.66M","0.32%","1.64%","3-June","02-Sep-06","1.69%","1.46%","1.675","0.896","26.72M","298.80K","1.90%","270.19K","8.4","22,899","6.86","8.30","20.99","2.40","102159.12","18.59"
"CALP","3.95","5.17","7.49","1.11","121,818","125,756","-21.55%","-36.06%","176.82M","34.20M","23.75M","N/A","N/A","N/A","3.398","-0.36","-0.36","2.888","0.695","1.53","N/A","1.87","94.90M","-2.70M","-11.85M","-12.49%","-14.63%","31-Dec","30-Jun-06","-4.57%","-10.75%","2.244","0.003","23.76M","266.34K","0.80%","243.48K","2.2","101,021","5.15","5.63","9.32","2.40","2190475.25","6.92"
"CAM","34.65","50.93","56.09","0.62","2,148,220","2,108,940","42.66%","28.15%","5.68B","111.59M","109.92M","N/A","N/A","16-Dec-05","14.27","2.02","2.02","26.837","5.944","3.62","25.26","1.88","3.06B","486.42M","235.91M","7.70%","12.71%","31-Dec","30-Jun-06","7.86%","16.06%","1.77","0.597","663.29M","5.26M","4.80%","4.53M","2","1,336,600","49.88","54.32","8.90","2.40","152622824.00","6.50"
"CAMD","3.47","4.50","9.80","3.85","194,215","243,889","-48.98%","-63.49%","103.54M","23.01M","21.74M","N/A","N/A","N/A","2.755","0.30","0.30","3.155","2.11","1.63","15.20","1.44","71.82M","6.38M","6.83M","9.52%","6.92%","31-Mar","30-Sep-06","4.41%","12.08%","4.634","0.001","48.56M","165.84K","0.70%","225.88K","0.7","150,891","4.35","4.59","5.52","2.40","1061021.55","3.12"
"CAMP","5.44","6.73","13.90","6.5","199,194","160,311","-37.69%","-52.20%","157.39M","23.39M","23.28M","N/A","N/A","25-Mar-96","6.325","-1.04","-1.04","9.423","1.09","1.09","N/A","0.75","216.50M","26.56M","-23.91M","-11.05%","9.38%","28-Feb","31-Aug-06","6.45%","-15.34%","3.466","0.257","25.49M","896.41K","3.90%","895.04K","7","88,629","6.65","7.21","8.42","2.40","1087780.40","6.02"
"CAMT","2.60","6.58","8.40","2.88","62,036.4","76,877.8","131.69%","117.18%","196.45M","29.86M","10.56M","N/A","N/A","N/A","2.596","0.46","0.46","3.235","0.951","2.58","14.27","2.23","89.88M","14.08M","13.21M","14.69%","14.98%","31-Dec","30-Jun-06","9.62%","20.88%","3.564","0.065","28.39M","49.72K","N/A","82.17K","0.9","68,875","6.50","5.70","-12.31","2.40","234819.00","-14.71"
"CANI","4.24","6.94","7.29","2.83","68,083.3","70,988.9","24.37%","9.86%","177.61M","25.59M","22.10M","N/A","N/A","N/A","2.319","0.06","0.06","4.787","1.31","3.04","117.63","1.58","114.51M","12.62M","1.44M","1.26%","1.04%","31-Jan","31-Jul-06","1.54%","2.53%","1.709","N/A","33.51M","73.81K","0.40%","109.84K","1.1","51,698","7.41","7.27","-1.89","2.40","812980.74","-4.29"
"CAO","10.62","15.60","16.84","2.1","495,939","344,533","8.03%","-6.48%","683.48M","43.81M","43.35M","N/A","N/A","N/A","5.105","0.63","0.63","35.613","0.44","3.10","24.96","0.43","1.59B","119.85M","28.19M","1.77%","5.37%","30-Jan","30-Oct-05","5.22%","12.83%","2.083","1.767","19.29M","2.00M","4.60%","2.21M","2.9","274,400","15.37","16.65","8.33","2.40","8318244.00","5.93"
"CAPA","3.52","5.78","5.95","1.37","205,373","252,633","59.23%","44.72%","162.61M","28.13M","24.71M","N/A","N/A","11-Jan-00","3.469","-0.02","-0.02","3.123","0.982","1.69","N/A","1.86","88.62M","5.33M","-587.00K","-0.61%","-1.95%","31-Dec","30-Jun-06","-0.74%","-0.60%","1.718","N/A","27.63M","97.41K","0.40%","99.27K","0.5","73,459","5.87","7.30","24.36","2.40","614606.61","21.96"
"CAPB","17.75","20.77","23.00","0","3,006.06","500","N/A","none","61.65M","2.97M","2.35M","0.24","1.20%","N/A","13.387","1.02","1.02","6.515","4.811","1.55","20.40","3.60","17.11M","N/A","2.72M","15.90%","38.00%","31-Dec","30-Jun-06","0.67%","8.25%","N/A","N/A","14.28M","987","N/A","734","0.2","0","","","0.00","2.40","0.00","-2.40"
