"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"ACET","5.93","8.34","9.25","3.51","45,853.8","27,475","37.56%","25.44%","202.55M","24.29M","22.44M","0.15","1.80%","11-Jan-05","4.865","0.40","0.40","12.234","1.713","1.69","21.06","0.67","296.86M","14.91M","9.73M","3.28%","4.49%","30-June","30-Sep-06","5.15%","8.53%","3.773","0.004","41.61M","27.42K","0.10%","45.40K","0.5","45,582","8.28","8.64","4.35","1.55","351866.88","2.80"
"ACF","21.68","24.59","31.70","2.18","2,126,710","1,694,550","0.95%","-11.17%","2.84B","115.51M","113.78M","N/A","N/A","01-Oct-98","14.982","2.28","2.28","6.764","7.279","1.70","10.78","3.36","875.75M","N/A","326.39M","37.27%","60.43%","30-June","30-Sep-06","2.50%","17.58%","13.316","7.43","840.77M","17.72M","15.60%","15.44M","7.8","1,931,200","23.03","25.17","9.29","1.55","101384969.00","7.75"
"ACFC","14.00","17.76","18.40","1.64","15,609.2","5,200","24.14%","12.02%","245.35M","13.82M","4.72M","0.44","2.40%","N/A","6.59","0.39","0.39","2.111","2.268","2.74","45.42","8.72","28.60M","N/A","5.33M","18.62%","41.30%","31-Dec","30-Sep-06","0.70%","5.65%","N/A","N/A","31.34M","81.58K","0.60%","88.03K","3.2","2,430","18.07","18.23","0.89","1.55","216424.39","-0.66"
"ACG","7.31","8.14","8.50","0.18","365,638","383,738","-1.58%","-13.70%","1.87B","229.44M","0","0.60","7.40%","N/A","7.92","0.18","0.18","0.86","0.133","1.02","46.51","9.44","197.20M","N/A","40.15M","20.36%","92.79%","31-Dec","30-Jun-06","3.59%","2.15%","0.158","0.561","30.63M","109.05K","N/A","91.85K","0.3","624,800","8.25","8.14","-1.33","1.55","4410450.00","-2.88"
"ACGL","51.13","70.15","70.29","1.32","228,266","145,500","27.96%","15.84%","5.20B","74.12M","63.00M","N/A","N/A","N/A","45.214001","7.30","7.30","52.419","14.508","1.55","9.61","1.54","3.37B","N/A","554.17M","16.87%","19.16%","31-Dec","30-Sep-06","3.26%","19.95%","2.242","0.09","1.08B","115.12K","0.20%","142.87K","0.5","372,509","66.83","67.61","1.17","1.55","16668604.94","-0.38"
"ACGY","9.91","20.35","20.76","2.3","412,940","316,200","93.76%","81.64%","3.93B","193.10M","113.87M","N/A","N/A","N/A","3.386","1.35","1.35","10.265","1.685","6.05","15.03","2.00","1.97B","331.02M","200.70M","13.57%","11.48%","30-Nov","31-Aug-06","12.33%","39.52%","1.013","0.015","325.30M","374.27K","N/A","411.48K","0.9","450,302","19.70","19.08","-3.15","1.55","8993187.90","-4.69"
"ACH","15.53","19.92","27.90","3.5","369,614","426,638","16.62%","4.50%","2.32B","116.50M","48.89M","3.04","15.20%","11-Oct-06","45.200001","11.90","11.90","53.3","13.25","0.44","1.67","0.39","5.94B","2.22B","1.33B","22.33%","31.16%","31-Dec","30-Jun-06","14.79%","29.52%","1.472","0.374","1.54B","335.99K","N/A","313.89K","1.2","461,200","19.92","23.50","17.97","1.55","0.00","16.43"
"ACHN","N/A","13.77","N/A","0","N/A","N/A","N/A","none","213.75M","15.52M","N/A","N/A","N/A","N/A","-220.130005","-2.91","-2.91","1.015","0.931","N/A","N/A","31.57","6.88M","-16.93M","-19.72M","-263.02%","-258.54%","31-Dec","30-Sep-06","N/A","N/A","1.776","3.345","14.46M","N/A","N/A","N/A","N/A","5,755","15.25","16.11","5.64","1.55","830423.50","4.09"
"ACI","25.85","34.11","56.45","1.09","3,650,670","2,516,210","-10.59%","-22.71%","4.84B","142.00M","140.94M","0.24","0.70%","16-May-06","9.268","1.27","1.27","17.933","0.2","3.70","26.90","1.95","2.50B","404.56M","180.00M","7.61%","7.32%","31-Dec","30-Sep-06","3.57%","15.26%","1.062","0.844","28.34M","10.74M","7.60%","9.06M","2.5","2,569,500","35.31","30.03","-14.95","1.55","135576276.00","-16.50"
"ACL","90.85","107.90","148.70","-0.03","430,820","617,912","-27.55%","-39.67%","32.62B","302.29M","75.18M","1.36","1.30%","N/A","8.931","3.40","3.40","15.481","5.359","11.97","31.76","6.84","4.73B","1.89B","1.05B","22.30%","32.31%","31-Dec","30-Sep-06","19.00%","40.08%","1.647","0.353","1.62B","1.72M","N/A","1.74M","4.4","491,300","108.74","111.77","2.79","1.55","39266014.00","1.24"
"ACLI","28.26","68.24","73.32","0.58","432,974","273,688","143.40%","131.28%","2.11B","30.88M","23.87M","N/A","N/A","N/A","10.313","2.12","2.12","31.154","0.075","6.81","32.23","2.34","928.66M","181.13M","63.68M","7.09%","14.11%","31-Dec","30-Sep-06","11.95%","30.17%","1.637","0.609","2.33M","4.34M","17.30%","4.24M","8.5","176,203","69.42","65.51","-5.63","1.55","23478885.30","-7.18"
"ACLS","4.55","6.54","8.20","2.56","1,223,610","941,288","43.04%","30.92%","662.48M","101.30M","93.25M","N/A","N/A","N/A","4.553","0.24","0.24","4.276","1.797","1.49","27.71","1.59","431.32M","51.74M","23.87M","5.54%","3.25%","31-Dec","30-Sep-06","2.72%","5.36%","2.419","0.327","181.99M","6.64M","6.60%","6.44M","4.9","748,699","6.40","5.83","-8.91","1.55","6684166.40","-10.45"
"ACME","3.50","5.18","5.99","2.39","11,512.3","11,537.5","30.89%","18.77%","83.12M","16.05M","11.59M","N/A","N/A","N/A","3.55","-0.51","-0.51","2.598","0.088","1.46","N/A","1.99","41.69M","8.51M","-15.21M","-19.63%","-13.80%","31-Dec","30-Sep-06","-2.34%","-24.97%","0.604","0.657","1.42M","18.52K","0.10%","29.59K","3","1,625","","","0.00","1.55","0.00","-1.55"
"ACMR","12.55","21.44","23.54","1.34","256,812","443,125","47.32%","35.20%","429.14M","20.02M","15.70M","N/A","N/A","01-Aug-02","9.918","0.33","0.33","29.19","1.11","2.21","65.97","0.76","579.64M","27.75M","6.57M","1.13%","2.36%","31-Dec","30-Sep-06","3.33%","3.41%","3.655","0.125","22.22M","2.54M","14.60%","2.75M","12.7","182,142","21.81","21.67","-0.64","1.55","17779141.23","-2.19"
"ACN","25.68","33.32","35.17","1.58","2,222,240","2,063,560","23.01%","10.89%","19.47B","584.36M","554.32M","0.35","1.00%","N/A","3.263","1.59","1.59","30.943","5.852","10.52","20.97","1.10","18.23B","2.11B","973.33M","5.34%","9.84%","31-Aug","31-Aug-06","12.20%","54.21%","1.264","0.027","3.42B","3.94M","0.70%","3.95M","1.5","2,561,400","33.81","36.93","9.23","1.55","42654696.00","7.68"
"ACO","18.54","27.29","33.50","2.34","191,566","108,888","35.42%","23.30%","816.63M","29.92M","15.40M","0.56","2.00%","02-Dec-97","9.429","1.51","1.51","19.783","0.512","2.94","18.06","1.40","590.24M","77.67M","46.04M","7.90%","8.93%","31-Dec","30-Sep-06","8.99%","17.52%","3.166","0.213","15.32M","2.60M","10.40%","2.79M","13.3","132,900","27.81","27.74","-0.25","1.55","3339981.00","-1.80"
"ACOR","2.20","19.23","20.60","0","3,147,970","1,636,490","N/A","none","442.69M","23.02M","19.33M","N/A","N/A","N/A","-0.428","-5.46","-5.46","1.772","0.798","N/A","N/A","20.61","22.34M","-22.66M","-69.25M","-118.94%","-106.66%","31-Dec","30-Sep-06","-46.29%","N/A","1.198","N/A","18.36M","1.73M","7.80%","80.25K","0.3","503,920","18.65","15.84","-15.07","1.55","7147948.20","-16.61"
"ACP","31.20","73.75","72.99","2.29","18,121.5","26,137.5","113.32%","101.20%","4.56B","61.86M","6.20M","0.40","0.60%","N/A","27.472","4.53","4.53","30.158","21.306","2.62","16.30","2.38","1.87B","157.72M","-18.09M","15.31%","-1.66%","31-Dec","30-Sep-06","-0.40%","-0.74%","3.922","0.664","1.32B","35.37K","N/A","29.44K","1.8","28,500","80.40","85.73","6.63","1.55","4832040.00","5.08"
"ACPW","1.76","2.63","5.91","2.17","257,077","119,800","-17.06%","-29.18%","131.41M","49.97M","39.40M","N/A","N/A","N/A","0.852","-0.48","-0.48","0.444","0.492","3.31","N/A","6.43","21.92M","-19.63M","-23.67M","-107.98%","-110.19%","31-Dec","30-Sep-06","-23.32%","-45.92%","5.531","N/A","24.61M","1.51M","3.50%","2.21M","2.8","82,387","2.68","2.62","-2.24","1.55","235338.84","-3.78"
"ACS","46.50","50.25","63.66","1.2","581,811","452,138","-8.54%","-20.66%","5.94B","118.13M","109.76M","N/A","N/A","25-Feb-02","21.069","2.90","2.90","43.456","0.854","2.41","17.35","1.12","5.35B","876.36M","362.10M","6.76%","10.96%","30-June","30-Jun-06","7.08%","13.59%","1.853","0.658","100.84M","2.27M","2.00%","2.28M","4.4","1,946,700","50.37","48.84","-3.04","1.55","23240718.00","-4.58"
"ACSEF","3.20","4.10","11.00","1.56","8,889.23","5,387.5","-10.79%","-22.91%","13.49M","3.29M","1.85M","N/A","N/A","N/A","3.876","0.47","0.47","4.163","1.398","1.04","8.72","0.99","13.46M","1.85M","1.74M","12.93%","11.25%","31-Dec","30-Sep-06","6.76%","15.15%","4.373","N/A","4.60M","7.38K","N/A","6.14K","0.9","9,800","4.70","4.08","-13.19","1.55","17187.90","-14.74"
"ACTG","6.45","14.35","15.58","1.93","198,508","196,212","119.18%","107.06%","402.09M","28.02M","27.52M","N/A","N/A","N/A","2.239","-0.13","-0.13","1.302","1.641","6.69","N/A","11.73","35.76M","3.99M","-3.41M","-9.63%","-12.77%","31-Dec","30-Sep-06","-1.29%","-5.45%","7.817","N/A","45.97M","1.13M","2.80%","1.23M","4.9","254,487","13.79","13.38","-2.97","1.55","2007920.53","-4.52"
"ACTI","3.25","5.15","5.69","1.55","258,152","162,462","47.89%","35.77%","234.83M","45.60M","42.58M","N/A","N/A","N/A","3.689","-0.72","-0.72","1.002","3.006","1.42","N/A","5.33","44.92M","-25.86M","-32.24M","-71.77%","-74.60%","30-Sep","30-Jun-06","-9.48%","-17.98%","7.218","N/A","137.05M","67.63K","0.20%","115.50K","0.5","114,152","5.08","5.07","-0.20","1.55","574868.04","-1.74"
"ACTL","12.40","17.99","19.36","2.65","155,480","212,850","29.19%","17.07%","472.80M","26.28M","26.10M","N/A","N/A","N/A","10.923","0.17","0.17","7.215","5.626","1.70","103.39","2.62","186.39M","20.04M","4.65M","2.49%","1.13%","1-Jan","01-Oct-06","N/A","N/A","N/A","N/A","147.86M","1.71M","6.60%","1.71M","13.3","187,169","17.97","18.16","1.06","1.55","2928229.47","-0.49"
"ACTS","6.55","9.05","12.24","0","373,202","564,875","N/A","none","778.30M","86.00M","68.50M","N/A","N/A","N/A","2.174","0.86","0.86","1.891","3.04","4.31","10.49","5.02","160.72M","78.97M","73.39M","45.66%","48.28%","31-Dec","30-Sep-06","25.50%","58.05%","2.694","0.414","261.46M","1.50M","N/A","1.04M","3.1","412,243","8.86","8.30","-6.32","1.55","2306931.36","-7.87"
"ACTU","2.80","5.25","5.79","2.02","326,971","313,162","55.71%","43.59%","316.23M","60.23M","56.34M","N/A","N/A","15-Aug-00","1.075","0.12","0.12","2.035","0.789","5.07","44.12","2.68","122.61M","18.91M","7.76M","6.33%","8.89%","31-Dec","30-Sep-06","8.75%","13.38%","1.676","N/A","47.50M","2.68M","4.70%","3.02M","10","472,856","5.40","5.94","10.00","1.55","3090582.00","8.45"
"ACU","12.14","14.20","16.10","0.88","7,016.92","5,862.5","-0.34%","-12.46%","49.64M","3.50M","2.29M","0.12","0.80%","N/A","5.065","1.14","1.14","16.004","0.816","2.85","12.41","0.90","55.83M","8.44M","4.26M","7.64%","13.22%","31-Dec","30-Sep-06","14.18%","26.91%","4.436","0.685","2.85M","1.05K","N/A","505","0.1","3,500","14.09","14.41","2.27","1.55","33816.00","0.73"
"ACUS","2.10","3.11","7.29","1.34","108,485","106,025","-37.40%","-49.52%","89.66M","28.83M","25.40M","N/A","N/A","N/A","1.615","-2.48","-2.48","0.078","1.652","1.94","N/A","45.75","1.97M","-45.53M","-63.11M","N/A","-2909.33%","31-Dec","30-Sep-06","-37.16%","-106.04%","2.117","0.496","47.62M","1.64M","6.10%","1.68M","18.6","79,407","2.85","2.44","-14.39","1.55","502135.80","-15.93"
"ACV","19.89","20.19","52.59","0","1,041,620","3,661,820","-53.33%","-65.45%","1.88B","92.91M","78.00M","N/A","N/A","23-Feb-04","18.618999","2.20","2.20","40.811","3.293","1.11","9.19","0.51","3.77B","453.96M","205.32M","5.44%","9.84%","30-Sep","30-Sep-06","9.91%","12.59%","2.418","0.071","305.95M","812.36K","1.00%","1.01M","1.3","2,896,600","20.51","21.45","4.58","1.55","26176913.00","3.04"
"ACW","9.85","11.11","13.49","-0.14","132,545","161,075","-8.62%","-20.74%","384.02M","34.57M","22.54M","N/A","N/A","N/A","7.036","1.92","1.92","39.958","2.508","1.61","5.80","0.29","1.36B","211.37M","65.69M","4.83%","11.40%","31-Dec","30-Sep-06","7.85%","31.61%","1.914","2.714","86.68M","2.13M","6.30%","2.43M","20.4","148,000","11.25","11.26","0.09","1.55","2831625.00","-1.46"
"ACXM","21.10","24.46","26.80","0.93","664,095","221,075","13.37%","1.25%","1.90B","77.67M","71.61M","0.24","1.00%","12-Nov-96","6.023","1.01","1.01","15.901","1.182","4.12","24.24","1.40","1.38B","406.61M","89.86M","6.53%","12.41%","31-Mar","30-Sep-06","6.69%","16.60%","1.174","1.76","91.83M","1.95M","2.80%","3.07M","2","594,474","24.82","25.65","3.34","1.55","5809369.20","1.80"
"ACY","2.90","5.66","6.79","0.32","4,201.54","5,287.5","88.33%","76.21%","8.73M","1.54M","1.05M","N/A","N/A","N/A","12.571","0.30","0.30","9.446","2.103","0.45","18.80","0.60","14.58M","5.34M","464.79K","3.19%","3.71%","31-Dec","30-Sep-06","0.37%","2.42%","1.023","2.825","3.25M","1.02K","0.10%","20","1.2","300","","","0.00","1.55","0.00","-1.55"
"AD","23.26","28.75","36.85","1.96","697,255","483,975","3.87%","-8.25%","922.16M","32.08M","31.59M","0.44","1.50%","10-Nov-03","6.359","0.66","0.66","46.008","1.176","4.56","43.63","0.64","1.44B","84.14M","20.80M","1.44%","2.63%","30-Sep","30-Sep-06","5.15%","10.69%","2.024","0.608","37.72M","3.44M","11.00%","3.24M","6.5","280,700","29.75","32.60","9.58","1.55","9630075.00","8.03"
"ADAM","5.09","5.86","11.67","0.41","44,341.5","81,025","-16.16%","-28.28%","54.25M","9.26M","8.46M","N/A","N/A","N/A","2.553","0.17","0.17","1.448","0.759","2.36","35.09","4.58","12.18M","2.56M","1.66M","13.63%","13.20%","31-Dec","30-Sep-06","2.44%","8.34%","1.416","1.169","7.03M","23.23K","0.30%","13.75K","0.7","115,871","5.97","6.08","1.84","1.55","290368.86","0.30"
"ADAT","1.48","1.58","4.30","2.56","61,889.2","58,200","-23.36%","-35.48%","54.37M","34.41M","33.42M","N/A","N/A","N/A","1.524","-0.54","-0.54","0.457","1.172","1.08","N/A","3.59","15.73M","-14.89M","-18.44M","-116.81%","-115.10%","30-June","30-Sep-06","-15.05%","-30.19%","5.748","N/A","40.33M","645.66K","1.90%","751.38K","8.8","42,184","1.50","1.60","6.67","1.55","37756.50","5.12"
"ADBE","25.98","40.22","42.75","1.81","5,129,690","5,084,360","22.50%","10.38%","23.46B","583.34M","580.31M","N/A","N/A","24-May-05","8.379","0.82","0.82","4.226","3.405","4.96","49.29","10.08","2.40B","966.64M","478.82M","19.92%","25.06%","2-Dec","01-Sep-06","11.14%","13.69%","4.477","N/A","1.99B","15.17M","2.60%","16.47M","2.3","4,031,492","39.35","41.12","4.50","1.55","195440471.35","2.95"
"ADBL","6.85","7.90","14.44","1.42","142,162","122,862","-38.08%","-50.20%","191.10M","24.19M","17.29M","N/A","N/A","17-Jun-04","2.146","-0.41","-0.41","3.16","2.519","3.79","N/A","2.55","77.15M","-9.27M","-9.92M","-12.86%","-17.04%","31-Dec","30-Sep-06","-10.94%","-17.70%","2.748","N/A","60.93M","3.52M","14.80%","3.80M","25.6","325,649","8.03","7.93","-1.25","1.55","879453.63","-2.79"
"ADC","27.80","35.10","37.70","1.26","22,863.1","26,925","27.72%","15.60%","270.83M","7.72M","7.40M","1.96","5.50%","N/A","16.882","2.12","2.12","4.025","0.021","2.12","16.58","8.39","32.88M","20.24M","14.73M","48.75%","57.83%","31-Dec","30-Sep-06","5.47%","10.29%","0.048","0.496","164.29K","260.43K","3.40%","297.99K","12","19,200","33.77","34.37","1.78","1.55","1222474.00","0.23"
"ADCT","11.81","14.20","27.90","4.05","1,859,290","2,055,220","-30.77%","-42.89%","1.66B","117.23M","116.90M","N/A","N/A","10-May-05","7.063","0.30","0.30","11.18","4.311","2.02","48.14","1.28","1.31B","150.40M","43.70M","2.54%","5.15%","31-Oct","28-Jul-06","3.01%","5.45%","3.568","0.483","505.40M","8.99M","7.70%","8.61M","5.6","3,185,570","13.60","14.53","6.84","1.55","29344611.20","5.29"
"ADEP","N/A","10.00","N/A","-1.59","N/A","N/A","N/A","none","76.44M","7.64M","7.62M","N/A","N/A","N/A","4.234","0.02","0.02","8.236","1.376","2.42","666.67","1.41","55.74M","2.27M","109.00K","0.20%","-0.49%","30-June","30-Sep-06","1.56%","0.44%","3.93","N/A","10.52M","2.93K","N/A","1.69K","0.2","15,602","10.40","11.71","12.60","1.55","40300.00","11.05"
"ADES","10.95","16.94","25.41","3.11","14,570.8","9,887.5","12.40%","0.28%","95.34M","5.63M","4.59M","N/A","N/A","N/A","4.723","0.06","0.06","2.636","3.091","3.57","264.69","6.47","14.67M","677.00K","367.00K","2.50%","1.37%","31-Dec","30-Sep-06","1.23%","1.85%","5.458","N/A","17.40M","39.72K","0.80%","56.82K","3.8","8,262","16.70","16.20","-2.99","1.55","324096.90","-4.54"
"ADF","7.02","7.58","7.80","0.35","50,913.8","88,187.5","3.56%","-8.56%","163.52M","21.57M","N/A","0.56","7.40%","N/A","8.206","0.98","0.98","0.759","0.003","0.92","7.74","9.98","16.37M","N/A","21.12M","129.02%","87.63%","30-Sep","31-Mar-06","4.20%","11.85%","0.133","0.156","73.59K","4.34K","N/A","2.07K","0.1","99,000","7.67","7.86","2.48","1.55","309868.00","0.93"
"ADG","13.67","18.10","23.45","0.36","20,561.5","58,350","-18.18%","-30.30%","109.22M","6.03M","5.52M","N/A","N/A","08-Oct-92","13.444","-4.73","-4.73","21.518","3.318","1.34","N/A","0.84","129.90M","-7.09M","-28.65M","-22.00%","-12.43%","31-Dec","30-Sep-06","-5.48%","-30.74%","1.532","0.737","20.02M","23.82K","0.40%","60.47K","1.3","70,900","17.60","21.25","20.74","1.55","737440.00","19.19"
"ADH","0.30","0.38","1.48","4.83","115,623","168,612","-61.86%","-73.98%","19.14M","50.38M","44.23M","N/A","N/A","02-Aug-05","0.274","-0.32","-0.32","N/A","0.178","1.35","N/A","N/A","N/A","-16.50M","-14.44M","N/A","N/A","31-Dec","30-Sep-06","-40.28%","-71.07%","2.685","N/A","8.95M","35.17K","N/A","3.07K","0.4","68,500","0.36","0.34","-5.56","1.55","24552.00","-7.10"
"ADI","26.07","32.74","41.48","1.66","4,085,650","4,108,660","-11.65%","-23.77%","11.20B","342.00M","337.18M","0.64","1.90%","16-Mar-00","10.046","1.48","1.48","7.172","6.223","3.34","22.11","4.46","2.57B","841.20M","549.48M","21.35%","23.07%","28-Oct","28-Oct-06","9.76%","15.42%","6.134","N/A","2.13B","8.71M","2.60%","9.23M","2.4","5,991,200","32.62","32.87","0.77","1.55","124031026.00","-0.78"
"ADL","1.25","4.79","5.58","2.26","85,543.1","56,875","195.76%","183.64%","45.61M","9.52M","8.75M","N/A","N/A","28-Sep-06","1.234","-0.51","-0.51","0.011","0.106","3.95","N/A","645.37","71.99K","-2.71M","-3.25M","N/A","-4554.78%","31-Dec","30-Sep-06","-16.10%","-42.74%","0.912","0.401","1.01M","25.10K","N/A","1.91K","0.4","38,600","4.57","4.07","-10.94","1.55","154466.00","-12.49"
"ADLR","7.13","7.71","27.80","0.3","1,907,420","1,036,660","-49.32%","-61.44%","354.00M","45.92M","44.45M","N/A","N/A","N/A","3.697","-1.56","-1.56","0.35","4.402","2.12","N/A","23.94","15.06M","-65.66M","-67.17M","N/A","-498.83%","31-Dec","30-Sep-06","-24.33%","-53.30%","10.807","N/A","202.12M","3.70M","8.20%","4.60M","4.3","740,118","7.78","7.52","-3.34","1.55","6506639.62","-4.89"
"ADLS","2.31","2.77","4.47","1.97","62,956.9","154,262","-13.54%","-25.66%","78.33M","28.28M","26.44M","N/A","N/A","N/A","0.963","-0.73","-0.73","0.004","1.133","2.92","N/A","766.31","103.70K","-18.01M","-17.38M","N/A","-17474.10%","31-Dec","30-Sep-06","-40.26%","-91.01%","14.611","0.218","32.04M","160.38K","0.90%","153.47K","3.8","7,367","2.50","2.72","8.80","1.55","486987.50","7.25"
"ADM","23.37","32.99","46.71","1.04","4,731,310","5,789,980","36.75%","24.63%","21.68B","657.25M","636.54M","0.40","1.20%","30-Aug-01","15.656","2.323","2.323","57.145","1.458","2.14","14.20","0.59","37.42B","3.02B","1.53B","4.09%","5.70%","30-June","30-Sep-06","7.05%","16.14%","1.929","0.468","958.49M","7.19M","1.10%","7.06M","1.7","10,453,300","34.83","31.96","-8.24","1.55","264234312.00","-9.79"
"ADO","11.03","16.36","17.65","1.38","42,709.2","34,737.5","45.05%","32.93%","12.18B","744.54M","484.55M","0.16","1.00%","17-May-01","4.1","0.96","0.96","35.2","1.27","4.08","17.04","0.47","26.24B","1.13B","746.66M","2.85%","3.78%","31-Dec","30-Sep-06","6.57%","26.76%","1.374","0.627","945.77M","234.60K","N/A","171.49K","7.1","58,600","16.44","17.13","4.20","1.55","695412.00","2.65"
"ADP","42.50","48.50","49.94","0.22","1,743,120","1,796,220","5.00%","-7.12%","26.70B","550.61M","542.79M","0.92","1.90%","04-Jan-99","10.617","2.772","2.772","16.128","3.323","4.65","17.50","2.96","9.18B","2.18B","1.12B","17.34%","18.70%","30-June","30-Sep-06","4.60%","19.42%","1.775","0.013","1.83B","3.48M","0.60%","3.39M","2","1,945,600","47.87","49.25","2.88","1.55","98363276.00","1.34"
"ADPI","10.84","18.37","20.45","0.57","32,187.7","25,525","-1.21%","-13.33%","226.17M","12.31M","11.69M","N/A","N/A","17-Oct-05","9.102","0.86","0.86","17.359","0.142","2.06","21.46","1.08","212.77M","34.75M","11.03M","5.18%","9.78%","31-Dec","30-Sep-06","7.98%","10.55%","1.049","0.184","1.75M","66.65K","0.60%","66.37K","2.8","24,857","17.79","18.89","6.18","1.55","500254.80","4.64"
"ADPT","3.80","4.39","6.70","2.43","578,500","763,838","-7.51%","-19.63%","515.62M","117.45M","117.24M","N/A","N/A","18-Nov-96","3.522","0.18","0.18","2.402","4.729","1.29","24.25","1.94","276.37M","11.23M","23.16M","7.65%","-4.71%","31-Mar","30-Sep-06","-0.69%","5.94%","7.72","0.575","555.47M","6.25M","5.30%","5.55M","11.3","1,055,732","4.35","4.66","7.13","1.55","2201970.00","5.58"
"ADRA","none","30.39","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","BLDRS Index Funds Trust","101.46M","none","none","none","none","none","none","none","none","none","35,708","31.26","33.00","5.57","1.55","286779.24","4.02"
