"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"DNEX","43.77","57.35","62.33","1.46","95,346.7","84,716.7","21.02%","11.75%","1.10B","19.23M","18.31M","N/A","N/A","08-Jun-98","9.092","1.74","1.74","14.919","2.266","6.31","32.96","3.72","296.06M","68.99M","35.35M","11.94%","19.39%","30-June","30-Sep-06","16.38%","19.75%","2.333","0.018","43.57M","1.36M","7.20%","1.32M","16.5","0","56.90","56.71","-0.33","1.55","3890878.90","-1.88"
"DNH","none","58.02","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","WisdomTree Asset Management Inc","22.91M","none","none","none","none","none","none","none","none","none","0","59.06","61.88","4.77","1.55","2244280.00","3.23"
"DNL","none","52.78","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","WisdomTree Asset Management Inc","26.79M","none","none","none","none","none","none","none","none","none","0","54.83","57.74","5.31","1.55","202871.00","3.76"
"DNP","9.74","10.88","11.13","0.59","178,338","174,433","0.83%","-8.44%","2.45B","225.19M","224.99M","0.78","7.10%","N/A","8.548","0.23","0.23","0.619","0.151","1.26","46.70","17.47","139.35M","N/A","52.51M","40.31%","83.15%","31-Dec","30-Jun-06","2.14%","2.14%","1.889","N/A","34.11M","343.25K","N/A","346.32K","1.9","0","10.91","10.82","-0.82","1.55","1371387.00","-2.37"
"DNR","22.33","26.62","36.60","1.14","956,878","993,017","18.21%","8.94%","3.19B","120.01M","114.33M","N/A","N/A","08-Nov-05","8.712","1.67","1.67","6.396","0.241","3.06","15.96","4.34","735.79M","525.61M","204.52M","27.80%","50.50%","31-Dec","30-Sep-06","15.16%","23.83%","0.81","0.431","28.92M","3.59M","3.10%","3.34M","3.4","0","29.95","27.79","-7.21","1.55","58177875.00","-8.76"
"DO","59.73","75.53","97.90","1.85","3,764,440","2,451,000","26.35%","17.08%","9.76B","129.18M","129.16M","0.50","0.70%","15-Aug-97","16.378","4.24","4.24","14.28","6.104","4.61","17.81","5.30","1.84B","991.20M","592.39M","32.15%","43.10%","31-Dec","30-Sep-06","13.64%","30.61%","4.929","0.456","788.59M","6.90M","5.30%","7.66M","1.6","0","80.59","79.94","-0.81","1.55","361881336.00","-2.35"
"DOC","2.31","2.76","4.49","7.49","205,490","127,967","16.46%","7.19%","122.86M","44.52M","19.52M","N/A","N/A","N/A","1.59","-0.26","-0.26","1.286","0.087","1.74","N/A","2.16","56.77M","-1.78M","-11.35M","-19.82%","-7.38%","31-Dec","30-Sep-06","-2.60%","-15.10%","2.143","0.099","3.87M","1.51M","3.60%","1.41M","16","0","2.78","2.55","-8.27","1.55","207944.00","-9.82"
"DOCC","5.98","7.21","8.89","0.99","31,343.3","38,733.3","15.36%","6.09%","84.16M","11.67M","10.15M","N/A","N/A","N/A","2.85","0.30","0.30","8.136","0.764","2.53","24.19","0.94","89.22M","15.01M","3.44M","3.85%","7.16%","31-July","31-Oct-06","6.31%","11.12%","1.257","0.166","8.92M","39.35K","0.40%","40.73K","1","0","7.54","10.18","35.01","1.55","157065.74","33.47"
"DOCX","5.54","6.20","8.12","-1.2","3,233.33","3,750","-12.68%","-21.95%","26.69M","4.31M","1.16M","N/A","N/A","N/A","1.698","0.03","0.03","7.704","1.603","3.65","229.63","0.82","32.66M","1.33M","146.07K","0.45%","-0.03%","31-Dec","30-Sep-06","0.29%","1.71%","1.055","0.002","6.90M","186","N/A","115","0.1","0","6.72","6.70","-0.30","1.55","39419.52","-1.84"
"DOG","none","64.91","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","64.60","62.55","-3.17","1.55","7131840.00","-4.72"
"DOL","none","58.41","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","WisdomTree Asset Management Inc","28.76M","none","none","none","none","none","none","none","none","none","0","59.24","60.98","2.94","1.55","367288.00","1.39"
"DOM","26.02","29.76","51.10","0.6","52,331.2","35,950","-34.78%","-44.05%","233.59M","7.85M","N/A","2.77","8.90%","N/A","4.032","4.57","4.57","4.701","0.013","7.38","6.51","6.33","36.90M","N/A","35.89M","97.27%","97.27%","31-Dec","30-Sep-06","65.66%","105.44%","0.788","N/A","103.45K","68.24K","N/A","89.21K","1","0","30.40","26.43","-13.06","1.55","732640.00","-14.60"
"DON","none","56.10","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","WisdomTree Asset Management Inc","27.69M","none","none","none","none","none","none","none","none","none","0","56.87","56.84","-0.05","1.55","665379.00","-1.60"
"DOO","none","60.19","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","WisdomTree Asset Management Inc","70.54M","none","none","none","none","none","none","none","none","none","0","61.10","63.68","4.22","1.55","3751540.00","2.68"
"DORM","9.05","10.20","13.01","0.69","5,196.67","3,400","-15.14%","-24.41%","180.57M","17.70M","10.68M","N/A","N/A","29-Mar-05","8.373","0.73","0.73","16.453","0.282","1.22","13.99","0.62","292.43M","35.83M","13.27M","4.54%","9.87%","31-Dec","30-Sep-06","8.68%","9.32%","4.414","0.209","4.99M","108.04K","1.20%","110.75K","35.6","0","10.14","10.83","6.80","1.55","29406.00","5.26"
"DOV","39.93","49.64","51.92","1.38","1,110,400","687,250","21.22%","11.95%","10.13B","204.16M","202.18M","0.74","1.50%","16-Dec-97","18.594999","2.73","2.73","34.262","1.661","2.66","18.19","1.45","6.97B","1.14B","596.65M","8.03%","13.00%","31-Dec","30-Sep-06","8.19%","16.89%","1.896","0.406","339.17M","858.26K","0.40%","1.07M","0.9","0","49.14","49.02","-0.24","1.55","76697712.00","-1.79"
"DOVR","6.44","8.75","12.89","0","1,815","733.333","-22.57%","-31.84%","44.40M","5.07M","3.53M","N/A","N/A","N/A","3.585","0.21","0.21","14.344","0.029","2.44","42.68","0.63","70.12M","3.91M","1.03M","1.47%","4.51%","31-Dec","30-Sep-06","6.30%","N/A","2.554","0.556","149.00K","53.89K","1.60%","54.89K","33.7","0","","","0.00","1.55","0.00","-1.55"
"DOW","33.00","39.35","46.60","1.37","4,481,910","6,198,180","-13.63%","-22.90%","37.59B","955.19M","954.05M","1.50","3.70%","19-Jun-00","17.507999","3.93","3.93","50.614","3.318","2.25","10.01","0.77","48.81B","8.05B","3.87B","7.88%","10.23%","31-Dec","30-Sep-06","8.04%","24.58%","1.772","0.608","3.17B","9.61M","1.00%","10.88M","2.2","0","39.70","39.90","0.50","1.55","298603550.00","-1.04"
"DOX","25.42","37.39","41.01","0.73","1,111,660","1,102,080","45.20%","35.93%","7.68B","205.33M","184.35M","N/A","N/A","N/A","10.491","1.48","1.48","12.205","4.77","3.56","25.33","3.10","2.48B","514.90M","318.64M","12.85%","14.43%","30-Sep","30-Sep-06","7.05%","16.72%","1.588","0.21","979.38M","2.45M","N/A","1.89M","2.1","0","38.55","38.75","0.52","1.55","43831350.00","-1.03"
"DPD","17.21","20.15","21.00","0.46","33,403.1","28,450","8.33%","-0.94%","229.09M","11.37M","N/A","1.80","8.90%","N/A","19.049","N/A","N/A","N/A","N/A","1.06","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31-Dec","30-Jun-06","N/A","N/A","N/A","N/A","N/A","36.33K","N/A","45.75K","1","0","20.48","20.98","2.44","1.55","555008.00","0.90"
"DPL","25.03","27.61","28.75","0.69","573,506","434,200","6.31%","-2.96%","3.12B","113.00M","112.63M","1.00","3.60%","13-Jan-98","6.274","1.48","1.48","11.368","1.835","4.40","18.62","2.37","1.32B","509.70M","167.50M","14.07%","26.80%","31-Dec","30-Sep-06","6.12%","19.02%","1.144","2.515","207.40M","13.77M","N/A","12.87M","26","0","28.09","27.78","-1.10","1.55","15297814.00","-2.65"
"DPM","22.75","32.99","34.00","0","46,964.1","60,900","N/A","none","583.92M","17.70M","N/A","1.62","5.00%","N/A","6.8","1.54","1.54","33.749","1.09","4.85","21.46","0.99","590.60M","59.00M","26.90M","7.37%","7.98%","31-Dec","30-Sep-06","N/A","N/A","1.676","1.597","19.30M","13.40K","0.10%","237.23K","0.3","0","33.46","34.55","3.26","1.55","759542.00","1.71"
"DPN","none","25.83","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","26.38","26.79","1.55","1.55","121348.00","0.01"
"DPTR","13.79","28.88","29.44","2.13","986,492","794,850","81.52%","72.25%","1.54B","53.43M","44.77M","N/A","N/A","N/A","8.191","0.11","0.11","3.781","0.186","3.53","275.05","7.77","198.49M","66.82M","-18.74M","2.83%","-4.52%","31-Dec","30-Sep-06","N/A","N/A","0.864","0.759","9.95M","8.44M","16.30%","7.61M","7.9","0","29.72","23.16","-22.07","1.55","31882843.28","-23.62"
"DPW","0.75","1.44","3.35","4.21","11,583.3","8,450","45.36%","36.09%","9.52M","6.61M","3.09M","N/A","N/A","N/A","0.509","0.045","0.045","2.088","0.291","2.77","32.00","0.71","13.11M","515.00K","315.00K","2.40%","3.29%","31-Dec","30-Sep-06","4.51%","10.81%","2.104","N/A","1.92M","5.96K","0.20%","1.15K","0.7","0","","","0.00","1.55","0.00","-1.55"
"DPZ","21.01","27.09","28.90","2.15","402,873","226,850","8.80%","-0.47%","1.69B","62.32M","38.96M","0.48","1.70%","N/A","-9.507","1.76","1.76","22.678","0.177","N/A","15.39","1.16","1.46B","244.35M","115.38M","7.91%","14.51%","1-Jan","10-Sep-06","34.21%","N/A","0.873","N/A","11.04M","2.08M","3.40%","2.19M","4.4","0","26.90","28.00","4.09","1.55","25103080.00","2.54"
"DQC","none","25.30","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","25.75","25.62","-0.50","1.55","211150.00","-2.05"
"DQE","15.67","20.01","20.26","1.24","317,684","228,617","16.81%","7.54%","1.75B","87.61M","87.18M","1.00","5.00%","25-May-95","8.792","0.51","0.51","11.796","0.185","2.28","39.01","1.87","937.80M","229.90M","39.80M","4.33%","14.00%","31-Dec","30-Sep-06","3.10%","5.49%","0.826","1.525","16.20M","4.27M","4.90%","4.41M","12.8","0","20.16","19.85","-1.54","1.55","8031744.00","-3.08"
"DR","17.66","23.37","25.29","0","40,541.7","39,733.3","N/A","none","397.43M","17.01M","15.64M","N/A","N/A","N/A","1.06","0.51","0.51","8.171","6.157","22.05","45.82","3.94","131.96M","17.82M","9.49M","9.06%","13.40%","31-Dec","30-Sep-06","N/A","N/A","1.694","N/A","104.93M","0","N/A","0","0","0","23.30","23.45","0.64","1.55","128150.00","-0.90"
"DRA","8.97","10.43","10.85","0","64,456.2","59,716.7","N/A","none","547.45M","52.49M","29.03M","0.82","7.90%","N/A","2.149","-0.43","-0.43","11.153","0.667","4.85","N/A","0.99","552.93M","143.45M","-21.53M","-3.89%","9.80%","31-Mar","30-Sep-06","3.71%","-20.41%","0.766","5.833","35.02M","852.35K","1.60%","934.08K","14","0","10.18","11.90","16.90","1.55","688168.00","15.35"
"DRAD","3.25","3.70","5.45","-0.11","43,253.3","96,150","-4.64%","-13.91%","69.50M","18.79M","16.17M","N/A","N/A","N/A","2.947","-0.48","-0.48","3.847","2.348","1.26","N/A","0.96","72.08M","-3.33M","-8.91M","-12.36%","-14.35%","31-Dec","30-Sep-06","-7.63%","-15.12%","4.642","0.009","44.10M","34.76K","0.20%","56.78K","1.9","0","3.62","4.12","13.81","1.55","347422.26","12.27"
"DRAM","4.01","4.40","6.10","2.09","14,850","30,833.3","-15.38%","-24.65%","37.73M","8.57M","7.53M","0.24","5.30%","16-Dec-99","2.873","0.33","0.33","4.53","1.582","1.53","13.54","0.99","38.20M","543.00K","2.86M","7.50%","-0.78%","30-Apr","31-Oct-06","-0.11%","12.11%","7.354","N/A","13.56M","4.22K","0.10%","5.20K","0.5","0","4.37","4.21","-3.66","1.55","33906.83","-5.21"
"DRAX","3.90","5.04","5.08","1.51","27,763.3","91,033.3","22.93%","13.66%","211.09M","41.88M","36.61M","N/A","N/A","30-Aug-91","2.239","0.21","0.21","2","0.475","2.25","23.66","2.54","83.23M","17.80M","8.93M","10.73%","14.53%","31-Dec","30-Sep-06","8.09%","10.23%","4.944","N/A","19.89M","33.02K","N/A","22.65K","2.1","0","5.00","4.83","-3.40","1.55","88805.00","-4.95"
"DRC","18.03","23.50","28.45","1.56","653,567","446,067","6.09%","-3.18%","2.01B","85.48M","31.25M","N/A","N/A","N/A","6.882","0.91","0.91","16.231","1.515","3.41","25.71","1.45","1.39B","212.80M","78.14M","5.63%","10.55%","31-Dec","30-Sep-06","5.98%","14.54%","1.499","0.94","129.54M","3.63M","4.30%","3.86M","5.8","0","24.40","24.47","0.29","1.55","6492840.00","-1.26"
"DRCO","9.10","9.85","16.17","0.25","27,958.3","13,833.3","-35.62%","-44.89%","91.46M","9.29M","8.31M","N/A","N/A","07-May-98","8.608","0.58","0.58","29.868","0.063","1.14","16.87","0.34","270.25M","20.30M","5.42M","2.04%","4.53%","31-Dec","30-Sep-06","4.74%","7.13%","1.54","0.271","584.00K","11.36K","0.10%","10.65K","0.5","0","9.27","9.75","5.18","1.55","136398.78","3.63"
"DRCT","11.51","15.86","18.79","1.05","97,128.3","93,666.7","-3.94%","-13.21%","322.70M","20.35M","14.78M","0.16","1.00%","N/A","12.799","1.47","1.47","25.538","3.672","1.24","10.77","0.62","519.49M","63.90M","30.02M","5.78%","11.44%","31-Dec","30-Sep-06","4.29%","12.15%","0.361","0.754","74.72M","1.08M","5.70%","1.14M","12.8","0","16.25","20.64","27.02","1.55","846202.50","25.47"
"DRE","32.88","43.43","43.95","1","582,586","1,999,870","27.14%","17.87%","5.87B","135.23M","130.75M","1.90","4.30%","26-Aug-97","12.742","0.92","0.92","8.631","0.185","3.41","47.05","5.02","1.17B","494.71M","74.07M","15.44%","25.02%","31-Dec","30-Sep-06","2.83%","4.78%","0.383","1.569","25.00M","3.17M","2.40%","3.30M","7.3","0","43.31","40.90","-5.56","1.55","28108190.00","-7.11"
"DRF","none","25.95","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","26.32","27.42","4.18","1.55","71064.00","2.63"
"DRH","11.37","17.18","17.75","0.93","409,618","365,367","49.52%","40.25%","1.31B","76.19M","68.13M","0.72","4.10%","N/A","9.798","0.42","0.42","6.923","1.222","1.75","41.20","3.06","427.17M","97.84M","25.75M","6.15%","13.09%","31-Dec","08-Sep-06","2.71%","4.53%","4.147","0.963","93.08M","2.77M","3.70%","2.90M","5.6","0","17.49","18.01","2.97","1.55","3314355.00","1.43"
"DRI","32.91","40.20","44.43","0.73","1,573,730","1,510,720","12.57%","3.30%","5.90B","146.82M","133.70M","0.46","1.10%","02-May-02","8.613","2.21","2.21","39.074","0.31","4.67","18.19","1.02","5.77B","781.55M","341.22M","5.92%","9.55%","28-May","27-Aug-06","11.00%","27.02%","0.411","0.572","45.55M","3.81M","2.60%","5.04M","1.9","0","40.06","40.17","0.27","1.55","50091024.00","-1.27"
"DRIV","23.64","57.70","60.60","1.97","1,060,700","798,217","141.42%","132.15%","2.32B","40.19M","39.16M","N/A","N/A","N/A","14.037","1.48","1.48","7.657","14.34","4.11","39.01","8.10","286.18M","99.92M","62.18M","21.73%","23.91%","31-Dec","30-Sep-06","6.48%","15.19%","3.485","0.349","576.32M","6.39M","16.30%","8.11M","8","0","57.69","55.79","-3.29","1.55","51544688.13","-4.84"
"DRL","4.10","4.19","12.07","1.92","1,889,050","1,338,400","-58.06%","-67.33%","452.30M","107.95M","89.76M","N/A","N/A","12-Dec-03","3.638","-0.65","-0.65","2.302","12.577","1.15","N/A","1.82","248.48M","N/A","-70.38M","-14.92%","4.36%","31-Dec","30-Jun-06","-0.22%","-3.32%","0.923","8.74","1.36B","15.04M","14.80%","12.97M","6.2","0","4.04","2.87","-28.96","1.55","3721244.00","-30.51"
"DROOY","1.10","1.17","2.02","2.85","2,506,720","2,287,180","-19.31%","-28.58%","379.48M","324.34M","66.13M","N/A","N/A","N/A","0.367","-0.06","-0.06","0.853","0.223","3.19","N/A","1.41","269.40M","-18.75M","-22.61M","-7.25%","-11.71%","30-June","30-Sep-06","N/A","N/A","0.646","1.187","72.49M","1.47M","N/A","3.82M","0.7","0","1.12","0.90","-19.64","1.55","5972694.56","-21.19"
"DRQ","23.15","40.38","45.02","1.25","924,442","444,717","65.66%","56.39%","1.61B","39.77M","23.78M","N/A","N/A","06-Oct-06","10.654","1.88","1.88","10.94","2.508","3.79","21.50","3.83","419.33M","122.04M","73.72M","17.58%","25.38%","31-Dec","30-Sep-06","15.12%","22.16%","4.243","0.009","99.75M","2.45M","10.30%","2.86M","1.9","0","43.54","39.16","-10.06","1.55","43657558.00","-11.61"
"DRRX","2.56","3.78","6.40","3.74","264,592","169,367","-22.06%","-31.33%","260.42M","68.89M","56.31M","N/A","N/A","N/A","0.646","-0.47","-0.47","0.351","0.912","5.85","N/A","11.72","22.23M","-21.92M","-29.62M","-133.24%","-122.79%","31-Dec","30-Sep-06","-16.89%","-107.09%","7.49","0.864","62.82M","5.08M","7.90%","4.91M","18.2","0","5.00","4.44","-11.20","1.55","12494385.00","-12.75"
"DRS","35.83","45.93","59.50","0.51","458,477","193,017","-7.60%","-16.87%","1.85B","40.26M","40.01M","0.12","0.30%","N/A","34.980999","2.60","2.60","66.635","0.866","1.31","17.70","0.78","2.38B","331.00M","95.01M","4.00%","10.93%","31-Mar","30-Sep-06","5.53%","8.96%","1.424","1.332","34.86M","3.58M","9.00%","3.53M","7.9","0","49.50","52.68","6.42","1.55","29110950.00","4.88"
"DRTE","8.22","11.39","19.00","2.56","239,802","115,283","-38.76%","-48.03%","498.64M","43.78M","33.24M","N/A","N/A","08-Oct-99","6.075","-0.14","-0.14","9.655","1.922","1.87","N/A","1.18","420.85M","40.18M","-6.03M","-1.43%","2.17%","31-Dec","30-Sep-06","2.57%","-2.29%","2.06","0.007","84.15M","1.60M","4.00%","1.70M","7.7","0","10.46","10.71","2.39","1.55","5115567.60","0.84"
"DRV","4.01","4.30","5.10","0","27,641.2","37,300","N/A","none","23.52M","5.47M","2.31M","N/A","N/A","N/A","-2.264","-3.79","-3.79","0.03","0.003","N/A","N/A","238.37","98.67K","-4.20M","-12.48M","N/A","-6972.01%","31-Dec","30-Sep-06","-219.80%","N/A","0.01","N/A","15.94K","N/A","N/A","N/A","N/A","0","4.64","3.97","-14.44","1.55","96048.00","-15.99"
"DRY","none","17.72","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","-0.06","none","none","none","none","150.0%","109.3%","0","0","none","none","none","none","none","none","none","none","none","0","17.73","18.40","3.78","1.55","379422.00","2.23"
"DRYS","8.50","14.61","14.89","1.17","348,935","366,733","12.82%","3.55%","518.51M","35.49M","5.37M","0.80","5.50%","N/A","11.512","3.03","3.03","8.125","0.616","1.27","4.83","8.41","61.68M","42.68M","22.97M","37.23%","48.55%","31-Dec","30-Sep-06","1.85%","6.22%","0.263","1.582","21.85M","3.94M","N/A","4.09M","13.5","0","15.95","18.01","12.92","1.55","6159953.80","11.37"
"DSA","none","24.25","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","24.25","23.60","-2.68","1.55","94575.00","-4.23"
"DSC","none","61.59","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","streetTracks Series Trust","15.16M","none","none","none","none","none","none","none","none","none","0","62.28","61.22","-1.70","1.55","292716.00","-3.25"
"DSCM","2.50","3.35","4.02","2.01","270,307","199,233","11.30%","2.03%","314.96M","94.02M","72.02M","N/A","N/A","N/A","0.989","-0.16","-0.16","4.441","0.432","3.39","N/A","0.76","413.55M","279.00K","-14.57M","-3.52%","-3.77%","1-Jan","01-Oct-06","-3.87%","-15.11%","1.567","0.046","40.64M","4.17M","4.80%","4.38M","14.8","0","3.49","3.66","4.87","1.55","715111.47","3.33"
"DSCO","1.16","2.15","8.60","3.51","789,009","422,717","-68.57%","-77.84%","138.19M","64.27M","59.80M","N/A","N/A","01-Dec-97","0.065","-1.12","-1.12","0","0.294","33.08","N/A","4,765.23","29.00K","-41.94M","-67.84M","N/A","-161820.70%","31-Dec","30-Sep-06","-66.72%","-327.27%","1.157","3.287","18.89M","4.54M","7.60%","4.57M","6.4","0","2.29","2.36","3.06","1.55","1540073.09","1.51"
"DSCP","28.81","33.40","40.50","2.02","71,512.5","58,983.3","-6.83%","-16.10%","507.95M","15.21M","12.69M","0.28","0.80%","06-Jan-92","18.452","1.58","1.58","24.656","3.624","1.81","21.13","1.37","371.90M","51.10M","24.32M","6.54%","8.00%","30-June","30-Sep-06","5.23%","8.82%","3.239","N/A","55.11M","567.72K","4.50%","614.73K","8.8","0","34.19","36.44","6.58","1.55","1859115.44","5.04"
"DSF","15.31","20.00","20.58","N/A","24,671.7","16,333.3","19.90%","10.63%","112.56M","5.63M","N/A","N/A","N/A","N/A","18.414","N/A","N/A","N/A","N/A","1.09","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30-Sep","31-Mar-06","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","20.38","20.53","0.74","1.55","900796.00","-0.81"
"DSG","none","92.41","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","N/A","N/A","none","none","none","none","none","none","none","none","none","0","92.60","92.92","0.35","1.55","203720.00","-1.20"
"DSGX","2.26","3.82","4.26","2.07","19,971.7","13,266.7","57.20%","47.93%","176.80M","46.28M","46.20M","N/A","N/A","N/A","1.298","0.09","0.09","1.131","0.372","2.94","42.44","3.68","47.98M","8.93M","3.92M","8.17%","8.44%","31-Jan","31-Jul-06","4.77%","8.11%","2.94","N/A","17.23M","256.33K","N/A","258.06K","8.6","0","3.85","3.69","-4.16","1.55","23870.00","-5.70"
"DSI","none","49.93","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","50.23","51.15","1.83","1.55","40184.00","0.29"
"DSL","59.08","72.28","77.30","0.86","311,736","151,517","10.13%","0.86%","2.01B","27.85M","12.33M","0.40","0.50%","05-May-98","48.547001","6.94","6.94","20.328","6.454","1.49","10.42","3.56","566.21M","N/A","193.36M","34.15%","58.63%","31-Dec","30-Sep-06","1.15%","15.32%","N/A","N/A","179.78M","4.03M","15.10%","4.49M","12.3","0","72.40","72.58","0.25","1.55","14226600.00","-1.30"
"DSM","7.96","9.21","9.34","0.3","50,198.4","45,383.3","13.01%","3.74%","444.42M","48.25M","48.25M","0.52","5.60%","N/A","8.925","0.41","0.41","0.727","0.065","1.03","22.25","12.68","35.06M","N/A","19.96M","71.58%","86.17%","30-Nov","31-May-06","2.98%","4.05%","1.036","N/A","3.15M","91.45K","N/A","129.55K","2.3","0","9.40","9.57","1.81","1.55","720980.00","0.26"
"DSO","none","11.61","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","11.67","12.19","4.46","1.55","7002.00","2.91"
"DSP","none","13.66","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0","13.67","13.85","1.32","1.55","20505.00","-0.23"
"DSPG","20.48","21.12","30.80","1.46","270,308","228,167","-18.58%","-27.85%","613.54M","29.05M","29.05M","N/A","N/A","02-Mar-00","13.018","0.88","0.88","7.469","5.713","1.62","24.14","2.80","218.97M","37.14M","26.49M","12.10%","9.44%","31-Dec","30-Sep-06","4.43%","7.30%","4.499","N/A","165.96M","1.43M","4.90%","1.77M","5.7","0","21.20","21.70","2.36","1.55","3505844.00","0.81"
"DST","54.80","62.59","64.00","1.47","502,023","427,367","3.69%","-5.58%","4.14B","66.13M","55.50M","N/A","N/A","20-Oct-00","6.693","3.31","3.31","33.837","2.885","9.35","18.90","1.81","2.29B","475.90M","242.70M","10.62%","13.93%","31-Dec","30-Sep-06","7.68%","55.42%","0.393","2.918","190.80M","3.38M","6.20%","4.11M","6.3","0","62.95","62.63","-0.51","1.55","70107415.00","-2.05"
"DSTI","5.30","5.81","15.75","1.33","145,052","107,617","-47.23%","-56.50%","42.94M","7.39M","6.71M","N/A","N/A","N/A","0.821","-2.62","-2.62","0.067","1.112","7.08","N/A","97.36","441.05K","-12.83M","-17.13M","N/A","-3401.21%","31-Dec","30-Sep-06","-41.84%","-147.14%","0.616","2.046","8.22M","496.82K","8.80%","469.64K","3.4","0","6.72","3.74","-44.35","1.55","9298033.92","-45.89"
"DSU","5.98","7.08","7.20","0.4","217,473","217,950","12.20%","2.93%","750.62M","106.02M","106.02M","0.64","9.00%","N/A","6.724","0.57","0.57","0.832","0.066","1.05","12.31","8.51","88.16M","N/A","60.93M","69.11%","92.49%","28-Feb","31-Aug-06","4.99%","8.52%","0.086","0.401","6.96M","639.13K","N/A","648.41K","2.8","0","7.14","7.42","3.92","1.55","1706460.00","2.38"
"DSV","none","69.72","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","N/A","N/A","none","none","none","none","none","none","none","none","none","0","70.60","70.79","0.27","1.55","261220.00","-1.28"
"DSW","23.61","33.41","37.39","2.26","337,463","258,100","38.34%","29.07%","1.47B","43.92M","38.88M","N/A","N/A","N/A","7.738","1.22","1.22","27.424","3.444","4.32","27.41","1.22","1.20B","107.37M","53.81M","4.47%","7.16%","28-Jan","29-Jul-06","10.71%","17.25%","2.95","N/A","151.25M","5.89M","13.40%","5.52M","18.9","0","38.32","38.57","0.65","1.55","16197864.00","-0.89"
"DSWL","8.10","11.1899","14.25","2.16","16,891.7","41,466.7","-19.84%","-29.11%","167.15M","14.94M","9.95M","0.68","6.10%","30-Mar-05","7.416","0.658","0.658","8.278","1.026","1.49","17.01","1.33","123.56M","17.37M","9.83M","7.96%","9.21%","31-Mar","30-Sep-06","5.40%","8.97%","3.229","N/A","15.33M","39.29K","N/A","26.55K","2.4","0","10.85","11.40","5.07","1.55","737398.55","3.52"
"DSX","9.50","14.93","15.93","1.09","284,873","266,233","8.35%","-0.92%","792.02M","53.05M","N/A","1.60","10.80%","N/A","6.878","0.76","0.76","2.251","0.159","2.17","19.75","7.55","104.92M","67.57M","35.25M","52.91%","54.69%","31-Dec","30-Sep-06","10.50%","17.61%","1.949","0.108","8.41M","937.49K","N/A","1.18M","2.5","0","15.46","15.81","2.26","1.55","2530802.00","0.72"
