Company,52-Week Low,Recent Price,52-Week High,Beta,Daily Volume (3-month avg),Daily Volume (10-day avg),52-Week Change,52-Week Change relative to S&P500,Market Capitalization,Shares Outstanding,Float,Annual Dividend,Dividend Yield,Last Split,Book Value,Earnings (ttm),Earnings (mrq),Sales (per share),Cash,Price/Book,Price/Earnings,Price/Sales,Sales (ttm),EBITDA,Income,Profit Margin,Operating Margin,Fiscal Year Ends,Most recent quarter,Return Assets,Return Equity,Current Ratio,Debt/Equity,Total Cash,Shares Short,Percent of Float,Shares Short (Prior Month),Short Ratio,Daily Volume,Start Price,End Price,Company Return,Market Return,DCV,Delta Return
IFGM,2.41,3.43,11,1.02,31.1K,45.0K,-45.10%,-27.60%,238.5M,69.5M,5.60M,none,none,none,-1.53,-1.98,-0.33,5.43,0.09,none,none,0.63,310.5M,-30.7M,-60.7M,-19.50%,-16.40%,30-Jun,none,-37.71%,none,0.6,none,5.93M,50.0K,0.90%,"7,000",1.67,30.0K,3.31,5.31,60.42,0.8,38396,59.62
IFIN,46,55.77,96,1.27,254.7K,226.0K,-7.80%,21.60%,1.78B,31.9M,26.5M,0.08,0.14%,none,10.01,1.26,0.36,7.08,0.68,5.57,44.26,7.88,226.6M,none,40.4M,18.50%,35.90%,31-Dec,none,1.10%,18.02%,none,none,21.8M,440.0K,1.70%,368.0K,1.86,236.0K,57.64,53.04,-7.98,0.8,9954428,-8.78
IFLO,0.75,2.2,3.5,1.07,26.3K,17.0K,-26.70%,-3.20%,33.6M,15.3M,12.7M,none,none,none,1.88,0.11,0.03,2.14,0.11,1.17,20.56,1.03,33.2M,6.56M,1.64M,4.90%,9.20%,31-Dec,none,4.81%,5.97%,3.96,0.01,1.72M,"1,000",0.00%,"4,000",0.04,24.0K,2.21,2.44,10.41,0.8,16133,9.6
IFN,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,7.71,8.63,11.93,0.8,188895,11.13
IFNY,4,9.8,12.85,1.2,"6,182","5,000",24.40%,64.20%,31.8M,3.25M,2.50M,none,none,none,4.76,1.09,0.81,3.4,1.95,2.06,8.97,2.88,11.3M,2.48M,3.75M,33.20%,12.80%,31-Mar,none,14.44%,27.65%,2.54,0.76,6.32M,"4,000",0.20%,"2,000",0.67,"6,000",9.2,10.34,12.39,0.8,10120,11.59
IFOX,3.75,4.79,15.75,1.11,"8,364",13.0K,-67.00%,-56.40%,28.1M,5.87M,2.40M,none,none,none,2.52,-5.36,-1.42,3.58,4.62,1.9,none,1.34,21.1M,-20.9M,-31.5M,none,none,31-Dec,none,-31.90%,-105.47%,4.55,0.06,27.1M,"8,000",0.30%,"6,000",0.73,11.0K,5,4.9801,-0.4,0.8,213500,-1.2
IFS,9.25,10.1,13.6,-0.11,27.1K,21.0K,1.60%,34.10%,223.0M,22.1M,4.60M,none,none,none,18.36,0.92,-0.08,39.19,1.89,0.55,10.94,0.26,876.0M,74.8M,22.6M,2.70%,3.40%,31-Dec,none,2.73%,5.46%,none,0.51,41.5M,865.0K,18.80%,837.0K,37.61,23.0K,10.15,9.3,-8.37,0.8,87290,-9.18
IFSIA,3.45,3.92,11,0.98,108.0K,242.0K,-48.60%,-32.20%,199.2M,50.8M,29.0M,0.18,4.59%,none,7.05,0.48,0.03,24.62,none,0.56,8.15,0.16,1.26B,78.0M,24.8M,2.00%,6.20%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,4.21,4.01,-4.75,0.8,2351706,-5.55
IFUL,1.25,2.7,4.44,1.67,35.3K,14.0K,30.90%,72.70%,29.1M,10.8M,2.90M,none,none,none,0.69,0.11,0.04,1.54,0.89,3.89,24.77,1.75,16.8M,1.45M,1.18M,7.00%,5.80%,31-Dec,none,8.55%,23.10%,1.65,0.02,9.53M,0,none,"1,000",none,56.0K,2.45,2.68,9.39,0.8,6125,8.58
IFX,10.71,12.36,47.313,none,431.0K,426.0K,-72.80%,-64.10%,7.74B,626.0M,375.6M,none,none,none,7.93,0.77,-0.55,10.29,0.41,1.56,16.05,1.2,6.41B,496.1M,472.1M,7.40%,7.70%,30-Sep,none,5.88%,8.95%,0.91,0.29,254.2M,726.0K,0.20%,645.0K,2.69,270.0K,11.51,15.04,30.67,0.8,9455465,29.87
IGEN,9.688,26.98,33.3,1.95,202.8K,204.0K,11.00%,46.40%,522.1M,19.4M,14.0M,none,none,none,-1.08,-2.73,-0.69,1.95,1.46,none,none,13.82,32.0M,-32.4M,-45.0M,none,none,31-Mar,none,-93.22%,none,2.39,none,27.3M,1.63M,11.70%,1.72M,8.83,185.0K,29.29,29.41,0.41,0.8,4642465,-0.39
IGF,6.6,7.15,12.3,0.76,"9,318","9,000",-35.70%,-15.20%,42.2M,5.90M,4.70M,none,none,none,10.6,-6.41,-2.62,0.18,0,0.68,none,39.88,1.41M,-1.61M,-52.7M,none,none,30-Jun,none,-40.23%,-42.73%,none,0,"5,000","4,000",0.10%,"2,000",0.5,"8,000",7.2,7.55,4.86,0.8,2160,4.06
IGL,8,9.63,16.688,0.68,510.8K,809.0K,-33.30%,-12.00%,1.11B,114.8M,59.7M,0.08,0.83%,none,5.36,0.2,0.04,17.32,0.81,1.8,47.91,0.56,2.00B,258.0M,23.1M,1.20%,5.60%,31-Dec,none,0.51%,2.79%,1.96,4.15,93.5M,2.39M,4.00%,2.89M,5.42,441.0K,8.86,10.75,21.33,0.8,14408132,20.53
IGOC,0.04,0.28,3.313,none,16.2K,30.0K,-86.00%,-81.50%,6.54M,23.3M,14.2M,none,none,none,1.4,-0.92,-0.25,1.75,0.45,0.2,none,0.16,40.2M,-20.7M,-21.1M,-52.40%,-55.70%,31-Dec,none,-41.91%,-49.59%,4.25,0.02,10.5M,35.0K,0.20%,35.0K,3.89,"9,000",0.24,0.3,25,0.8,240,24.2
IGT,33.188,45.8,66.04,0.27,1.36M,1.14M,33.00%,75.50%,3.43B,74.9M,44.9M,none,none,none,4.33,2.77,0.73,17.01,4.21,10.57,16.54,2.69,1.29B,402.9M,210.5M,16.30%,29.60%,30-Sep,none,12.40%,121.99%,3.3,3.08,315.4M,4.69M,10.40%,2.74M,3.68,1.27M,43.4,51.05,17.63,0.8,30566620,16.82
IGTE,1.25,2.24,7.125,1.86,99.9K,77.0K,-54.10%,-39.40%,115.2M,51.4M,20.4M,none,none,none,3.9,-0.28,0.06,10.13,0.68,0.57,none,0.22,520.8M,-4.19M,-14.0M,-2.70%,-3.40%,31-Dec,none,-4.02%,-6.67%,3.07,0.1,34.9M,284.0K,1.40%,563.0K,1.84,154.0K,1.93,2.89,49.74,0.8,317485,48.94
IHI,14.188,20.9,49.5,0.9,46.3K,46.0K,-38.60%,-19.00%,452.9M,21.7M,10.6M,none,none,none,12.09,0.38,0.09,4.08,3.51,1.73,55.73,5.12,90.6M,21.2M,8.27M,9.10%,8.10%,31-Dec,none,2.65%,3.22%,2.92,0.01,76.1M,232.0K,2.20%,136.0K,5.8,40.0K,19.25,21.9,13.77,0.8,771925,12.96
IHII,0.76,1.1,2.625,1.17,19.5K,21.0K,-43.20%,-25.10%,18.7M,17.0M,12.2M,none,none,none,0.62,-0.98,-0.2,13.76,0.05,1.77,none,0.08,214.9M,12.3M,-13.5M,-6.30%,3.30%,31-Dec,none,-8.64%,-59.27%,0.78,7.64,905.0K,"5,000",0.00%,"1,000",0.46,11.0K,0.96,1.1,14.58,0.8,16224,13.78
IHP,17.75,25.08,29.15,0.4,58.4K,58.0K,32.00%,74.20%,511.6M,20.4M,12.4M,none,none,none,13.85,1.83,0.49,15.55,0.29,1.81,13.67,1.61,317.5M,96.6M,37.5M,11.80%,19.20%,31-Dec,none,6.64%,14.39%,1.31,0.82,5.89M,133.0K,1.10%,161.0K,2.38,56.0K,25.4,25.56,0.63,0.8,1917700,-0.17
IHSC,6.25,17.35,19.8,0.23,26.8K,42.0K,129.40%,202.70%,52.5M,3.03M,2.80M,none,none,none,9.42,1.42,0.43,21.77,7.72,1.84,12.25,0.8,211.5M,81.0M,13.8M,6.50%,18.80%,30-Jun,none,4.22%,66.18%,1.29,3.49,23.3M,0,none,"1,000",none,21.0K,17.47,17.97,2.86,0.8,401810,2.06
IIC,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,14.51,14.57,0.41,0.8,346789,-0.39
IICR,11.313,12.5,16.5,0.3,364,"1,000",4.20%,37.50%,71.2M,5.69M,1.20M,none,none,none,16.74,0.84,0.59,33.06,1.99,0.75,14.86,0.38,188.2M,3.73M,4.79M,3.00%,2.00%,31-Dec,none,3.07%,5.17%,1.38,0.37,11.4M,0,none,0,none,0,12.75,10.45,-18.04,0.8,0,-18.84
IIF,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,7.06,7.69,8.92,0.8,384064,8.12
IIH,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,5.24,5.487,4.71,0.8,558060,3.91
III,0.65,0.94,4.25,1.14,14.9K,"6,000",-76.50%,-69.00%,7.95M,8.46M,3.40M,0.24,25.53%,none,6.08,-2.99,-1.94,36.54,0.39,0.15,none,0.03,309.2M,-14.0M,-25.3M,-8.20%,-8.80%,30-Sep,none,-10.90%,-36.18%,1.73,2.02,3.26M,0,none,"4,000",none,27.0K,0.76,0.64,-15.79,0.8,7904,-16.59
IIIM,0.7,2.95,7.438,none,55.5K,38.0K,-56.70%,-42.90%,67.0M,22.7M,9.50M,none,none,none,3.55,-1.17,-0.28,0.23,3.07,0.83,none,13.04,5.16M,-31.3M,-26.7M,none,none,31-Dec,none,-27.08%,-28.53%,14.6,0.01,69.8M,132.0K,1.40%,124.0K,3,44.0K,2.9,2.45,-15.52,0.8,54520,-16.32
IIJI,4.25,4.95,43.125,0.54,24.9K,35.0K,-88.20%,-84.40%,222.6M,45.0M,26.1M,none,none,none,2.75,-0.8,-0.31,6.12,2.33,1.8,none,0.81,275.1M,-11.0M,-36.2M,-0.80%,-6.40%,31-Mar,none,-0.54%,-25.88%,1.66,1.9,104.9M,28.0K,0.10%,38.0K,1.87,15.0K,5,5.04,0.8,0.8,36500,0
IIM,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,13.82,14.08,1.88,0.8,351028,1.08
IINT,1.5,6.25,9.09,1.59,44.5K,27.0K,51.50%,99.90%,218.2M,34.9M,12.8M,none,none,none,1.58,-1.25,-0.19,4.81,1.59,3.97,none,1.3,166.9M,-41.4M,-43.1M,-25.80%,-29.90%,31-Dec,none,-31.16%,-59.06%,1.4,0,55.5M,87.0K,0.70%,92.0K,1.89,46.0K,6.03,5.53,-8.29,0.8,73566,-9.1
IIS,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,16.9,16.83,-0.41,0.8,47320,-1.22
IISL,1.06,1.16,5.125,1.65,16.0K,14.0K,-76.80%,-69.40%,10.4M,8.99M,3.70M,none,none,none,0.16,-0.18,-0.06,0.02,0.31,7.28,none,60.58,171.0K,-2.10M,-1.63M,none,none,31-Dec,none,-28.39%,-78.67%,2.35,1.99,2.79M,0,none,0,none,10.0K,1.2,1,-16.67,0.8,6120,-17.47
IIT,6.75,7.48,12.2,1.56,55.4K,37.0K,-1.90%,29.50%,774.6M,103.5M,35.2M,none,none,none,6.1,1.81,0.51,2.75,1.54,1.23,4.12,2.71,285.4M,143.1M,187.9M,65.80%,45.30%,31-Dec,none,27.67%,34.19%,3.34,0,159.3M,24.0K,0.10%,161.0K,0.5,48.0K,7.67,7.92,3.26,0.8,219362,2.46
IIVI,10.5,13.01,24,1.14,32.7K,36.0K,-16.10%,10.80%,181.0M,13.9M,10.8M,none,none,none,6.43,0.67,0.19,8.71,0.58,2.02,19.42,1.49,123.3M,25.6M,9.49M,7.70%,11.80%,30-Jun,none,7.12%,11.76%,2.56,0.41,8.09M,92.0K,0.90%,94.0K,4,23.0K,11.93,15,25.73,0.8,209968,24.93
IIXL,0.16,0.221,3.938,1.55,307.3K,174.0K,-94.30%,-92.40%,21.4M,96.8M,20.3M,none,none,none,0.65,-4.92,-0.54,2.61,0.27,0.34,none,0.09,213.0M,-329.1M,-385.0M,none,none,31-Dec,none,-131.56%,-176.69%,1.68,0.3,25.8M,501.0K,2.50%,507.0K,3.17,158.0K,0.19,0.29,52.63,0.8,40622,51.83
IKN,2,7.68,9.8,1.01,370.6K,367.0K,123.40%,194.80%,1.09B,141.8M,97.9M,0.16,2.08%,none,10.24,0.52,0.18,37.15,0.35,0.75,14.66,0.21,5.36B,565.9M,75.7M,1.40%,3.90%,30-Sep,none,1.18%,5.25%,1.22,2.39,50.2M,2.30M,2.30%,2.56M,7.48,307.0K,7.44,9.69,30.24,0.8,3179856,29.44
IKOS,2.85,4.61,17.438,2.1,67.5K,167.0K,-62.20%,-50.10%,41.8M,9.06M,7.00M,none,none,none,2.6,0.03,-0.57,7.28,1.89,1.78,135.59,0.63,71.6M,1.11M,892.0K,1.20%,1.30%,30-Sep,none,1.82%,3.56%,1.63,0,17.2M,"6,000",0.10%,"7,000",0.16,38.0K,3.1,4.71,51.94,0.8,749270,51.13
ILMN,4.8,6.01,42,none,53.4K,58.0K,-80.50%,-74.20%,193.2M,32.2M,12.2M,none,none,none,3.64,-0.71,-0.2,0.08,3.42,1.65,none,74.99,2.18M,-19.4M,-19.3M,none,none,31-Dec,none,-17.16%,-18.68%,35.89,0.01,110.0M,314.0K,2.60%,293.0K,7.3,43.0K,6.48,10.01,54.48,0.8,224208,53.67
ILOG,4.54,6.35,56.313,1.51,36.1K,17.0K,-88.50%,-84.80%,97.1M,15.3M,13.6M,none,none,none,1.71,0.03,0.04,4.54,1.3,3.71,254,1.4,79.2M,718.0K,927.0K,1.20%,0.90%,30-Jun,none,1.83%,3.79%,1.76,0.13,20.9M,87.0K,0.60%,70.0K,1.38,63.0K,6.5,8,23.08,0.8,327600,22.27
ILUM,13.063,43.58,45.3,none,740.4K,2.09M,84.50%,143.40%,1.42B,32.6M,26.2M,none,none,none,6.2,1.11,0.29,5.16,3.75,7.03,39.4,8.44,174.1M,72.5M,37.3M,21.70%,31.00%,31-Dec,none,16.50%,21.07%,4.58,0.05,122.3M,622.0K,2.40%,370.0K,2.08,299.0K,38.51,35.75,-7.17,0.8,52250368,-7.97
ILXI,12,25.14,36.5,none,21.2K,21.0K,87.10%,146.90%,491.1M,19.5M,2.70M,none,none,none,12.99,1.27,0.28,32.05,0.69,1.94,19.73,0.78,629.7M,91.5M,25.0M,4.00%,10.90%,31-Dec,none,3.98%,10.29%,2.23,0.91,13.5M,40.0K,1.50%,13.0K,2.5,16.0K,25.6,26,1.56,0.8,517120,0.76
ILXO,11,27.46,40.188,1.23,213.4K,265.0K,1.20%,33.60%,726.8M,26.5M,20.6M,none,none,none,6.41,-2.83,-0.5,1.04,5.28,4.29,none,26.36,26.8M,-77.8M,-72.8M,none,none,31-Dec,none,-34.51%,-38.24%,7.47,0,139.6M,825.0K,4.00%,891.0K,3.4,243.0K,26.88,26.27,-2.27,0.8,4311552,-3.07
IM,10.188,13.01,18.375,0.92,247.9K,271.0K,-2.70%,28.40%,1.92B,147.5M,45.4M,none,none,none,12.7,0.76,-0.06,193.72,1.14,1.02,17.1,0.07,28.8B,398.4M,113.7M,0.40%,1.00%,30-Dec,none,1.82%,6.09%,1.6,0.29,167.5M,841.0K,1.90%,542.0K,3.15,267.0K,12.7,12.8,0.79,0.8,2425700,-0.02
IMA,16.87,37.36,41,0.12,210.1K,256.0K,71.30%,126.00%,1.21B,32.4M,26.2M,none,none,none,4.82,-1.47,0.01,6.44,0.96,7.76,none,5.8,205.1M,-31.4M,-44.4M,-21.70%,-19.20%,31-Dec,none,-24.68%,-45.28%,1.75,0.14,31.2M,348.0K,1.30%,0,2.38,146.0K,37.15,38.15,2.69,0.8,9618135,1.89
IMAN,1.5,4,8.5,none,79.7K,82.0K,-5.90%,24.20%,93.8M,23.5M,17.4M,none,none,none,1.92,-0.83,-0.22,1.43,1.42,2.08,none,2.8,32.9M,-12.6M,-19.2M,-58.30%,-64.20%,31-Dec,none,-26.34%,-35.84%,2.3,0.13,33.2M,11.0K,0.10%,"4,000",0.09,118.0K,4,4.355,8.88,0.8,818000,8.07
IMAT,1.25,1.79,2.5,1.3,497.9K,1.26M,-22.60%,2.10%,190.9M,106.6M,90.6M,none,none,none,0.4,0.07,0.01,0.7,0.06,4.45,24.86,2.56,74.5M,6.62M,7.59M,10.20%,8.70%,31-Dec,none,14.14%,20.73%,2.84,0.09,6.78M,1.13M,1.20%,1.15M,4.37,258.0K,1.79,1.81,1.12,0.8,7104331,0.31
IMAX,0.55,1.08,16.938,1.6,98.2K,173.0K,-93.60%,-91.50%,33.6M,31.1M,14.0M,none,none,none,-0.06,-2.09,-0.37,5.92,0.79,none,none,0.18,179.2M,-60.9M,-63.1M,-35.20%,-36.40%,31-Dec,none,-12.87%,-121.06%,none,none,24.6M,1.33M,9.50%,1.60M,13.13,101.0K,0.79,1.23,55.7,0.8,163925,54.89
IMB,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,14.06,14.29,1.64,0.8,134976,0.83
IMC,15.938,17.21,23.313,0.68,45.3K,78.0K,2.00%,34.60%,323.6M,18.8M,15.4M,0.8,4.65%,none,13.95,0.85,0.15,141.21,0.6,1.23,20.34,0.12,2.68B,55.4M,16.0M,0.60%,1.60%,3-Mar,none,none,none,none,none,none,none,none,none,none,none,18.15,21.86,20.44,0.8,613470,19.64
IMCI,1.375,1.8,4.75,1.11,"8,500","6,000",-36.00%,-15.60%,7.87M,4.37M,1.50M,none,none,none,0.57,-0.61,-0.16,3.96,0.06,3.16,none,0.45,13.9M,-267.0K,-2.13M,-15.30%,-9.80%,31-Dec,none,-18.86%,-105.00%,0.55,2.56,231.0K,"3,000",0.20%,"1,000",0.3,10.0K,2,1.9,-5,0.8,800,-5.8
IMCL,23.375,57.15,69.125,0.14,1.91M,2.08M,9.00%,43.80%,4.12B,72.1M,49.8M,none,none,none,0.25,-1.18,-0.44,0.44,2.84,230.1,none,129.33,29.0M,-65.3M,-77.9M,none,none,31-Dec,none,-20.92%,-131.72%,7.03,14.48,191.0M,9.12M,18.30%,9.50M,5.41,1.68M,59.84,61.18,2.24,0.8,119195296,1.44
IMCO,9.75,14.53,43.24,0.61,200.3K,213.0K,-41.90%,-23.30%,152.8M,10.5M,4.40M,none,none,none,7.82,-1.76,-0.54,9.76,0.26,1.86,none,1.49,100.5M,-30.2M,-18.1M,-18.00%,-30.00%,30-Apr,none,-14.75%,-20.02%,2.89,0.19,2.76M,1.32M,30.00%,1.20M,3.78,350.0K,12.27,16.72,36.27,0.8,4078548,35.46
IMDC,15.91,17.15,33.563,1.27,104.5K,154.0K,-37.40%,-17.30%,361.5M,21.1M,11.8M,none,none,none,8.13,1.09,0.46,10.5,0.9,2.11,15.68,1.63,232.5M,47.6M,24.2M,10.40%,16.10%,31-Dec,none,6.38%,14.92%,1.73,0.75,18.0M,544.0K,4.60%,576.0K,4.5,121.0K,16.7,19.05,14.07,0.8,2795580,13.27
IMGN,7.25,10.57,45.5,1,336.7K,471.0K,-62.60%,-50.60%,407.5M,38.6M,34.7M,none,none,none,3.7,-0.26,-0.09,0.12,2.45,2.86,none,85.32,4.48M,-15.2M,-9.55M,none,none,30-Jun,none,-8.85%,-9.73%,18.58,0,94.5M,776.0K,2.20%,902.0K,4.38,177.0K,10.25,14.49,41.37,0.8,8420375,40.56
IMGX,0.48,0.54,4.688,5.21,31.5K,47.0K,-82.70%,-77.20%,16.7M,30.9M,27.4M,none,none,none,3.15,-1.98,-0.36,2.57,0.79,0.17,none,0.21,68.2M,-46.2M,-52.2M,-76.60%,-79.70%,31-Dec,none,-39.02%,-44.36%,4.7,0.05,24.3M,72.0K,0.30%,69.0K,4,18.0K,0.61,0.59,-3.28,0.8,18544,-4.08
IMI,15.2,20.2,36,0.69,40.4K,57.0K,-32.40%,-10.80%,14.2B,701.8M,456.1M,none,none,none,none,1.38,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,19.75,20.85,5.57,0.8,310075,4.77
IMIC,0.55,0.88,5.375,1.24,17.0K,14.0K,-73.90%,-65.60%,28.5M,32.4M,12.6M,none,none,none,0.75,-1.04,-0.04,2.06,0.66,1.18,none,0.43,65.8M,-13.5M,-33.2M,-50.40%,-27.10%,30-Apr,none,-50.02%,-76.05%,1.85,0,21.3M,"1,000",0.00%,"9,000",0.11,"9,000",0.65,0.9,38.46,0.8,1560,37.66
IMK,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,24.85,24.77,-0.32,0.8,116795,-1.13
IMKTA,8.938,11.85,13.6,0.22,14.3K,16.0K,17.00%,54.40%,268.2M,22.6M,4.60M,0.66,5.57%,none,10.41,0.78,0.26,86.61,0.56,1.14,15.27,0.14,1.98B,112.6M,17.7M,0.90%,3.50%,30-Sep,none,1.90%,7.60%,0.78,2.3,12.6M,14.0K,0.30%,17.0K,0.7,20.0K,12,11.494,-4.22,0.8,280800,-5.02
IMMR,2.22,4.08,13.25,none,53.6K,51.0K,-68.90%,-59.00%,76.4M,18.7M,8.00M,none,none,none,2.12,-1.28,-0.27,1.01,0.95,1.92,none,4.02,18.6M,-18.6M,-23.5M,none,none,31-Dec,none,-41.50%,-48.26%,6.17,0.11,17.8M,471.0K,5.90%,486.0K,7.98,59.0K,3.91,4.45,13.81,0.8,352291,13.01
IMMT,4.05,6.1,15.75,3.08,"8,409",23.0K,-56.40%,-42.50%,36.6M,6.00M,3.80M,none,none,none,0.1,-1.37,-0.06,0.41,0.21,62.19,none,14.87,2.34M,-5.96M,-7.68M,none,none,31-Mar,none,-200.33%,-610.11%,1.09,0,1.28M,58.0K,1.50%,52.0K,8.29,"7,000",6.8366,5.86,-14.28,0.8,156558.14,-15.09
IMMU,7.344,13.08,26.375,2.46,198.2K,323.0K,-30.00%,-7.60%,648.0M,49.5M,37.6M,none,none,none,0.84,-0.1,-0.01,0.23,1.08,15.63,none,57.65,11.2M,-4.36M,-4.75M,-42.30%,-49.40%,30-Jun,none,-9.02%,-11.15%,4.38,0,53.3M,1.02M,2.70%,1.17M,7.56,135.0K,12.2,18.28,49.84,0.8,1706780,49.03
IMN,14.125,22.05,25.55,0.28,63.7K,92.0K,33.60%,76.40%,768.6M,34.9M,22.3M,none,none,none,19.22,-0.57,0.28,33.93,9.25,1.15,none,0.65,1.18B,58.3M,-19.8M,-1.70%,-5.00%,31-Dec,none,-1.93%,-2.94%,2.27,0.02,322.4M,213.0K,1.00%,236.0K,3.8,56.0K,20.75,20.91,0.77,0.8,2251375,-0.03
IMNR,1.03,1.5,7.5,1.41,327.6K,95.0K,-75.00%,-67.00%,52.7M,35.1M,32.3M,none,none,none,0.47,-0.56,-0.16,0.19,0.36,3.22,none,7.98,5.83M,-18.9M,-17.1M,none,none,31-Dec,none,-39.73%,-79.15%,1.66,0.13,12.6M,2.63M,8.10%,2.72M,17.05,154.0K,1.51,1.39,-7.95,0.8,137712,-8.75
IMNX,10.75,19.94,49.875,1.63,8.89M,10.5M,-50.30%,-34.40%,10.6B,534.1M,240.3M,none,none,none,3.67,0.3,0.09,1.64,1.73,5.44,66.47,12.13,925.8M,112.6M,169.3M,18.30%,9.50%,31-Dec,none,9.88%,12.55%,6.04,0,923.0M,11.7M,4.90%,10.8M,1.8,6.53M,20.34,23.89,17.45,0.8,272281410,16.65
IMNY,1.86,4.45,27.375,none,659.4K,1.04M,-76.60%,-69.10%,154.8M,34.8M,25.4M,none,none,none,2.12,-0.52,-0.22,1.56,1.2,2.1,none,2.86,50.2M,-11.0M,-16.9M,-33.50%,-38.10%,31-Dec,none,-23.00%,-31.24%,3.62,0,41.4M,439.0K,1.70%,339.0K,1.64,268.0K,3.03,5.85,93.07,0.8,1338351,92.27
IMPH,28.3,34.59,81.563,0.09,273.6K,350.0K,-46.80%,-29.80%,554.1M,16.0M,12.3M,none,none,none,9.28,0.92,0.26,9.82,1.37,3.73,37.44,3.52,163.5M,38.3M,15.4M,9.40%,15.40%,31-Dec,none,7.98%,11.22%,2.86,0.31,21.9M,1.72M,14.00%,1.31M,5.52,311.0K,35.1,36.87,5.04,0.8,6974370,4.24
IMPT,0.16,0.27,13,none,105.4K,55.0K,-97.70%,-96.90%,24.7M,91.4M,11.5M,none,none,none,-0.25,-2.77,-1.09,4.01,1.58,none,none,0.07,365.9M,18.6M,-253.2M,-69.20%,-23.20%,31-Dec,none,-19.02%,-174.03%,1.22,none,144.5M,88.0K,0.80%,42.0K,0.56,156.0K,0.25,0.24,-4,0.8,9675,-4.8
IMR,3.65,7.05,7.95,1.13,15.5K,18.0K,21.30%,60.00%,103.8M,14.7M,8.20M,0.24,3.40%,none,11.71,-0.21,0.06,49.66,0.31,0.6,none,0.14,762.7M,12.8M,-3.27M,-0.40%,-0.80%,31-Dec,none,-0.62%,-1.80%,0.98,0.73,4.58M,239.0K,2.90%,234.0K,12.58,19.0K,6.79,6.35,-6.48,0.8,90986,-7.28
IMS,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,15.15,14.99,-1.06,0.8,251490,-1.86
IMT,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,15.45,15.36,-0.58,0.8,333720,-1.39
IMY,5.313,6.98,10.75,1.25,"7,727","6,000",-23.00%,1.60%,435.9M,62.4M,45.0M,none,none,none,16.2,1.73,0.41,36.08,1.19,0.43,4.03,0.19,2.24B,236.7M,107.1M,5.60%,9.10%,31-Dec,none,4.76%,11.39%,1.95,0.81,74.2M,31.0K,0.10%,28.0K,2.82,11.0K,6.98,8.08,15.76,0.8,8376,14.96
IN,1.6,2.07,8.98,none,404.7K,144.0K,-72.90%,-64.20%,975.1M,471.1M,61.9M,none,none,none,1.98,0.05,0.01,1.44,1.2,1.04,44.04,1.44,679.6M,95.5M,22.1M,3.30%,2.70%,31-Mar,none,1.73%,2.41%,3.48,0.13,564.6M,886.0K,1.40%,1.15M,1.84,481.0K,2.12,2.1,-0.94,0.8,242316,-1.75
INAP,0.77,1.01,21.75,4.07,482.8K,417.0K,-95.30%,-93.80%,152.1M,150.6M,94.9M,none,none,none,1.32,-3.21,-0.45,0.7,0.36,0.77,none,1.43,104.8M,-376.6M,-477.1M,none,none,31-Dec,none,-88.74%,-109.89%,1.05,0.32,54.6M,908.0K,1.00%,1.15M,1.43,634.0K,1.05,0.84,-20,0.8,436380,-20.8
INCY,10.4,13.02,42.375,1.11,480.9K,487.0K,-63.40%,-51.70%,863.6M,66.3M,49.7M,none,none,none,9.11,-0.66,-0.15,3.3,8.13,1.43,none,3.95,214.6M,-28.4M,-43.0M,-20.00%,-33.50%,31-Dec,none,-4.96%,-7.05%,8.67,0.3,539.4M,908.0K,1.80%,1.00M,2.5,364.0K,14.23,14.9,4.71,0.8,3797987,3.9
