"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"CPHI","1.09","1.09","3.27","1.15","38,511","75,022","-56.22%","-55.15%","47.45M","43.53M","15.18M","N/A","N/A","N/A","3.01","0.52","0.52","1.85","0.11","0.39","2.10","0.63","80.37M","26.53M","22.65M","28.18%","31.08%","Dec 31","Jun 30, 2011","12.04%","19.34%","8.19","3.33","4.69M","655.29K","3.00%","666.38K","20.00","301,394","0.95","0.90","-5.26","14.02","31948.50","-19.28"
"CPIX","4.80","5.43","8.18","1.36","76,903","33,144","-8.12%","-7.05%","110.67M","20.38M","13.51M","N/A","N/A","N/A","4.00","0.23","0.23","2.46","3.43","1.33","23.51","2.17","50.06M","10.76M","4.74M","9.48%","19.42%","Dec 31","Jun 30, 2011","6.35%","6.09%","7.86","7.16","69.83M","1.43M","N/A","1.38M","34.50","23,140","5.55","5.70","2.70","14.02","2188736.85","-11.31"
"CPK","34.85","38.95","43.14","0.33","44,989","49,000","9.53%","10.60%","372.52M","9.56M","9.18M","1.38","3.60%","N/A","24.89","2.71","2.71","44.89","0.19","1.55","14.38","0.86","427.65M","76.21M","26.01M","6.08%","12.04%","Dec 31","Jun 30, 2011","5.15%","11.29%","0.88","54.86","1.83M","364.50K","N/A","355.10K","6.50","38,171","38.45","42.39","10.25","14.02","1885588.00","-3.77"
"CPL","22.13","22.85","30.66","0.68","508,558","533,422","-1.40%","-0.33%","10.99B","481.14M","257.82M","1.27","5.70%","Jul 6, 2011","7.57","1.60","1.60","13.65","4.92","2.95","14.28","1.62","6.57B","1.85B","770.23M","11.73%","22.19%","Dec 31","Jun 30, 2011","8.39%","24.02%","1.38","175.78","2.37B","3.10M","N/A","2.65M","5.30","483,054","22.21","25.99","17.02","14.02","12518821.97","3.00"
"CPLA","27.38","30.17","82.95","0.48","253,009","293,544","-61.28%","-60.21%","458.73M","15.20M","13.83M","N/A","N/A","N/A","12.33","3.78","3.78","27.00","11.35","2.26","7.98","0.97","437.49M","118.47M","61.66M","14.09%","22.30%","Dec 31","Jun 30, 2011","24.15%","30.95%","5.29","N/A","172.61M","1.52M","N/A","1.77M","4.70","239,944","26.51","34.81","31.31","14.02","6690540.78","17.29"
"CPLP","4.85","6.03","11.39","1.07","218,354","140,489","-26.91%","-25.84%","270.77M","44.90M","19.65M","0.93","15.40%","N/A","6.69","0.62","0.62","3.12","0.84","0.90","9.79","2.36","114.86M","74.91M","22.72M","20.50%","34.87%","Dec 31","Jun 30, 2011","3.20%","9.41%","3.10","169.98","37.87M","1.19M","5.00%","952.75K","3.40","76,112","6.28","7.01","11.62","14.02","3817731.32","-2.39"
"CPN","11.88","14.43","17.10","1.46","3,281,250","2,904,360","15.26%","16.33%","6.63B","459.50M","233.45M","N/A","N/A","N/A","9.71","-0.36","-0.36","13.85","2.50","1.50","N/A","1.00","6.73B","1.44B","-355.00M","-2.58%","12.61%","Dec 31","Jun 30, 2011","3.16%","-8.11%","1.65","242.20","1.15B","21.05M","7.50%","27.68M","4.90","2,607,656","13.37","15.17","13.46","14.02","43999212.67","-0.55"
"CPNO","26.80","30.10","37.40","0.89","250,368","222,233","11.11%","12.18%","1.99B","66.23M","64.15M","2.30","7.50%","Apr 2, 2007","12.04","-0.35","-0.35","17.21","0.93","2.55","N/A","1.79","1.13B","137.74M","-23.28M","0.69%","6.32%","Dec 31","Jun 30, 2011","2.26%","0.77%","0.98","74.82","61.56M","960.22K","N/A","1.18M","2.80","230,376","28.36","32.33","14.00","14.02","9845599.40","-0.02"
"CPO","37.11","40.00","59.50","1.26","849,426","760,011","4.99%","6.06%","3.07B","76.73M","76.32M","0.64","1.60%","Jan 26, 2005","29.73","4.14","4.14","71.79","3.56","1.34","9.67","0.56","5.47B","757.40M","321.60M","5.88%","10.41%","Dec 31","Jun 30, 2011","8.45%","16.14%","2.33","76.67","273.00M","716.98K","0.90%","807.50K","0.70","604,417","37.74","48.50","28.51","14.02","29123089.98","14.49"
"CPP","none","21.13","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","3,750","20.23","23.68","17.05","14.02","126437.50","3.04"
"CPRT","32.53","37.49","47.97","0.56","393,688","652,011","10.59%","11.66%","2.58B","68.80M","55.86M","N/A","N/A","Jan 22, 2002","9.38","2.00","2.00","10.61","2.79","3.95","18.71","3.01","847.27M","305.97M","162.09M","19.13%","30.74%","Jul 31","Apr 30, 2011","13.60%","19.15%","2.06","52.29","192.15M","1.43M","N/A","1.52M","3.90","574,835","37.93","43.55","14.82","14.02","21158340.18","0.80"
"CPRX","0.89","1.52","2.25","1.12","63,972","138,244","29.91%","30.98%","32.92M","21.65M","16.07M","N/A","N/A","N/A","0.23","-0.23","-0.23","0.03","0.25","6.33","N/A","64.21","488.96K","-4.52M","-4.54M","N/A","-932.05%","Dec 31","Jun 30, 2011","-49.45%","-87.67%","8.49","N/A","5.41M","123.27K","0.90%","126.39K","4.70","30,258","1.42","1.04","-26.76","14.02","46492.22","-40.78"
"CPSI","41.28","69.11","79.06","0.49","103,102","80,467","63.61%","64.68%","764.56M","11.06M","10.36M","1.44","2.10%","N/A","4.72","2.26","2.26","15.77","2.26","14.65","30.58","4.42","173.21M","41.09M","24.84M","14.34%","22.52%","Dec 31","Jun 30, 2011","37.81%","52.51%","3.20","N/A","24.96M","365.95K","4.50%","339.85K","2.90","114,374","63.64","51.07","-19.75","14.02","4621091.32","-33.77"
"CPSL","0.64","0.64","2.28","2.23","189,008","102,433","-64.25%","-63.18%","29.80M","46.56M","27.15M","N/A","N/A","N/A","2.83","0.03","0.03","3.04","0.35","0.23","22.07","0.21","141.56M","12.14M","1.24M","0.88%","2.68%","Jun 30","Mar 31, 2011","1.29%","0.97%","2.46","34.38","16.41M","1.71M","5.50%","1.81M","10.60","162,131","0.431","0.50","16.01","14.02","83997.59","1.99"
"CPSS","0.56","0.97","1.48","1.79","15,065","3,800","14.12%","15.19%","19.22M","19.81M","10.01M","N/A","N/A","Mar 15, 1996","-0.38","-1.68","-1.68","2.00","0.83","N/A","N/A","0.54","35.62M","N/A","-29.77M","-83.57%","-49.14%","Dec 31","Jun 30, 2011","-3.84%","-464.99%","6.56","N/A","16.47M","29.60K","N/A","28.68K","2.00","2,900","0.988","0.9725","-1.57","14.02","0.00","-15.59"
"CPT","46.81","56.09","69.48","1.63","829,455","1,393,620","14.94%","16.01%","3.99B","71.18M","69.48M","1.96","3.50%","N/A","23.89","0.13","0.13","9.42","0.89","2.32","445.16","5.90","669.32M","338.97M","-2.11M","1.42%","23.82%","Dec 31","Jun 30, 2011","2.18%","0.01%","0.56","132.68","63.15M","1.57M","2.80%","1.77M","1.80","886,721","53.09","60.64","14.22","14.02","57592032.00","0.20"
"CPTS","9.75","10.36","15.78","0.67","343,982","261,078","-24.43%","-23.36%","323.62M","31.24M","30.90M","N/A","N/A","N/A","4.95","2.59","2.59","4.20","2.52","2.08","4.00","2.45","130.83M","15.47M","82.16M","62.80%","5.44%","Dec 31","Jun 30, 2011","2.07%","76.15%","1.15","53.88","78.71M","2.18M","N/A","2.26M","6.50","261,309","9.76","11.51","17.93","14.02","1954215.52","3.91"
"CPV","none","25.23","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","48,103","25.1399","25.28","0.56","14.02","2285267.19","-13.46"
"CPWM","3.82","6.18","12.88","1.81","197,974","103,444","51.84%","52.91%","137.94M","22.32M","14.75M","N/A","N/A","Oct 12, 1999","3.08","0.38","0.38","42.20","0.13","2.02","16.26","0.15","933.79M","43.15M","10.58M","0.94%","2.44%","Jan 29","Jul 30, 2011","3.92%","16.81%","1.43","238.17","2.80M","3.14M","19.30%","3.01M","16.50","71,298","5.60","7.89","40.89","14.02","1005474.40","26.88"
"CPWR","7.43","7.78","12.25","1.28","2,361,370","2,012,320","-11.39%","-10.32%","1.70B","218.60M","213.24M","N/A","N/A","Mar 1, 1999","4.49","0.50","0.50","4.35","0.89","1.70","15.53","1.75","952.42M","198.44M","111.78M","11.74%","15.49%","Mar 31","Jun 30, 2011","4.73%","11.75%","1.25","N/A","194.87M","6.06M","N/A","5.25M","2.30","2,360,888","7.17","8.45","17.85","14.02","16773039.12","3.84"
"CPX","19.46","19.84","42.62","3.13","2,417,960","2,352,760","-2.41%","-1.34%","1.57B","79.29M","72.28M","N/A","N/A","N/A","11.83","2.09","2.09","25.24","2.15","1.80","9.51","0.87","1.94B","510.56M","164.69M","8.49%","16.55%","Dec 31","Jun 30, 2011","11.15%","20.08%","4.32","70.54","170.55M","9.45M","12.80%","8.74M","3.40","3,588,540","16.97","32.80","93.28","14.02","64480094.44","79.27"
"CPY","6.41","6.96","31.00","1.38","83,328","75,911","-71.42%","-70.35%","49.03M","7.04M","6.48M","1.00","14.90%","N/A","0.78","0.24","0.24","55.25","0.37","8.55","28.64","0.12","394.62M","24.29M","1.69M","0.43%","1.87%","Feb 5","Jul 23, 2011","3.16%","15.67%","0.56","1,038.24","2.64M","647.15K","11.40%","621.44K","8.40","64,379","5.80","5.97","2.93","14.02","476974.60","-11.09"
"CQB","8.14","8.62","17.36","2.14","714,298","614,744","-35.91%","-34.84%","391.70M","45.44M","43.39M","N/A","N/A","Jun 1, 1988","19.36","1.60","1.60","70.65","4.31","0.44","5.37","0.12","3.20B","153.87M","73.88M","2.31%","2.88%","Dec 31","Jun 30, 2011","2.73%","9.10%","2.04","71.44","195.69M","5.18M","13.60%","6.17M","4.80","523,229","8.11","8.88","9.49","14.02","6856088.57","-4.52"
"CQP","12.00","13.96","24.54","0.36","185,795","382,833","-23.76%","-22.69%","2.27B","162.31M","18.69M","1.70","12.80%","N/A","-3.36","-0.13","-0.13","1.77","0.34","N/A","N/A","7.54","286.80M","197.35M","-20.86M","-7.27%","53.94%","Dec 31","Jun 30, 2011","5.53%","N/A","1.41","N/A","55.33M","254.12K","1.70%","233.71K","1.20","173,250","12.72","17.36","36.48","14.02","3062759.76","22.46"
"CQQQ","none","20.95","none","none","none","none","none","none","-7.29%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Guggenheim Funds","31.80M","none","none","none","none","none","none","none","none","none","34,800","19.10","23.561","23.36","14.02","433340.80","9.34"
"CRAI","16.39","20.36","29.80","0.75","52,289","44,811","19.06%","20.13%","219.73M","10.79M","10.50M","N/A","N/A","N/A","25.15","-0.72","-0.72","25.27","4.79","0.80","N/A","0.81","267.00M","-1.78M","-7.51M","-2.81%","-3.60%","Jan 1","Jul 2, 2011","N/A","N/A","2.10","0.85","51.65M","291.10K","3.80%","274.19K","4.00","33,524","18.84","19.32","2.55","14.02","1232644.68","-11.47"
"CRAY","4.97","5.13","8.38","1.63","162,680","185,211","-15.63%","-14.56%","180.86M","35.26M","29.70M","N/A","N/A","Jun 8, 2006","4.01","0.80","0.80","10.66","3.74","1.26","6.38","0.48","370.05M","42.06M","28.85M","7.80%","8.87%","Dec 31","Jun 30, 2011","7.80%","22.85%","2.39","N/A","131.83M","1.26M","N/A","1.20M","7.10","258,617","5.01","6.33","26.35","14.02","1421271.87","12.33"
"CRBA","none","42.93","none","none","none","none","none","none","-2.60%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","ALPS","10.37M","none","none","none","none","none","none","none","none","none","1,075","39.68","50.339","26.86","14.02","12776.96","12.85"
"CRBC","5.50","7.20","10.00","2.24","377,555","143,078","-13.25%","-12.18%","283.94M","39.44M","34.07M","N/A","N/A","Jul 5, 2011","17.70","-5.99","-5.99","2.25","4.21","0.41","N/A","3.21","88.73M","N/A","-235.47M","-240.22%","-216.20%","Dec 31","Jun 30, 2011","-2.10%","-19.40%","N/A","N/A","165.82M","177.19K","0.40%","159.48K","0.50","129,987","6.55","9.01","37.56","14.02","1210433.45","23.54"
"CRBI","none","30.48","none","none","none","none","none","none","-19.33%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","ALPS","3.96M","none","none","none","none","none","none","none","none","none","900","30.95","37.04","19.68","14.02","0.00","5.66"
"CRBQ","none","39.91","none","none","none","none","none","none","-3.64%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","ALPS","111.83M","none","none","none","none","none","none","none","none","none","25,195","38.22","46.10","20.62","14.02","1121183.70","6.60"
"CRC","0.97","1.10","2.50","2.83","4,662","7,500","-55.28%","-54.21%","5.26M","4.78M","2.68M","N/A","N/A","Jun 11, 1998","4.60","-1.62","-1.62","11.55","0.39","0.23","N/A","0.09","54.66M","-6.18M","-7.68M","-14.05%","-12.88%","Dec 31","Jul 2, 2011","-12.90%","-29.87%","3.33","N/A","1.85M","4.11K","N/A","3.40K","1.10","4,050","1.04","1.04","0.00","14.02","10686.00","-14.02"
"CRD-B","2.37","5.66","8.39","0.50","86,769","81,756","126.40%","127.47%","304.28M","53.76M","36.48M","0.08","1.40%","Mar 26, 1997","2.36","1.00","1.00","23.01","0.69","2.37","5.68","0.25","1.22B","121.37M","53.42M","4.38%","7.38%","Dec 31","Jun 30, 2011","7.26%","55.93%","1.35","170.58","37.21M","1.16M","11.10%","1.04M","12.10","51,958","4.82","7.11","47.51","14.02","357224.66","33.49"
"CRDC","1.75","1.98","5.47","1.19","84,268","77,478","-8.76%","-7.69%","53.40M","26.97M","19.21M","N/A","N/A","N/A","0.33","-0.14","-0.14","0.52","0.35","5.65","N/A","3.83","13.24M","-2.81M","-3.52M","-26.56%","-26.60%","Jun 30","Jun 30, 2011","-20.71%","-45.86%","4.90","N/A","9.32M","174.27K","0.90%","141.36K","2.20","41,215","1.80","2.12","17.78","14.02","122607.00","3.76"
"CRDN","22.35","25.63","53.56","1.18","246,452","244,889","2.15%","3.22%","637.70M","24.88M","23.35M","N/A","N/A","Jan 19, 2005","28.67","2.40","2.40","19.59","10.98","0.87","10.67","1.27","487.96M","123.22M","60.45M","12.39%","17.55%","Dec 31","Jun 30, 2011","6.01%","8.97%","8.21","12.26","273.17M","1.44M","6.20%","1.38M","5.90","161,757","26.32","33.46","27.13","14.02","9889661.04","13.11"
"CRDS","2.32","5.71","8.00","1.11","16,305","9,678","119.62%","120.69%","62.24M","10.90M","8.01M","N/A","N/A","Aug 15, 2011","0.76","-0.70","-0.70","1.41","0.87","7.26","N/A","4.24","14.20M","-5.52M","-7.04M","-49.60%","-48.66%","Oct 31","Jul 31, 2011","-32.79%","-100.69%","2.10","23.80","9.45M","0.00","N/A","139.00","0.00","4,362","5.24","5.08","-3.05","14.02","53909.12","-17.07"
"CRED","7.02","8.49","14.95","0.64","7,172","5,322","3.03%","4.10%","85.25M","10.04M","8.19M","N/A","N/A","Oct 12, 2005","4.84","0.25","0.25","1.43","0.56","1.82","33.96","6.17","14.37M","7.67M","2.54M","17.66%","22.40%","Oct 31","Jul 31, 2011","3.61%","5.33%","2.06","N/A","5.60M","51.67K","0.70%","52.24K","6.40","2,317","7.60","9.65","26.97","14.02","212435.20","12.96"
"CREE","26.60","28.34","72.85","0.88","4,404,860","3,881,600","-46.04%","-44.97%","3.09B","109.10M","103.22M","N/A","N/A","Dec 11, 2000","20.73","1.33","1.33","9.10","9.95","1.40","21.31","3.21","987.61M","279.26M","146.50M","14.83%","17.28%","Jun 26","Jun 26, 2011","4.59%","6.83%","10.38","N/A","1.09B","18.84M","16.60%","16.20M","3.30","5,068,369","23.39","26.64","13.89","14.02","115540354.87","-0.12"
"CREG","N/A","0.98","N/A","1.01","N/A","N/A","N/A","none","42.66M","43.53M","10.78M","N/A","N/A","N/A","2.13","0.34","0.34","1.38","0.24","0.45","2.86","0.75","54.87M","7.50M","17.11M","31.18%","13.62%","Dec 31","Jun 30, 2011","2.88%","25.96%","0.97","61.19","10.56M","144.06K","1.20%","141.43K","9.70","6,750","1.15","1.35","17.39","14.02","25314.95","3.38"
"CRESW","none","0.13","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","800","0.1251","0.09","-28.06","14.02","2401.92","-42.07"
"CRESY","11.18","11.39","20.07","1.43","74,219","119,111","-31.30%","-30.23%","565.58M","49.66M","26.16M","0.33","2.80%","Nov 18, 2009","10.60","0.60","0.60","10.64","2.43","1.10","18.98","0.96","528.52M","197.19M","33.96M","6.43%","30.68%","Jun 30","Mar 31, 2011","5.81%","8.35%","0.82","89.00","120.47M","136.11K","N/A","151.51K","1.60","126,051","10.27","11.6395","13.33","14.02","898316.90","-0.68"
"CRF","6.64","8.00","10.89","1.20","33,860","19,900","-17.86%","-16.79%","31.38M","3.92M","N/A","N/A","N/A","Dec 23, 2008","6.29","1.18","1.18","0.14","Closed-End Fund - Equity","1.26","6.76","55.85","554.79K","N/A","4.64M","836.75%","13.96%","Dec 31","Jun 30, 2011","0.23%","22.24%","0.59","N/A","Financial","246.69K","N/A","202.88K","6.00","20,248","8.10","8.3555","3.15","14.02","224540.10","-10.86"
"CRFN","2.00","2.84","4.25","1.01","7,334","15,133","7.98%","9.05%","27.22M","9.59M","7.84M","N/A","N/A","May 9, 2007","4.78","-1.94","-1.94","1.10","5.35","0.68","N/A","2.96","10.52M","N/A","-18.61M","-160.69%","-128.91%","Dec 31","Jun 30, 2011","-1.75%","-21.59%","N/A","N/A","51.24M","3.50K","N/A","2.83K","0.50","45,312","2.65","4.23","59.62","14.02","28394.75","45.61"
"CRH","14.17","14.75","25.16","1.10","286,637","303,778","-15.18%","-14.11%","10.49B","711.20M","709.51M","0.43","3.00%","Aug 24, 1998","18.62","0.93","0.93","33.53","2.06","0.77","15.89","0.43","23.80B","2.09B","659.47M","2.77%","4.29%","Dec 31","Jun 30, 2011","2.19%","4.92%","1.62","52.49","1.46B","273.03K","N/A","670.22K","0.70","262,045","15.21","18.41","21.04","14.02","6274702.98","7.02"
"CRI","23.53","30.39","34.50","0.57","873,572","853,267","20.12%","21.19%","1.76B","58.06M","48.80M","N/A","N/A","Jun 7, 2006","12.62","2.20","2.20","32.68","1.49","2.36","13.80","0.92","1.88B","248.55M","128.16M","6.89%","11.54%","Jan 1","Jul 2, 2011","10.87%","18.85%","4.53","32.20","86.72M","5.62M","11.40%","5.63M","5.10","542,902","30.48","38.09","24.97","14.02","35102200.56","10.95"
"CRIC","4.50","4.88","11.74","N/A","169,562","26,267","-55.92%","-54.85%","691.82M","141.77M","13.23M","N/A","N/A","N/A","6.96","0.13","0.13","1.46","2.19","0.68","37.54","3.19","208.87M","54.57M","18.22M","8.72%","11.05%","Dec 31","Jun 30, 2011","1.35%","1.93%","7.34","N/A","310.69M","1.52M","N/A","1.72M","12.80","9,067","4.61","5.95","29.07","14.02","126046.62","15.05"
"CRIS","1.28","3.08","4.42","1.67","461,578","323,867","126.47%","127.54%","235.76M","76.54M","74.73M","N/A","N/A","N/A","0.47","-0.24","-0.24","0.05","0.43","6.44","N/A","60.14","3.87M","-16.96M","-18.84M","N/A","-447.83%","Dec 31","Jun 30, 2011","-22.12%","-42.84%","9.83","N/A","32.73M","5.91M","10.40%","5.65M","11.30","233,248","2.89","3.68","27.34","14.02","1583000.39","13.32"
"CRK","15.76","15.92","33.63","0.99","1,281,420","1,578,180","-28.42%","-27.35%","758.54M","47.65M","44.65M","N/A","N/A","N/A","22.61","-0.42","-0.42","7.70","1.39","0.73","N/A","2.23","352.86M","240.23M","-18.97M","-5.37%","-0.36%","Dec 31","Jun 30, 2011","-0.04%","-1.78%","0.76","64.20","66.04M","8.74M","N/A","9.25M","5.70","1,007,059","14.14","18.24","29.00","14.02","25004483.14","14.98"
"CRL","27.76","29.63","42.84","1.10","978,208","868,078","-8.44%","-7.37%","1.52B","51.36M","50.50M","N/A","N/A","N/A","11.45","-5.43","-5.43","20.08","3.07","2.49","N/A","1.30","1.13B","278.04M","-292.64M","-27.06%","16.67%","Dec 25","Jun 25, 2011","6.08%","-29.94%","1.98","133.66","157.61M","2.46M","N/A","2.08M","1.70","968,437","28.03","32.28","15.16","14.02","34246941.88","1.15"
"CRM","97.92","120.30","160.12","1.34","2,833,000","3,386,370","0.80%","1.87%","16.30B","135.50M","123.95M","N/A","N/A","N/A","10.47","0.21","0.21","14.56","4.26","11.21","586.83","8.21","1.94B","115.09M","28.25M","1.46%","0.84%","Jan 31","Jul 31, 2011","0.33%","2.21%","0.62","37.39","577.38M","9.20M","9.00%","9.51M","2.50","2,533,958","111.91","133.17","19.00","14.02","295681551.67","4.98"
"CRMB","3.70","3.75","16.00","N/A","25,348","17,467","-61.26%","-60.19%","20.64M","5.50M","2.61M","N/A","N/A","N/A","2.46","-0.29","-0.29","0.89","2.09","1.54","N/A","4.18","4.97M","-1.55M","-1.63M","-32.75%","-36.68%","Dec 31","Jun 30, 2011","N/A","N/A","6.30","N/A","11.51M","4.04K","0.10%","2.00K","0.10","23,818","4.37","5.30","21.28","14.02","67582.05","7.27"
"CRMBW","none","0.29","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","28,202","0.35","0.36","2.86","14.02","0.00","-11.16"
"CRMD","0.89","0.93","2.50","N/A","4,608","2,833","-36.73%","-35.66%","10.61M","11.41M","9.01M","N/A","N/A","N/A","0.28","-0.65","-0.65","N/A","0.42","3.45","N/A","N/A","N/A","-8.43M","-7.72M","N/A","N/A","Dec 31","Jun 30, 2011","-66.22%","-118.23%","2.89","N/A","4.74M","2.08K","N/A","1.95K","0.50","6,425","0.70","0.41","-41.43","14.02","15645.00","-55.44"
"CRME","3.36","3.60","7.10","1.46","255,020","159,244","-40.98%","-39.91%","220.06M","61.13M","54.11M","N/A","N/A","N/A","0.61","0.01","0.01","0.52","1.00","5.67","300.00","6.75","31.42M","2.71M","597.00K","1.90%","5.09%","Dec 31","Jun 30, 2011","1.53%","1.69%","15.39","66.80","61.32M","1.89M","N/A","1.89M","7.70","73,112","3.01","3.35","11.30","14.02","2605841.28","-2.72"
